c_id;date;liverc_amount;liporalc_amount;lungc_amount;total_percent
NIU;1990;0;0;1;0.1358
NIU;1991;0;0;1;0.13729
NIU;1992;0;0;1;0.13937
NIU;1993;0;0;1;0.13966
NIU;1994;0;0;1;0.13973
NIU;1995;0;0;1;0.14064
NIU;1996;0;0;1;0.14127
NIU;1997;0;0;1;0.14174
NIU;1998;0;0;1;0.14074
NIU;1999;0;0;1;0.14043
NIU;2000;0;0;1;0.1407
NIU;2001;0;0;1;0.14072
NIU;2002;0;0;1;0.14086
NIU;2003;0;0;1;0.14072
NIU;2004;0;0;1;0.14114
NIU;2005;0;0;1;0.14094
NIU;2006;0;0;1;0.14198
NIU;2007;0;0;1;0.14222
NIU;2008;0;0;1;0.14271
NIU;2009;0;0;1;0.1419
NIU;2010;0;0;1;0.14154
NIU;2011;0;0;1;0.14154
NIU;2012;0;0;1;0.14106
NIU;2013;0;0;1;0.1405
NIU;2014;0;0;1;0.14
NIU;2015;0;0;1;0.13964
NIU;2016;0;0;1;0.13934
NIU;2017;0;0;1;0.1392
NIU;2018;0;0;1;0.13908
NIU;2019;0;0;1;0.13881
PRK;1990;2531;199;4412;0.14382
PRK;1991;2601;206;4591;0.14379
PRK;1992;2670;212;4767;0.14361
PRK;1993;2737;219;4946;0.14354
PRK;1994;2797;225;5128;0.14342
PRK;1995;2835;230;5274;0.14332
PRK;1996;2871;233;5406;0.14321
PRK;1997;2915;237;5548;0.14283
PRK;1998;2948;241;5667;0.14207
PRK;1999;2974;245;5804;0.14158
PRK;2000;2956;249;5915;0.14091
PRK;2001;2920;254;6023;0.14029
PRK;2002;2894;259;6130;0.13974
PRK;2003;2826;266;6279;0.13899
PRK;2004;2812;274;6469;0.13851
PRK;2005;2821;282;6672;0.13829
PRK;2006;2851;292;6903;0.13849
PRK;2007;2888;302;7150;0.13868
PRK;2008;2917;311;7392;0.13904
PRK;2009;2954;319;7608;0.13877
PRK;2010;2989;326;7796;0.1382
PRK;2011;3023;333;7960;0.1373
PRK;2012;3059;340;8109;0.13622
PRK;2013;3078;347;8247;0.13476
PRK;2014;3105;353;8377;0.13333
PRK;2015;3129;359;8508;0.13173
PRK;2016;3170;367;8651;0.13075
PRK;2017;3216;375;8817;0.12985
PRK;2018;3263;382;8993;0.12904
PRK;2019;3313;389;9163;0.12814
MKD;1990;168;31;567;0.15487
MKD;1991;171;32;576;0.1544
MKD;1992;181;34;624;0.16124
MKD;1993;188;35;656;0.16415
MKD;1994;193;35;676;0.16501
MKD;1995;200;36;705;0.16736
MKD;1996;207;38;733;0.17034
MKD;1997;213;39;755;0.17196
MKD;1998;216;41;789;0.1746
MKD;1999;217;42;810;0.17516
MKD;2000;220;42;827;0.17608
MKD;2001;224;44;867;0.17908
MKD;2002;228;45;920;0.18301
MKD;2003;229;46;943;0.18307
MKD;2004;217;45;960;0.18096
MKD;2005;223;46;1006;0.1823
MKD;2006;235;46;1060;0.18618
MKD;2007;245;45;1094;0.18875
MKD;2008;248;44;1094;0.1854
MKD;2009;255;43;1135;0.18594
MKD;2010;259;43;1150;0.18422
MKD;2011;259;43;1149;0.18023
MKD;2012;261;43;1171;0.18007
MKD;2013;260;44;1180;0.17713
MKD;2014;265;45;1207;0.17772
MKD;2015;272;46;1223;0.17801
MKD;2016;276;47;1241;0.17775
MKD;2017;278;48;1254;0.1766
MKD;2018;277;48;1266;0.17541
MKD;2019;280;49;1281;0.17455
MNP;1990;1;1;9;0.18127
MNP;1991;1;1;10;0.18037
MNP;1992;1;1;10;0.1793
MNP;1993;1;1;9;0.17788
MNP;1994;1;1;9;0.17647
MNP;1995;1;1;10;0.17588
MNP;1996;2;1;10;0.17531
MNP;1997;2;1;11;0.1751
MNP;1998;2;1;11;0.17525
MNP;1999;2;1;12;0.16957
MNP;2000;2;1;13;0.17014
MNP;2001;2;1;13;0.17102
MNP;2002;2;1;13;0.17192
MNP;2003;2;2;13;0.17349
MNP;2004;2;2;13;0.17531
MNP;2005;3;2;13;0.17757
MNP;2006;3;2;14;0.17682
MNP;2007;3;2;15;0.17609
MNP;2008;3;2;15;0.17566
MNP;2009;3;3;15;0.17579
MNP;2010;3;3;16;0.17531
MNP;2011;3;3;17;0.1751
MNP;2012;4;3;17;0.17452
MNP;2013;4;3;17;0.17472
MNP;2014;4;3;18;0.17529
MNP;2015;4;3;19;0.17691
MNP;2016;4;3;20;0.17723
MNP;2017;4;3;21;0.17548
MNP;2018;4;3;21;0.17399
MNP;2019;4;3;22;0.17272
NOR;1990;103;105;1662;0.15244
NOR;1991;105;104;1668;0.1512
NOR;1992;107;105;1703;0.15199
NOR;1993;111;106;1746;0.15339
NOR;1994;113;108;1763;0.15367
NOR;1995;116;108;1799;0.153
NOR;1996;119;107;1812;0.15252
NOR;1997;120;107;1835;0.15208
NOR;1998;125;107;1882;0.15266
NOR;1999;129;105;1903;0.15254
NOR;2000;132;104;1936;0.1525
NOR;2001;135;106;1961;0.15168
NOR;2002;139;103;2018;0.1521
NOR;2003;143;100;2024;0.14975
NOR;2004;149;99;2047;0.14818
NOR;2005;154;97;2070;0.14654
NOR;2006;161;97;2124;0.14636
NOR;2007;170;99;2195;0.14728
NOR;2008;177;100;2249;0.14646
NOR;2009;184;100;2276;0.14532
NOR;2010;191;102;2291;0.14389
NOR;2011;202;107;2364;0.14457
NOR;2012;211;106;2371;0.14262
NOR;2013;219;107;2395;0.14124
NOR;2014;221;103;2369;0.1376
NOR;2015;227;106;2364;0.13498
NOR;2016;231;108;2376;0.13351
NOR;2017;232;104;2334;0.12976
NOR;2018;230;106;2356;0.12913
NOR;2019;232;107;2388;0.12838
OMN;1990;30;10;60;0.08479
OMN;1991;31;10;62;0.08513
OMN;1992;31;10;65;0.08573
OMN;1993;32;11;67;0.08611
OMN;1994;32;11;69;0.08702
OMN;1995;33;12;72;0.08782
OMN;1996;35;12;76;0.0888
OMN;1997;36;12;79;0.08958
OMN;1998;37;13;81;0.09021
OMN;1999;37;13;83;0.09086
OMN;2000;38;13;86;0.09202
OMN;2001;41;14;89;0.09158
OMN;2002;43;14;91;0.09218
OMN;2003;45;14;92;0.0928
OMN;2004;46;14;91;0.09252
OMN;2005;49;14;94;0.09474
OMN;2006;54;15;100;0.09788
OMN;2007;59;16;107;0.10096
OMN;2008;62;17;112;0.10426
OMN;2009;65;17;116;0.10721
OMN;2010;66;18;120;0.10594
OMN;2011;72;19;128;0.10312
OMN;2012;78;20;134;0.09963
OMN;2013;80;21;136;0.09915
OMN;2014;79;20;136;0.09874
OMN;2015;81;21;140;0.09945
OMN;2016;84;21;146;0.09947
OMN;2017;86;22;149;0.09765
OMN;2018;84;21;145;0.09212
OMN;2019;83;21;144;0.0898
PAK;1990;2060;7141;8230;0.12216
PAK;1991;2104;7407;8518;0.12462
PAK;1992;2148;7685;8804;0.12737
PAK;1993;2185;7953;9086;0.12971
PAK;1994;2237;8289;9410;0.13292
PAK;1995;2305;8714;9819;0.13724
PAK;1996;2361;9006;10056;0.13953
PAK;1997;2421;9425;10534;0.14279
PAK;1998;2472;9754;10915;0.14474
PAK;1999;2533;10190;11383;0.14754
PAK;2000;2615;10726;11962;0.15136
PAK;2001;2637;11016;12134;0.15258
PAK;2002;2699;11280;12321;0.15321
PAK;2003;2764;11512;12554;0.1536
PAK;2004;2829;11761;12844;0.15395
PAK;2005;2893;12033;13201;0.15449
PAK;2006;2925;12292;13533;0.15451
PAK;2007;2982;12512;13830;0.15381
PAK;2008;3065;12825;14176;0.15426
PAK;2009;3135;13137;14484;0.1541
PAK;2010;3198;13459;14819;0.15396
PAK;2011;3236;13738;15053;0.15295
PAK;2012;3316;14130;15361;0.15286
PAK;2013;3410;14676;15811;0.15394
PAK;2014;3494;15168;16218;0.15428
PAK;2015;3567;15586;16589;0.15391
PAK;2016;3645;16074;16991;0.15387
PAK;2017;3717;16545;17437;0.15365
PAK;2018;3815;17039;17989;0.15375
PAK;2019;3912;17567;18550;0.15352
PLW;1990;1;1;4;0.19075
PLW;1991;1;2;4;0.18989
PLW;1992;1;2;4;0.18927
PLW;1993;1;2;5;0.18868
PLW;1994;1;2;5;0.18833
PLW;1995;1;2;5;0.18845
PLW;1996;1;2;5;0.1882
PLW;1997;1;2;5;0.1879
PLW;1998;1;2;5;0.18758
PLW;1999;1;2;6;0.18757
PLW;2000;2;2;6;0.18644
PLW;2001;2;2;6;0.18524
PLW;2002;2;2;6;0.184
PLW;2003;2;2;6;0.18248
PLW;2004;2;2;6;0.18281
PLW;2005;2;2;6;0.18253
PLW;2006;2;2;6;0.18279
PLW;2007;2;2;7;0.18322
PLW;2008;2;2;7;0.1838
PLW;2009;2;2;7;0.18444
PLW;2010;2;2;7;0.18474
PLW;2011;2;2;7;0.18495
PLW;2012;2;2;7;0.18481
PLW;2013;2;2;7;0.18485
PLW;2014;2;2;8;0.1845
PLW;2015;2;3;8;0.18422
PLW;2016;2;3;8;0.184
PLW;2017;2;3;8;0.18413
PLW;2018;2;3;9;0.18421
PLW;2019;2;3;9;0.18422
PSE;1990;74;7;180;0.12529
PSE;1991;76;7;181;0.124
PSE;1992;74;7;183;0.12226
PSE;1993;75;8;185;0.12097
PSE;1994;77;8;188;0.11969
PSE;1995;78;8;192;0.11864
PSE;1996;80;8;196;0.11786
PSE;1997;81;8;200;0.11689
PSE;1998;83;8;205;0.11562
PSE;1999;84;9;211;0.11433
PSE;2000;86;9;221;0.114
PSE;2001;89;9;231;0.11434
PSE;2002;91;9;241;0.11452
PSE;2003;92;9;250;0.11374
PSE;2004;95;10;260;0.11363
PSE;2005;98;10;269;0.11365
PSE;2006;101;10;279;0.11387
PSE;2007;101;10;284;0.11226
PSE;2008;100;11;295;0.11104
PSE;2009;103;11;309;0.11195
PSE;2010;108;11;327;0.1144
PSE;2011;113;12;345;0.11643
PSE;2012;115;12;355;0.115
PSE;2013;120;13;374;0.11563
PSE;2014;125;14;414;0.12077
PSE;2015;127;14;444;0.12481
PSE;2016;128;15;460;0.12497
PSE;2017;132;15;481;0.12583
PSE;2018;137;16;505;0.12646
PSE;2019;142;17;530;0.12743
PAN;1990;52;28;215;0.1056
PAN;1991;51;27;217;0.10372
PAN;1992;52;27;224;0.10568
PAN;1993;54;28;243;0.10832
PAN;1994;54;26;237;0.10519
PAN;1995;56;26;248;0.10623
PAN;1996;56;26;243;0.10315
PAN;1997;58;27;256;0.10621
PAN;1998;55;26;261;0.10672
PAN;1999;54;27;265;0.10461
PAN;2000;51;28;252;0.10015
PAN;2001;52;28;258;0.09952
PAN;2002;55;30;268;0.10019
PAN;2003;58;30;285;0.10237
PAN;2004;61;30;285;0.10113
PAN;2005;65;32;295;0.10129
PAN;2006;69;33;304;0.10139
PAN;2007;72;34;300;0.09881
PAN;2008;79;36;313;0.09944
PAN;2009;86;37;321;0.09953
PAN;2010;89;37;327;0.09882
PAN;2011;93;38;338;0.09889
PAN;2012;97;39;352;0.09933
PAN;2013;100;39;362;0.09929
PAN;2014;105;41;376;0.09899
PAN;2015;109;41;387;0.09783
PAN;2016;113;42;396;0.09709
PAN;2017;118;44;417;0.09712
PAN;2018;121;46;428;0.0961
PAN;2019;126;47;447;0.09565
PNG;1990;25;28;343;0.103
PNG;1991;26;29;352;0.10362
PNG;1992;26;30;363;0.10409
PNG;1993;27;30;373;0.10395
PNG;1994;28;31;383;0.10385
PNG;1995;29;32;397;0.10427
PNG;1996;29;33;410;0.10515
PNG;1997;30;34;424;0.10563
PNG;1998;32;35;439;0.10661
PNG;1999;33;36;455;0.10736
PNG;2000;34;37;469;0.1076
PNG;2001;34;39;483;0.10819
PNG;2002;36;41;500;0.10887
PNG;2003;37;42;517;0.10937
PNG;2004;38;44;535;0.11007
PNG;2005;39;46;556;0.11102
PNG;2006;40;48;574;0.11147
PNG;2007;42;50;598;0.11187
PNG;2008;43;52;620;0.11175
PNG;2009;45;54;642;0.11162
PNG;2010;46;57;676;0.11324
PNG;2011;49;60;706;0.11438
PNG;2012;50;62;735;0.11431
PNG;2013;52;64;760;0.11354
PNG;2014;54;67;792;0.11354
PNG;2015;56;70;835;0.11447
PNG;2016;58;73;866;0.1141
PNG;2017;61;76;908;0.11471
PNG;2018;64;80;957;0.11557
PNG;2019;67;83;1000;0.11564
PRY;1990;55;34;240;0.08883
PRY;1991;55;34;244;0.08634
PRY;1992;59;38;268;0.09054
PRY;1993;61;40;285;0.09272
PRY;1994;64;42;303;0.09424
PRY;1995;62;45;326;0.09762
PRY;1996;57;48;353;0.10227
PRY;1997;54;49;373;0.10324
PRY;1998;52;50;401;0.10589
PRY;1999;52;53;434;0.10909
PRY;2000;52;55;451;0.11012
PRY;2001;53;55;461;0.10906
PRY;2002;53;56;478;0.10906
PRY;2003;55;58;505;0.11095
PRY;2004;58;60;531;0.11347
PRY;2005;61;60;543;0.11237
PRY;2006;64;61;561;0.11211
PRY;2007;67;61;571;0.10956
PRY;2008;71;61;590;0.10899
PRY;2009;76;64;628;0.1109
PRY;2010;80;67;655;0.11137
PRY;2011;84;66;664;0.10942
PRY;2012;88;67;679;0.10821
PRY;2013;93;70;709;0.10971
PRY;2014;96;71;719;0.10738
PRY;2015;101;75;752;0.10814
PRY;2016;108;81;802;0.11191
PRY;2017;111;84;826;0.11187
PRY;2018;114;87;851;0.11158
PRY;2019;117;90;881;0.11168
PER;1990;744;124;1837;0.12577
PER;1991;746;119;1764;0.11874
PER;1992;812;129;1934;0.12622
PER;1993;855;134;2017;0.12743
PER;1994;900;137;2070;0.12878
PER;1995;945;141;2151;0.13116
PER;1996;966;140;2128;0.12566
PER;1997;899;144;2091;0.126
PER;1998;849;148;2082;0.12614
PER;1999;669;150;1857;0.12173
PER;2000;677;154;1937;0.12299
PER;2001;654;154;1951;0.11934
PER;2002;642;156;2019;0.11897
PER;2003;635;161;2115;0.11986
PER;2004;618;163;2125;0.11546
PER;2005;613;166;2172;0.11336
PER;2006;607;170;2213;0.11052
PER;2007;596;173;2247;0.10676
PER;2008;610;182;2380;0.10798
PER;2009;669;206;2693;0.11782
PER;2010;699;217;2838;0.11944
PER;2011;715;223;2906;0.11765
PER;2012;729;228;2956;0.11526
PER;2013;747;232;3004;0.11261
PER;2014;758;234;3011;0.10864
PER;2015;777;237;3050;0.10602
PER;2016;800;242;3136;0.1051
PER;2017;824;248;3239;0.10457
PER;2018;849;254;3355;0.10408
PER;2019;874;260;3472;0.10358
PHL;1990;3151;805;6968;0.12146
PHL;1991;3241;827;7182;0.11999
PHL;1992;3323;871;7637;0.1218
PHL;1993;3447;912;8068;0.12335
PHL;1994;3562;952;8492;0.12463
PHL;1995;3656;984;8837;0.12511
PHL;1996;3748;1021;9240;0.12609
PHL;1997;3773;1035;9428;0.12427
PHL;1998;3776;1044;9566;0.12131
PHL;1999;3667;1013;9308;0.11429
PHL;2000;3628;1006;9291;0.11074
PHL;2001;3584;1007;9274;0.10815
PHL;2002;3542;1014;9251;0.10604
PHL;2003;3493;1010;9158;0.10268
PHL;2004;3485;1020;9150;0.10038
PHL;2005;3542;1049;9266;0.10035
PHL;2006;3607;1073;9287;0.0993
PHL;2007;3655;1087;9377;0.09828
PHL;2008;3763;1120;9680;0.09925
PHL;2009;3850;1142;9877;0.09905
PHL;2010;3956;1165;10071;0.09884
PHL;2011;4057;1194;10321;0.09916
PHL;2012;4180;1229;10690;0.10049
PHL;2013;4294;1265;11089;0.10166
PHL;2014;4426;1306;11473;0.1022
PHL;2015;4689;1357;11977;0.10364
PHL;2016;4782;1409;12450;0.10394
PHL;2017;4935;1452;12879;0.1039
PHL;2018;5091;1501;13407;0.10391
PHL;2019;5280;1549;13964;0.10397
POL;1990;3242;1127;20254;0.19405
POL;1991;3191;1198;21552;0.20059
POL;1992;3008;1189;21459;0.19784
POL;1993;2789;1165;21129;0.1933
POL;1994;2589;1187;21539;0.19405
POL;1995;2386;1247;22553;0.19731
POL;1996;2106;1237;22518;0.19496
POL;1997;1717;1278;23329;0.1972
POL;1998;1369;1300;23820;0.1972
POL;1999;1068;1357;24907;0.20131
POL;2000;955;1321;24607;0.1972
POL;2001;921;1336;24998;0.19619
POL;2002;911;1353;25305;0.19469
POL;2003;918;1386;25585;0.19369
POL;2004;940;1441;26319;0.19451
POL;2005;972;1471;26702;0.19351
POL;2006;1019;1523;27259;0.19342
POL;2007;1079;1566;27844;0.19339
POL;2008;1100;1594;27984;0.19094
POL;2009;1123;1618;28082;0.18891
POL;2010;1132;1628;27865;0.18369
POL;2011;1142;1653;28054;0.18177
POL;2012;1209;1708;28761;0.18266
POL;2013;1261;1729;28975;0.18057
POL;2014;1296;1732;28802;0.17679
POL;2015;1364;1813;29942;0.17952
POL;2016;1406;1812;30046;0.17699
POL;2017;1412;1806;30479;0.17603
POL;2018;1434;1808;30858;0.17577
POL;2019;1455;1810;31206;0.17521
PRT;1990;264;336;2821;0.16282
PRT;1991;292;343;2939;0.16409
PRT;1992;323;348;3010;0.16307
PRT;1993;356;352;3134;0.16405
PRT;1994;394;347;3118;0.16019
PRT;1995;435;355;3246;0.16112
PRT;1996;475;367;3375;0.16192
PRT;1997;500;369;3400;0.16032
PRT;1998;524;366;3502;0.15986
PRT;1999;557;370;3577;0.15956
PRT;2000;573;374;3616;0.15757
PRT;2001;597;380;3693;0.15596
PRT;2002;585;385;3820;0.15502
PRT;2003;602;382;3945;0.15425
PRT;2004;622;371;3963;0.15014
PRT;2005;648;367;4088;0.1492
PRT;2006;681;370;4189;0.14722
PRT;2007;711;393;4248;0.14667
PRT;2008;748;406;4314;0.14588
PRT;2009;792;418;4404;0.14514
PRT;2010;838;425;4469;0.14366
PRT;2011;882;431;4520;0.14193
PRT;2012;923;433;4573;0.1402
PRT;2013;961;435;4645;0.13816
PRT;2014;988;430;4620;0.13515
PRT;2015;1016;429;4601;0.13304
PRT;2016;1045;447;4706;0.13317
PRT;2017;1044;446;4706;0.13239
PRT;2018;1042;443;4679;0.13135
PRT;2019;1050;445;4709;0.1311
PRI;1990;255;113;622;0.12645
PRI;1991;249;112;637;0.12547
PRI;1992;239;109;656;0.125
PRI;1993;222;109;677;0.12545
PRI;1994;181;105;677;0.12236
PRI;1995;166;105;712;0.12515
PRI;1996;151;102;714;0.12368
PRI;1997;136;93;684;0.1172
PRI;1998;135;96;729;0.12111
PRI;1999;136;87;696;0.115
PRI;2000;137;86;699;0.11323
PRI;2001;144;91;721;0.11398
PRI;2002;143;87;688;0.10858
PRI;2003;149;88;701;0.10851
PRI;2004;152;90;722;0.10895
PRI;2005;157;90;734;0.10771
PRI;2006;161;88;737;0.10513
PRI;2007;166;87;749;0.10507
PRI;2008;172;87;757;0.10461
PRI;2009;179;90;792;0.10612
PRI;2010;177;86;766;0.10155
PRI;2011;191;91;814;0.10545
PRI;2012;188;87;784;0.09968
PRI;2013;195;90;803;0.1007
PRI;2014;193;87;791;0.09814
PRI;2015;191;87;769;0.09371
PRI;2016;199;89;786;0.09564
PRI;2017;196;92;810;0.09612
PRI;2018;195;94;831;0.09655
PRI;2019;195;95;845;0.09613
QAT;1990;14;1;17;0.13805
QAT;1991;15;2;18;0.14161
QAT;1992;16;2;19;0.14415
QAT;1993;17;2;20;0.14508
QAT;1994;17;2;19;0.12943
QAT;1995;17;2;20;0.12088
QAT;1996;19;2;23;0.13856
QAT;1997;20;2;26;0.14958
QAT;1998;21;2;28;0.15218
QAT;1999;22;2;29;0.1496
QAT;2000;23;2;29;0.1428
QAT;2001;24;2;31;0.14119
QAT;2002;25;3;34;0.1449
QAT;2003;27;3;37;0.14557
QAT;2004;28;3;39;0.14099
QAT;2005;30;3;42;0.14268
QAT;2006;32;4;46;0.15119
QAT;2007;36;4;50;0.15933
QAT;2008;39;4;56;0.16041
QAT;2009;42;5;61;0.15817
QAT;2010;46;5;66;0.1559
QAT;2011;49;5;69;0.15334
QAT;2012;52;6;74;0.15054
QAT;2013;56;6;79;0.14871
QAT;2014;61;6;83;0.15052
QAT;2015;65;7;87;0.15707
QAT;2016;71;7;92;0.15623
QAT;2017;77;7;98;0.15319
QAT;2018;83;8;108;0.14756
QAT;2019;91;9;119;0.14439
ROU;1990;504;609;7319;0.12743
ROU;1991;507;618;7398;0.12736
ROU;1992;522;667;7969;0.1327
ROU;1993;523;687;8176;0.1343
ROU;1994;526;712;8427;0.13658
ROU;1995;538;753;8898;0.14138
ROU;1996;552;803;9335;0.14663
ROU;1997;550;824;9533;0.14746
ROU;1998;530;794;9104;0.14239
ROU;1999;501;752;8650;0.13662
ROU;2000;519;758;8674;0.13562
ROU;2001;530;836;9122;0.1406
ROU;2002;557;890;9408;0.1441
ROU;2003;587;917;9485;0.14486
ROU;2004;620;933;9380;0.14272
ROU;2005;666;959;9432;0.14352
ROU;2006;719;976;9458;0.1428
ROU;2007;771;998;9537;0.1422
ROU;2008;845;1061;10031;0.14601
ROU;2009;911;1110;10382;0.14907
ROU;2010;957;1131;10530;0.14975
ROU;2011;956;1079;10147;0.14444
ROU;2012;1016;1108;10470;0.14722
ROU;2013;1027;1078;10270;0.14363
ROU;2014;1103;1129;10861;0.14964
ROU;2015;1121;1117;10878;0.1492
ROU;2016;1136;1127;11027;0.15012
ROU;2017;1136;1134;11066;0.15019
ROU;2018;1122;1131;11079;0.14926
ROU;2019;1112;1122;11014;0.14834
RUS;1990;3101;4502;60580;0.15349
RUS;1991;3176;4611;60737;0.15253
RUS;1992;3341;5056;64860;0.15897
RUS;1993;3670;6019;75400;0.17963
RUS;1994;3838;6513;79591;0.18874
RUS;1995;3710;6085;73193;0.17708
RUS;1996;3568;5614;66405;0.16389
RUS;1997;3482;5237;61011;0.15305
RUS;1998;3484;5149;58524;0.14856
RUS;1999;3659;5590;61452;0.15536
RUS;2000;3772;5834;62886;0.15834
RUS;2001;3806;5878;61679;0.15713
RUS;2002;3976;5991;61783;0.15791
RUS;2003;4163;6077;61454;0.15882
RUS;2004;4288;5951;59033;0.15449
RUS;2005;4630;6264;61540;0.15988
RUS;2006;4720;5821;56748;0.14952
RUS;2007;5011;5667;55037;0.14443
RUS;2008;5391;5887;56609;0.1471
RUS;2009;5570;5759;54810;0.14338
RUS;2010;5907;5994;56726;0.14618
RUS;2011;6025;5758;53918;0.13923
RUS;2012;6271;5757;53543;0.13726
RUS;2013;6520;5803;53435;0.13602
RUS;2014;6824;6074;55304;0.13863
RUS;2015;6945;6141;55863;0.13773
RUS;2016;6990;6226;55920;0.13586
RUS;2017;6716;5831;53104;0.12931
RUS;2018;6726;5780;52995;0.12795
RUS;2019;6826;5853;54140;0.12845
RWA;1990;162;89;268;0.14627
RWA;1991;172;94;279;0.1496
RWA;1992;166;89;266;0.15184
RWA;1993;147;76;231;0.15338
RWA;1994;145;73;217;0.15648
RWA;1995;156;80;225;0.15854
RWA;1996;175;90;247;0.15768
RWA;1997;185;96;257;0.15545
RWA;1998;185;96;257;0.15291
RWA;1999;179;94;251;0.14694
RWA;2000;174;91;244;0.13967
RWA;2001;170;88;239;0.13247
RWA;2002;166;89;241;0.12937
RWA;2003;170;89;244;0.12655
RWA;2004;174;90;249;0.12434
RWA;2005;177;91;252;0.12098
RWA;2006;182;92;259;0.11784
RWA;2007;184;94;268;0.11609
RWA;2008;189;96;279;0.11497
RWA;2009;193;98;288;0.11326
RWA;2010;201;102;302;0.11304
RWA;2011;210;106;317;0.11287
RWA;2012;218;111;336;0.11338
RWA;2013;226;115;352;0.11343
RWA;2014;236;120;370;0.11413
RWA;2015;244;125;389;0.11459
RWA;2016;253;130;410;0.11447
RWA;2017;262;136;432;0.11479
RWA;2018;275;144;461;0.11645
RWA;2019;286;151;488;0.11741
KNA;1990;5;1;5;0.20536
KNA;1991;4;1;4;0.18305
KNA;1992;4;1;4;0.17847
KNA;1993;4;1;4;0.17381
KNA;1994;4;1;4;0.17546
KNA;1995;4;1;4;0.17749
KNA;1996;3;1;4;0.17569
KNA;1997;3;1;4;0.17323
KNA;1998;2;1;4;0.17274
KNA;1999;2;1;4;0.17032
KNA;2000;2;1;4;0.16784
KNA;2001;2;1;4;0.16452
KNA;2002;2;1;4;0.1637
KNA;2003;2;1;4;0.16186
KNA;2004;1;1;4;0.16207
KNA;2005;1;1;4;0.16229
KNA;2006;1;1;5;0.16384
KNA;2007;1;1;5;0.16486
KNA;2008;1;1;4;0.15795
KNA;2009;1;1;4;0.15664
KNA;2010;1;1;5;0.1565
KNA;2011;2;1;5;0.15612
KNA;2012;2;1;5;0.15657
KNA;2013;2;1;5;0.15709
KNA;2014;2;1;5;0.15767
KNA;2015;2;1;5;0.15816
KNA;2016;2;1;6;0.15831
KNA;2017;2;1;6;0.15879
KNA;2018;2;1;6;0.16004
KNA;2019;2;2;7;0.16567
LCA;1990;6;3;12;0.17064
LCA;1991;6;3;13;0.17076
LCA;1992;6;3;13;0.17178
LCA;1993;5;3;13;0.17028
LCA;1994;5;3;13;0.16658
LCA;1995;5;3;13;0.16492
LCA;1996;4;3;13;0.16232
LCA;1997;4;3;13;0.15756
LCA;1998;3;3;13;0.15349
LCA;1999;3;3;13;0.15122
LCA;2000;3;3;14;0.15002
LCA;2001;3;3;14;0.15024
LCA;2002;3;3;15;0.14989
LCA;2003;3;3;15;0.14744
LCA;2004;3;4;16;0.14578
LCA;2005;3;4;16;0.14192
LCA;2006;3;4;16;0.13989
LCA;2007;3;4;16;0.13572
LCA;2008;3;4;17;0.13447
LCA;2009;3;4;17;0.13159
LCA;2010;3;4;17;0.1279
LCA;2011;3;4;17;0.12741
LCA;2012;3;4;18;0.12874
LCA;2013;4;5;20;0.13211
LCA;2014;4;5;21;0.1346
LCA;2015;4;5;22;0.13529
LCA;2016;4;5;24;0.14347
LCA;2017;4;6;25;0.14475
LCA;2018;5;6;26;0.14571
LCA;2019;5;6;26;0.14565
VCT;1990;6;3;7;0.15488
VCT;1991;5;3;7;0.15586
VCT;1992;5;3;7;0.15771
VCT;1993;5;3;7;0.15839
VCT;1994;4;3;7;0.158
VCT;1995;4;3;7;0.15413
VCT;1996;4;3;8;0.15585
VCT;1997;3;3;7;0.15282
VCT;1998;3;3;8;0.15245
VCT;1999;3;3;8;0.15451
VCT;2000;3;3;8;0.15517
VCT;2001;3;3;8;0.1502
VCT;2002;3;3;8;0.14941
VCT;2003;3;3;8;0.14756
VCT;2004;3;3;9;0.14475
VCT;2005;2;3;8;0.14045
VCT;2006;2;3;9;0.13945
VCT;2007;3;3;9;0.13809
VCT;2008;3;3;9;0.14224
VCT;2009;3;4;10;0.14451
VCT;2010;3;4;10;0.14687
VCT;2011;3;4;10;0.14911
VCT;2012;3;4;11;0.15233
VCT;2013;3;4;12;0.15594
VCT;2014;4;5;12;0.15872
VCT;2015;4;5;13;0.16123
VCT;2016;4;5;13;0.16094
VCT;2017;4;5;13;0.16118
VCT;2018;4;5;14;0.16118
VCT;2019;4;5;14;0.16106
WSM;1990;6;1;10;0.11475
WSM;1991;6;1;10;0.11516
WSM;1992;6;1;11;0.11514
WSM;1993;6;1;11;0.11437
WSM;1994;6;1;11;0.11382
WSM;1995;6;1;11;0.11371
WSM;1996;6;1;11;0.11306
WSM;1997;6;1;11;0.11201
WSM;1998;6;1;11;0.11101
WSM;1999;6;1;12;0.11071
WSM;2000;6;1;12;0.11019
WSM;2001;6;2;12;0.10953
WSM;2002;6;2;12;0.109
WSM;2003;6;2;13;0.10864
WSM;2004;6;2;13;0.10823
WSM;2005;6;2;13;0.1079
WSM;2006;6;2;13;0.10782
WSM;2007;6;2;13;0.10769
WSM;2008;6;2;14;0.10763
WSM;2009;6;2;14;0.10749
WSM;2010;7;2;14;0.1071
WSM;2011;7;2;14;0.10716
WSM;2012;7;2;14;0.10702
WSM;2013;7;2;14;0.10625
WSM;2014;7;2;15;0.106
WSM;2015;7;2;15;0.10643
WSM;2016;7;2;15;0.10666
WSM;2017;7;2;16;0.10686
