c_id;date;liverc_amount;liporalc_amount;lungc_amount;total_percent
MDG;2015;248;197;579;0.09478
MDG;2016;257;204;603;0.09474
MDG;2017;267;212;630;0.09501
MDG;2018;278;221;661;0.09556
MDG;2019;289;230;690;0.09558
MWI;1990;166;67;213;0.12348
MWI;1991;177;69;219;0.12309
MWI;1992;188;70;224;0.12295
MWI;1993;197;71;229;0.12276
MWI;1994;206;73;235;0.12383
MWI;1995;216;75;242;0.1246
MWI;1996;229;77;249;0.12504
MWI;1997;222;79;258;0.12677
MWI;1998;218;82;268;0.12989
MWI;1999;216;83;273;0.13188
MWI;2000;211;84;278;0.13315
MWI;2001;204;83;279;0.1324
MWI;2002;192;84;284;0.13329
MWI;2003;189;85;289;0.1345
MWI;2004;185;86;296;0.13488
MWI;2005;185;86;300;0.13379
MWI;2006;179;87;301;0.13149
MWI;2007;175;89;304;0.12946
MWI;2008;174;91;309;0.12838
MWI;2009;181;94;319;0.1287
MWI;2010;190;98;332;0.13004
MWI;2011;201;101;342;0.13048
MWI;2012;204;104;350;0.12953
MWI;2013;210;106;358;0.12855
MWI;2014;215;109;367;0.12744
MWI;2015;221;113;378;0.12699
MWI;2016;225;117;390;0.1265
MWI;2017;230;121;402;0.12602
MWI;2018;237;125;417;0.12661
MWI;2019;243;130;432;0.1268
MYS;1990;532;267;1562;0.11894
MYS;1991;553;272;1617;0.11763
MYS;1992;579;278;1688;0.11784
MYS;1993;613;287;1782;0.11988
MYS;1994;656;298;1913;0.12501
MYS;1995;704;314;2088;0.13052
MYS;1996;729;316;2179;0.12733
MYS;1997;757;318;2269;0.12467
MYS;1998;781;318;2342;0.12136
MYS;1999;851;346;2666;0.12957
MYS;2000;869;335;2685;0.12426
MYS;2001;917;335;2778;0.12385
MYS;2002;966;338;2892;0.12543
MYS;2003;1021;347;3068;0.1257
MYS;2004;1066;350;3169;0.12299
MYS;2005;1118;352;3271;0.12172
MYS;2006;1183;359;3420;0.12107
MYS;2007;1241;367;3565;0.12016
MYS;2008;1316;384;3783;0.12162
MYS;2009;1370;401;3949;0.12229
MYS;2010;1362;406;3987;0.11881
MYS;2011;1388;418;4083;0.11644
MYS;2012;1466;436;4183;0.11653
MYS;2013;1495;449;4166;0.11349
MYS;2014;1541;483;4355;0.11539
MYS;2015;1562;514;4485;0.11609
MYS;2016;1578;553;4674;0.11797
MYS;2017;1593;589;4821;0.11907
MYS;2018;1614;625;4975;0.12016
MYS;2019;1628;670;5221;0.12296
MDV;1990;6;3;11;0.10468
MDV;1991;6;3;12;0.10619
MDV;1992;6;3;13;0.10708
MDV;1993;7;3;13;0.10557
MDV;1994;7;3;13;0.10233
MDV;1995;7;4;14;0.10198
MDV;1996;7;4;14;0.1033
MDV;1997;7;4;15;0.10242
MDV;1998;7;4;15;0.09797
MDV;1999;7;4;15;0.09419
MDV;2000;7;4;15;0.09319
MDV;2001;8;4;16;0.0921
MDV;2002;8;4;16;0.08752
MDV;2003;8;4;16;0.08528
MDV;2004;9;4;16;0.08284
MDV;2005;9;4;16;0.08058
MDV;2006;9;5;16;0.07936
MDV;2007;10;5;17;0.07826
MDV;2008;10;5;18;0.07753
MDV;2009;11;5;18;0.07671
MDV;2010;11;5;19;0.07594
MDV;2011;12;5;19;0.07521
MDV;2012;12;6;20;0.0745
MDV;2013;13;6;20;0.07396
MDV;2014;13;6;21;0.07337
MDV;2015;14;6;22;0.07271
MDV;2016;14;6;23;0.0729
MDV;2017;15;7;24;0.07323
MDV;2018;16;7;25;0.07391
MDV;2019;16;8;27;0.07445
MLI;1990;711;44;263;0.10789
MLI;1991;728;45;266;0.10756
MLI;1992;753;46;273;0.10809
MLI;1993;772;47;280;0.1084
MLI;1994;791;49;288;0.10897
MLI;1995;814;50;296;0.10972
MLI;1996;827;51;301;0.10927
MLI;1997;838;51;306;0.10849
MLI;1998;835;52;310;0.10732
MLI;1999;839;52;316;0.10626
MLI;2000;846;53;324;0.10619
MLI;2001;834;54;333;0.10516
MLI;2002;847;55;345;0.10558
MLI;2003;860;57;356;0.10514
MLI;2004;873;58;369;0.1051
MLI;2005;889;60;380;0.10492
MLI;2006;906;62;392;0.10464
MLI;2007;938;64;409;0.10506
MLI;2008;964;67;423;0.10525
MLI;2009;992;70;440;0.10552
MLI;2010;1032;72;454;0.10556
MLI;2011;1054;74;466;0.10489
MLI;2012;1076;76;478;0.10431
MLI;2013;1106;78;490;0.10398
MLI;2014;1140;81;507;0.10362
MLI;2015;1184;84;529;0.10434
MLI;2016;1252;89;557;0.10601
MLI;2017;1309;93;582;0.10678
MLI;2018;1341;96;601;0.10644
MLI;2019;1372;99;618;0.10565
MLT;1990;7;7;116;0.14648
MLT;1991;7;7;116;0.14412
MLT;1992;8;7;117;0.14268
MLT;1993;8;7;118;0.1416
MLT;1994;8;7;118;0.13847
MLT;1995;9;7;122;0.13835
MLT;1996;10;7;127;0.13745
MLT;1997;10;8;129;0.13669
MLT;1998;10;8;127;0.13437
MLT;1999;11;8;130;0.1339
MLT;2000;11;8;133;0.13361
MLT;2001;12;8;136;0.13293
MLT;2002;13;8;141;0.13276
MLT;2003;13;8;142;0.13169
MLT;2004;13;8;144;0.12949
MLT;2005;14;8;148;0.12664
MLT;2006;14;8;148;0.12453
MLT;2007;15;8;154;0.12424
MLT;2008;15;9;159;0.12388
MLT;2009;16;9;164;0.12289
MLT;2010;17;9;170;0.12166
MLT;2011;17;9;174;0.12048
MLT;2012;18;9;178;0.11937
MLT;2013;18;9;180;0.11757
MLT;2014;19;9;184;0.11588
MLT;2015;19;9;180;0.11172
MLT;2016;19;10;184;0.11118
MLT;2017;20;10;187;0.11037
MLT;2018;20;10;190;0.10963
MLT;2019;20;10;194;0.10892
MHL;1990;2;0;5;0.15329
MHL;1991;2;0;5;0.15569
MHL;1992;2;0;5;0.1579
MHL;1993;2;0;5;0.15743
MHL;1994;2;0;4;0.14806
MHL;1995;2;0;5;0.15064
MHL;1996;2;0;5;0.15228
MHL;1997;2;0;5;0.15412
MHL;1998;2;0;5;0.15494
MHL;1999;2;0;5;0.1558
MHL;2000;2;0;5;0.15718
MHL;2001;2;0;5;0.15893
MHL;2002;3;0;6;0.16056
MHL;2003;3;0;6;0.16165
MHL;2004;3;0;6;0.16238
MHL;2005;3;1;6;0.16309
MHL;2006;3;1;6;0.16442
MHL;2007;3;1;7;0.16446
MHL;2008;3;1;7;0.16442
MHL;2009;3;1;7;0.16433
MHL;2010;3;1;7;0.16442
MHL;2011;3;1;8;0.16423
MHL;2012;3;1;8;0.1639
MHL;2013;3;1;8;0.16356
MHL;2014;3;1;8;0.16327
MHL;2015;3;1;9;0.16327
MHL;2016;3;1;9;0.16319
MHL;2017;4;1;9;0.16329
MHL;2018;4;1;10;0.16331
MHL;2019;4;1;10;0.16318
MRT;1990;75;14;111;0.11423
MRT;1991;75;14;111;0.11237
MRT;1992;76;14;112;0.11154
MRT;1993;77;15;114;0.11072
MRT;1994;75;15;112;0.10748
MRT;1995;74;15;110;0.10481
MRT;1996;74;15;111;0.10405
MRT;1997;73;15;112;0.10267
MRT;1998;73;15;114;0.10241
MRT;1999;70;15;112;0.09989
MRT;2000;69;16;115;0.10009
MRT;2001;70;16;120;0.10101
MRT;2002;70;16;124;0.10136
MRT;2003;70;16;127;0.10053
MRT;2004;72;17;134;0.1024
MRT;2005;71;17;138;0.1026
MRT;2006;74;18;146;0.10458
MRT;2007;73;19;149;0.10325
MRT;2008;74;19;153;0.10254
MRT;2009;77;20;162;0.10495
MRT;2010;77;20;166;0.10431
MRT;2011;79;21;173;0.10486
MRT;2012;82;22;183;0.10685
MRT;2013;84;23;191;0.10737
MRT;2014;83;23;192;0.10459
MRT;2015;84;24;199;0.10443
MRT;2016;84;24;202;0.10287
MRT;2017;87;25;213;0.10453
MRT;2018;89;26;218;0.10387
MRT;2019;90;26;225;0.10362
MUS;1990;14;16;108;0.09232
MUS;1991;12;16;109;0.09051
MUS;1992;12;16;110;0.0926
MUS;1993;12;17;115;0.09315
MUS;1994;11;17;116;0.09372
MUS;1995;12;19;118;0.09143
MUS;1996;12;20;119;0.09052
MUS;1997;13;21;124;0.09235
MUS;1998;13;22;123;0.09041
MUS;1999;13;24;125;0.09091
MUS;2000;14;25;125;0.09135
MUS;2001;14;25;134;0.09292
MUS;2002;16;27;141;0.09333
MUS;2003;16;28;143;0.09448
MUS;2004;17;29;142;0.09304
MUS;2005;18;30;145;0.093
MUS;2006;19;29;145;0.09193
MUS;2007;21;30;144;0.08927
MUS;2008;23;33;153;0.09101
MUS;2009;25;34;160;0.09141
MUS;2010;26;34;157;0.08992
MUS;2011;27;35;160;0.08768
MUS;2012;28;36;163;0.08819
MUS;2013;29;37;169;0.08761
MUS;2014;30;36;176;0.08881
MUS;2015;32;38;181;0.0891
MUS;2016;33;39;188;0.08962
MUS;2017;33;41;192;0.09134
MUS;2018;33;42;202;0.09106
MUS;2019;34;43;209;0.09033
MEX;1990;1010;457;6046;0.10821
MEX;1991;1044;463;6150;0.10667
MEX;1992;1114;475;6322;0.10622
MEX;1993;1164;493;6529;0.10627
MEX;1994;1216;511;6747;0.1061
MEX;1995;1294;524;6928;0.10675
MEX;1996;1379;538;7062;0.1063
MEX;1997;1498;556;7265;0.10593
MEX;1998;1619;571;7385;0.10496
MEX;1999;1726;578;7391;0.10274
MEX;2000;1781;585;7371;0.10031
MEX;2001;1866;602;7394;0.09859
MEX;2002;1997;631;7625;0.09876
MEX;2003;2112;657;7786;0.0985
MEX;2004;2180;667;7760;0.09629
MEX;2005;2292;699;7973;0.09653
MEX;2006;2372;703;7913;0.09413
MEX;2007;2462;708;7866;0.09231
MEX;2008;2635;750;8248;0.09384
MEX;2009;2786;786;8413;0.0946
MEX;2010;2859;795;8343;0.09199
MEX;2011;2973;803;8335;0.09007
MEX;2012;3119;833;8414;0.08968
MEX;2013;3329;887;8847;0.09167
MEX;2014;3451;919;8991;0.09165
MEX;2015;3582;939;9123;0.09089
MEX;2016;3718;967;9332;0.09063
MEX;2017;3904;1022;9911;0.092
MEX;2018;4013;1059;10372;0.09193
MEX;2019;4183;1109;11002;0.09274
FSM;1990;5;1;13;0.15768
FSM;1991;6;1;13;0.15874
FSM;1992;6;1;14;0.15944
FSM;1993;6;1;14;0.15977
FSM;1994;6;1;14;0.16015
FSM;1995;6;1;14;0.16048
FSM;1996;6;1;14;0.16066
FSM;1997;6;1;14;0.1605
FSM;1998;6;1;15;0.16004
FSM;1999;6;1;15;0.15956
FSM;2000;6;1;15;0.15941
FSM;2001;6;1;15;0.15983
FSM;2002;6;1;15;0.15984
FSM;2003;6;1;15;0.16002
FSM;2004;6;1;15;0.16042
FSM;2005;6;1;16;0.16069
FSM;2006;6;1;16;0.16143
FSM;2007;6;1;16;0.16207
FSM;2008;6;1;17;0.16286
FSM;2009;6;1;17;0.16343
FSM;2010;6;1;17;0.16403
FSM;2011;6;1;18;0.16421
FSM;2012;7;1;18;0.16428
FSM;2013;7;1;18;0.16464
FSM;2014;7;1;19;0.16529
FSM;2015;7;1;19;0.16615
FSM;2016;7;2;20;0.16666
FSM;2017;7;2;21;0.16739
FSM;2018;8;2;21;0.16821
FSM;2019;8;2;22;0.16885
MDA;1990;74;128;1374;0.14024
MDA;1991;97;140;1330;0.14285
MDA;1992;106;135;1187;0.13292
MDA;1993;118;141;1158;0.13292
MDA;1994;142;167;1270;0.14356
MDA;1995;169;174;1246;0.14258
MDA;1996;208;164;1126;0.13179
MDA;1997;226;147;987;0.11794
MDA;1998;244;138;909;0.11141
MDA;1999;263;139;897;0.11087
MDA;2000;278;138;892;0.11066
MDA;2001;285;136;882;0.10963
MDA;2002;296;134;894;0.1121
MDA;2003;291;137;923;0.11479
MDA;2004;284;132;935;0.11558
MDA;2005;270;139;1013;0.12219
MDA;2006;235;130;999;0.12144
MDA;2007;180;125;1010;0.12237
MDA;2008;159;128;1021;0.12312
MDA;2009;148;129;1048;0.12543
MDA;2010;144;134;1113;0.1299
MDA;2011;134;122;1018;0.11926
MDA;2012;131;126;1041;0.12016
MDA;2013;130;125;1022;0.11796
MDA;2014;133;136;1088;0.12331
MDA;2015;137;143;1150;0.12776
MDA;2016;138;144;1132;0.12401
MDA;2017;134;136;1056;0.11594
MDA;2018;137;132;1051;0.11272
MDA;2019;138;129;1033;0.11002
MCO;1990;2;0;29;0.19989
MCO;1991;2;0;30;0.19947
MCO;1992;2;0;30;0.19924
MCO;1993;2;1;31;0.19968
MCO;1994;2;1;32;0.2006
MCO;1995;3;1;33;0.20231
MCO;1996;3;1;34;0.2049
MCO;1997;3;1;36;0.20872
MCO;1998;4;1;39;0.21469
MCO;1999;4;1;43;0.22261
MCO;2000;5;1;47;0.23106
MCO;2001;6;1;50;0.23669
MCO;2002;6;1;52;0.23985
MCO;2003;6;1;54;0.24205
MCO;2004;6;1;55;0.24352
MCO;2005;7;1;55;0.24445
MCO;2006;7;1;56;0.24526
MCO;2007;7;1;56;0.24545
MCO;2008;7;1;57;0.24553
MCO;2009;7;1;58;0.24582
MCO;2010;7;1;58;0.24563
MCO;2011;7;1;58;0.24502
MCO;2012;7;1;59;0.24483
MCO;2013;7;1;59;0.24452
MCO;2014;7;1;59;0.24286
MCO;2015;7;1;59;0.24086
MCO;2016;7;1;59;0.23885
MCO;2017;7;1;59;0.23679
MCO;2018;7;1;60;0.23512
MCO;2019;7;1;60;0.23333
MNG;1990;693;50;427;0.28255
MNG;1991;713;52;441;0.28783
MNG;1992;719;53;448;0.29156
MNG;1993;731;55;456;0.29337
MNG;1994;741;56;464;0.29692
MNG;1995;760;57;477;0.30633
MNG;1996;781;57;484;0.31044
MNG;1997;793;56;476;0.3085
MNG;1998;819;55;475;0.30685
MNG;1999;855;53;468;0.3074
MNG;2000;915;50;458;0.30918
MNG;2001;1005;46;457;0.31175
MNG;2002;1087;42;441;0.31046
MNG;2003;1177;39;427;0.30929
MNG;2004;1261;37;414;0.30686
MNG;2005;1348;35;410;0.30815
MNG;2006;1440;35;408;0.3086
MNG;2007;1521;34;406;0.3063
MNG;2008;1605;34;413;0.30542
MNG;2009;1705;35;430;0.30908
MNG;2010;1796;36;444;0.30997
MNG;2011;1854;38;464;0.30613
MNG;2012;1895;39;476;0.30028
MNG;2013;1941;40;491;0.29403
MNG;2014;1986;41;504;0.28703
MNG;2015;2048;43;526;0.28352
MNG;2016;2140;46;565;0.28574
MNG;2017;2209;48;597;0.28506
MNG;2018;2284;51;631;0.28351
MNG;2019;2365;54;672;0.28433
MNE;1990;39;13;291;0.15361
MNE;1991;39;13;288;0.14945
MNE;1992;41;13;295;0.14945
MNE;1993;43;13;314;0.15337
MNE;1994;45;14;328;0.15654
MNE;1995;47;14;339;0.15757
MNE;1996;49;14;351;0.15971
MNE;1997;51;15;370;0.16407
MNE;1998;52;15;379;0.16488
MNE;1999;52;15;383;0.1645
MNE;2000;53;15;394;0.16506
MNE;2001;54;16;413;0.16733
MNE;2002;56;16;431;0.16947
MNE;2003;58;17;449;0.1724
MNE;2004;59;17;461;0.17436
MNE;2005;61;18;474;0.17633
MNE;2006;60;18;479;0.17667
MNE;2007;60;18;482;0.17619
MNE;2008;60;18;485;0.17559
MNE;2009;60;18;488;0.17506
MNE;2010;60;19;488;0.1732
MNE;2011;60;19;493;0.17301
MNE;2012;60;19;492;0.17156
MNE;2013;60;19;501;0.17241
MNE;2014;61;19;510;0.17368
MNE;2015;61;20;515;0.17408
MNE;2016;60;20;524;0.17425
MNE;2017;60;20;531;0.17423
MNE;2018;60;20;529;0.17199
MNE;2019;60;20;531;0.17012
MAR;1990;258;159;2045;0.07862
MAR;1991;268;165;2128;0.0791
MAR;1992;284;172;2248;0.08093
MAR;1993;294;179;2352;0.08187
MAR;1994;301;183;2386;0.08137
MAR;1995;310;187;2442;0.08137
MAR;1996;316;191;2492;0.08095
MAR;1997;325;197;2553;0.08111
MAR;1998;337;201;2621;0.08111
MAR;1999;347;207;2702;0.08195
MAR;2000;343;209;2704;0.07973
MAR;2001;343;214;2759;0.07878
MAR;2002;347;219;2784;0.07847
MAR;2003;359;227;2911;0.07977
MAR;2004;366;234;3000;0.07994
MAR;2005;375;242;3091;0.08037
MAR;2006;386;250;3191;0.08089
MAR;2007;399;258;3295;0.08166
MAR;2008;413;266;3397;0.08196
MAR;2009;427;273;3509;0.08227
MAR;2010;440;281;3619;0.08254
MAR;2011;454;289;3738;0.08264
MAR;2012;473;298;3884;0.08318
MAR;2013;532;319;4278;0.08858
MAR;2014;549;327;4422;0.0888
MAR;2015;567;336;4575;0.08909
MAR;2016;586;345;4750;0.08936
MAR;2017;608;356;4937;0.08977
MAR;2018;631;368;5142;0.09026
MAR;2019;652;379;5337;0.09039
MOZ;1990;139;70;326;0.08935
MOZ;1991;143;70;330;0.08888
MOZ;1992;149;72;337;0.08906
MOZ;1993;157;74;347;0.08931
MOZ;1994;167;75;353;0.08911
MOZ;1995;176;77;360;0.08895
MOZ;1996;186;79;370;0.08938
MOZ;1997;198;81;384;0.09043
MOZ;1998;210;84;399;0.0913
MOZ;1999;223;88;415;0.09206
MOZ;2000;235;92;434;0.09304
MOZ;2001;236;94;443;0.09166
MOZ;2002;238;97;463;0.09232
MOZ;2003;243;102;481;0.09261
MOZ;2004;250;107;507;0.09411
MOZ;2005;258;113;534;0.09605
MOZ;2006;269;119;561;0.09821
MOZ;2007;281;125;586;0.09996
MOZ;2008;298;132;619;0.10283
MOZ;2009;314;139;648;0.10488
MOZ;2010;331;147;679;0.10758
MOZ;2011;344;154;710;0.10956
MOZ;2012;361;161;739;0.11151
MOZ;2013;378;167;766;0.11298
MOZ;2014;392;171;787;0.11365
MOZ;2015;405;175;808;0.11422
MOZ;2016;415;179;827;0.11398
MOZ;2017;427;183;850;0.11431
MOZ;2018;442;187;876;0.11448
MOZ;2019;459;191;900;0.11452
MMR;1990;679;553;5981;0.13656
MMR;1991;698;565;6099;0.13654
MMR;1992;715;576;6217;0.13632
MMR;1993;732;586;6337;0.13604
MMR;1994;749;597;6458;0.13566
MMR;1995;764;607;6583;0.13549
MMR;1996;779;618;6704;0.13509
MMR;1997;793;628;6810;0.13454
MMR;1998;807;638;6909;0.13399
MMR;1999;820;647;6998;0.13324
MMR;2000;889;659;7099;0.13209
MMR;2001;985;671;7209;0.13047
MMR;2002;1053;684;7300;0.12951
MMR;2003;1085;697;7396;0.12892
MMR;2004;1123;716;7584;0.129
MMR;2005;1148;727;7695;0.12806
MMR;2006;1179;741;7862;0.12759
MMR;2007;1204;749;7974;0.12592
MMR;2008;1224;755;8046;0.12417
MMR;2009;1256;766;8180;0.12291
MMR;2010;1285;774;8280;0.121
MMR;2011;1340;789;8455;0.11985
MMR;2012;1364;800;8579;0.11815
MMR;2013;1406;819;8788;0.11793
MMR;2014;1452;839;8992;0.11766
MMR;2015;1492;859;9244;0.1177
MMR;2016;1514;882;9531;0.11802
MMR;2017;1726;908;9863;0.11745
MMR;2018;1958;935;10246;0.11721
MMR;2019;1955;960;10614;0.11741
NAM;1990;14;29;48;0.08468
NAM;1991;15;30;49;0.08471
NAM;1992;16;31;51;0.08544
NAM;1993;17;32;53;0.08579
NAM;1994;18;34;55;0.08723
NAM;1995;19;35;57;0.08841
NAM;1996;21;37;59;0.08939
NAM;1997;23;39;61;0.09126
NAM;1998;25;41;63;0.09394
NAM;1999;27;43;66;0.09721
NAM;2000;29;46;69;0.10116
NAM;2001;31;48;70;0.10181
NAM;2002;32;50;72;0.10384
NAM;2003;34;52;74;0.10679
NAM;2004;34;52;75;0.10718
NAM;2005;35;53;76;0.10678
NAM;2006;34;53;76;0.10496
NAM;2007;35;54;77;0.10409
NAM;2008;36;55;78;0.10441
NAM;2009;36;56;80;0.10619
NAM;2010;38;58;83;0.10767
NAM;2011;39;58;84;0.1073
NAM;2012;41;59;87;0.10847
NAM;2013;43;62;91;0.11028
NAM;2014;44;64;95;0.11238
NAM;2015;45;67;98;0.11342
NAM;2016;47;69;102;0.11407
NAM;2017;48;71;105;0.11409
NAM;2018;49;73;108;0.11444
NAM;2019;49;75;111;0.11407
NRU;1990;0;0;1;0.18453
NRU;1991;0;0;1;0.18515
NRU;1992;0;0;1;0.186
NRU;1993;0;0;1;0.18535
NRU;1994;0;0;1;0.18637
NRU;1995;0;0;1;0.18881
NRU;1996;0;0;1;0.19112
NRU;1997;0;0;1;0.19347
NRU;1998;0;0;1;0.19478
NRU;1999;0;0;1;0.19576
NRU;2000;0;0;1;0.1964
NRU;2001;0;0;1;0.1985
NRU;2002;0;0;1;0.19877
NRU;2003;0;0;1;0.19824
NRU;2004;0;0;1;0.19762
NRU;2005;0;0;1;0.19696
NRU;2006;0;0;1;0.19644
NRU;2007;0;0;1;0.19591
NRU;2008;0;0;1;0.19499
NRU;2009;0;0;1;0.19431
NRU;2010;0;0;1;0.19263
NRU;2011;0;0;1;0.19084
NRU;2012;0;0;1;0.19001
NRU;2013;0;0;1;0.18892
NRU;2014;0;0;1;0.18778
NRU;2015;0;0;1;0.18698
NRU;2016;0;0;1;0.18628
NRU;2017;0;0;1;0.18601
NRU;2018;0;0;1;0.18576
NRU;2019;0;0;1;0.18535
NPL;1990;188;471;684;0.09298
NPL;1991;192;475;700;0.09215
NPL;1992;195;476;712;0.09108
NPL;1993;200;485;737;0.09087
NPL;1994;204;490;755;0.08989
NPL;1995;208;495;775;0.08901
NPL;1996;213;496;789;0.08756
NPL;1997;219;503;811;0.08675
NPL;1998;225;507;829;0.08581
NPL;1999;232;510;844;0.08501
NPL;2000;240;514;865;0.0844
NPL;2001;249;514;878;0.08353
NPL;2002;257;518;892;0.08287
NPL;2003;267;528;914;0.08266
NPL;2004;277;544;949;0.08305
NPL;2005;287;563;987;0.08372
NPL;2006;296;586;1030;0.0844
NPL;2007;305;610;1075;0.08513
NPL;2008;316;636;1120;0.08596
NPL;2009;327;665;1169;0.08694
NPL;2010;339;693;1225;0.088
NPL;2011;353;729;1294;0.08963
NPL;2012;370;764;1361;0.09135
NPL;2013;389;798;1429;0.09303
NPL;2014;408;829;1492;0.09448
NPL;2015;425;864;1561;0.09596
NPL;2016;441;894;1625;0.09689
NPL;2017;457;924;1691;0.09773
NPL;2018;474;958;1767;0.09871
NPL;2019;490;989;1837;0.09945
NLD;1990;275;268;9493;0.1831
NLD;1991;286;272;9548;0.18426
NLD;1992;298;281;9648;0.18438
NLD;1993;317;290;9896;0.18606
NLD;1994;333;295;9782;0.18327
NLD;1995;352;308;9802;0.18033
NLD;1996;363;314;9951;0.18237
NLD;1997;379;321;9899;0.18085
NLD;1998;395;332;9924;0.17985
NLD;1999;411;348;9936;0.17922
NLD;2000;418;366;9782;0.17521
NLD;2001;446;367;9668;0.17436
NLD;2002;476;372;9450;0.17175
NLD;2003;501;367;8622;0.16253
NLD;2004;512;384;9662;0.1682
NLD;2005;524;391;10086;0.16802
NLD;2006;551;393;10514;0.17002
NLD;2007;583;398;10903;0.16999
NLD;2008;615;410;11325;0.17098
NLD;2009;657;423;11673;0.17094
NLD;2010;692;437;11945;0.17054
NLD;2011;733;436;12031;0.17004
NLD;2012;779;443;12268;0.16995
NLD;2013;806;448;12390;0.16799
NLD;2014;842;448;12358;0.16536
NLD;2015;882;460;12568;0.16562
NLD;2016;918;467;12709;0.16569
NLD;2017;917;470;12772;0.16401
NLD;2018;927;474;12957;0.16343
NLD;2019;939;479;13163;0.16299
NZL;1990;82;67;1395;0.17411
NZL;1991;86;67;1400;0.17212
NZL;1992;89;67;1442;0.17194
NZL;1993;94;65;1448;0.17195
NZL;1994;99;64;1451;0.16922
NZL;1995;105;65;1484;0.16947
NZL;1996;110;65;1484;0.16765
NZL;1997;115;64;1467;0.16417
NZL;1998;119;64;1442;0.1605
NZL;1999;125;66;1462;0.15989
NZL;2000;131;67;1451;0.1566
NZL;2001;134;68;1450;0.15413
NZL;2002;142;68;1398;0.14776
NZL;2003;150;69;1493;0.15039
NZL;2004;158;69;1528;0.14993
NZL;2005;165;70;1525;0.14727
NZL;2006;176;72;1555;0.14606
NZL;2007;186;75;1617;0.14614
NZL;2008;195;76;1657;0.14525
NZL;2009;205;77;1687;0.1432
NZL;2010;215;78;1680;0.14082
NZL;2011;227;80;1721;0.14043
NZL;2012;236;82;1746;0.13912
NZL;2013;245;85;1769;0.13711
NZL;2014;255;88;1813;0.13695
NZL;2015;259;88;1813;0.13536
NZL;2016;260;88;1818;0.13301
NZL;2017;263;88;1839;0.13149
NZL;2018;275;92;1948;0.13454
NZL;2019;280;94;2002;0.13462
NIC;1990;51;13;118;0.08869
NIC;1991;56;14;131;0.09421
NIC;1992;57;15;135;0.09229
NIC;1993;57;15;142;0.09312
NIC;1994;58;16;149;0.09296
NIC;1995;67;18;167;0.10855
NIC;1996;67;19;177;0.11122
NIC;1997;63;19;175;0.10676
NIC;1998;62;18;177;0.10514
NIC;1999;60;19;185;0.10583
NIC;2000;62;19;189;0.10543
NIC;2001;66;20;195;0.10792
NIC;2002;70;21;206;0.11028
NIC;2003;74;22;218;0.11155
NIC;2004;77;23;227;0.11286
NIC;2005;82;24;242;0.11573
NIC;2006;83;24;238;0.11017
NIC;2007;88;26;254;0.11334
NIC;2008;94;27;266;0.11423
NIC;2009;100;27;274;0.11355
NIC;2010;106;28;278;0.11175
NIC;2011;115;29;291;0.11208
NIC;2012;125;30;300;0.11132
NIC;2013;132;31;306;0.11003
NIC;2014;139;32;314;0.10893
NIC;2015;148;32;316;0.10686
NIC;2016;155;34;332;0.10715
NIC;2017;163;35;339;0.10646
NIC;2018;169;36;356;0.10702
NIC;2019;172;38;371;0.10647
NER;1990;20;32;234;0.0836
NER;1991;21;32;234;0.08252
NER;1992;22;33;237;0.08243
NER;1993;22;35;242;0.08232
NER;1994;23;35;244;0.08159
NER;1995;24;37;248;0.08142
NER;1996;24;37;248;0.07984
NER;1997;25;39;254;0.07995
NER;1998;26;40;263;0.08005
NER;1999;27;42;272;0.08042
NER;2000;27;43;284;0.08137
NER;2001;28;45;300;0.08265
NER;2002;29;47;317;0.08414
NER;2003;30;49;337;0.08545
NER;2004;31;51;347;0.08533
NER;2005;32;53;363;0.08614
NER;2006;33;55;375;0.08624
NER;2007;34;57;390;0.08589
NER;2008;34;58;401;0.08525
NER;2009;35;60;417;0.08525
NER;2010;36;62;437;0.08529
NER;2011;37;65;457;0.08558
NER;2012;39;68;479;0.08612
NER;2013;40;71;505;0.08703
NER;2014;42;75;531;0.0875
NER;2015;44;78;567;0.08827
NER;2016;46;82;598;0.08892
NER;2017;49;87;631;0.08968
NER;2018;50;91;662;0.09005
NER;2019;51;93;682;0.0892
NGA;1990;1646;271;2817;0.07796
NGA;1991;1712;278;2879;0.0784
NGA;1992;1743;287;2958;0.07903
NGA;1993;1764;296;3032;0.07961
NGA;1994;1778;302;3092;0.07988
NGA;1995;1784;307;3135;0.07976
NGA;1996;1784;311;3180;0.07945
NGA;1997;1800;318;3246;0.07965
NGA;1998;1798;325;3325;0.08003
NGA;1999;1807;331;3401;0.08041
NGA;2000;1822;336;3483;0.08101
NGA;2001;1855;345;3589;0.08169
NGA;2002;1911;360;3743;0.08378
NGA;2003;1962;372;3888;0.08521
NGA;2004;1991;387;4067;0.08713
NGA;2005;2029;402;4182;0.08866
NGA;2006;2081;414;4308;0.09039
NGA;2007;2121;424;4436;0.0911
NGA;2008;2161;433;4564;0.09197
NGA;2009;2226;450;4742;0.09331
NGA;2010;2305;469;4932;0.09504
NGA;2011;2411;493;5145;0.09728
NGA;2012;2508;517;5378;0.09943
NGA;2013;2583;535;5518;0.10045
NGA;2014;2633;547;5617;0.10005
NGA;2015;2679;556;5774;0.09991
NGA;2016;2737;569;5863;0.09946
NGA;2017;2792;581;5971;0.09894
NGA;2018;2845;595;6094;0.09859
NGA;2019;2920;612;6238;0.09824
