c_id;date;percent_gdp
BDI;2017;7.9
BDI;2018;8.24
BDI;2019;7.99
KHM;2000;6.54
KHM;2001;7.01
KHM;2002;7.24
KHM;2003;6.95
KHM;2004;7.09
KHM;2005;6.85
KHM;2006;6.12
KHM;2007;4.9
KHM;2008;6.6
KHM;2009;7.58
KHM;2010;6.91
KHM;2011;7.5
KHM;2012;7.26
KHM;2013;7.1
KHM;2014;6.7
KHM;2015;6.19
KHM;2016;6.12
KHM;2017;5.73
KHM;2018;6.18
KHM;2019;6.99
CMR;2000;4.3
CMR;2001;4.1
CMR;2002;4.29
CMR;2003;4.27
CMR;2004;4.02
CMR;2005;4.1
CMR;2006;4.03
CMR;2007;3.96
CMR;2008;3.82
CMR;2009;3.74
CMR;2010;3.76
CMR;2011;4.02
CMR;2012;4.07
CMR;2013;3.78
CMR;2014;3.95
CMR;2015;3.75
CMR;2016;3.73
CMR;2017;3.49
CMR;2018;3.47
CMR;2019;3.6
CAN;2000;8.25
CAN;2001;8.62
CAN;2002;8.86
CAN;2003;9.01
CAN;2004;9.07
CAN;2005;9.04
CAN;2006;9.34
CAN;2007;9.45
CAN;2008;9.61
CAN;2009;10.72
CAN;2010;10.7
CAN;2011;10.4
CAN;2012;10.51
CAN;2013;10.41
CAN;2014;10.25
CAN;2015;10.73
CAN;2016;11.02
CAN;2017;10.84
CAN;2018;10.81
CAN;2019;10.84
CPV;2000;4.43
CPV;2001;4.75
CPV;2002;4.76
CPV;2003;4.5
CPV;2004;4.38
CPV;2005;4.27
CPV;2006;4.49
CPV;2007;4.19
CPV;2008;3.58
CPV;2009;3.88
CPV;2010;4.48
CPV;2011;4.31
CPV;2012;5.13
CPV;2013;5.29
CPV;2014;5.33
CPV;2015;4.82
CPV;2016;4.85
CPV;2017;5.28
CPV;2018;5.27
CPV;2019;4.94
CAF;2000;4.27
CAF;2001;3.96
CAF;2002;4.23
CAF;2003;4.4
CAF;2004;4.3
CAF;2005;4.37
CAF;2006;4.44
CAF;2007;4.72
CAF;2008;4.09
CAF;2009;4.82
CAF;2010;3.83
CAF;2011;3.87
CAF;2012;3.94
CAF;2013;4.95
CAF;2014;4.92
CAF;2015;5.03
CAF;2016;5.44
CAF;2017;6.67
CAF;2018;11
CAF;2019;7.75
TCD;2000;5.46
TCD;2001;5.29
TCD;2002;7.27
TCD;2003;5.51
TCD;2004;5.5
TCD;2005;4.84
TCD;2006;4.87
TCD;2007;4.34
TCD;2008;4.06
TCD;2009;4.44
TCD;2010;4.06
TCD;2011;3.91
TCD;2012;3.86
TCD;2013;4.07
TCD;2014;4.27
TCD;2015;4.52
TCD;2016;5.05
TCD;2017;4.56
TCD;2018;4.17
TCD;2019;4.35
CHL;2000;7.04
CHL;2001;7.15
CHL;2002;7.27
CHL;2003;7.33
CHL;2004;6.9
CHL;2005;6.59
CHL;2006;6.04
CHL;2007;6.18
CHL;2008;6.74
CHL;2009;7.21
CHL;2010;6.77
CHL;2011;6.77
CHL;2012;7.02
CHL;2013;7.44
CHL;2014;7.81
CHL;2015;8.3
CHL;2016;8.52
CHL;2017;9.07
CHL;2018;9.16
CHL;2019;9.33
CHN;2000;4.51
CHN;2001;4.25
CHN;2002;4.38
CHN;2003;4.42
CHN;2004;4.29
CHN;2005;4.18
CHN;2006;3.95
CHN;2007;3.67
CHN;2008;3.9
CHN;2009;4.35
CHN;2010;4.23
CHN;2011;4.34
CHN;2012;4.57
CHN;2013;4.71
CHN;2014;4.78
CHN;2015;4.94
CHN;2016;4.98
CHN;2017;5.07
CHN;2018;5.17
CHN;2019;5.35
COL;2000;5.64
COL;2001;5.94
COL;2002;5.73
COL;2003;5.78
COL;2004;5.8
COL;2005;6.07
COL;2006;6.34
COL;2007;6.49
COL;2008;6.84
COL;2009;7.31
COL;2010;7.07
COL;2011;6.78
COL;2012;6.75
COL;2013;7.02
COL;2014;7.19
COL;2015;7.52
COL;2016;7.53
COL;2017;7.68
COL;2018;7.63
COL;2019;7.71
COM;2000;7.51
COM;2001;6.65
COM;2002;6.68
COM;2003;6.65
COM;2004;6.58
COM;2005;6.13
COM;2006;5.77
COM;2007;5.42
COM;2008;5.07
COM;2009;4.93
COM;2010;4.99
COM;2011;5.3
COM;2012;5.17
COM;2013;5.09
COM;2014;5.23
COM;2015;4.6
COM;2016;4.65
COM;2017;5.27
COM;2018;4.9
COM;2019;5.17
COG;2000;1.51
COG;2001;2.19
COG;2002;1.7
COG;2003;1.92
COG;2004;1.92
COG;2005;1.72
COG;2006;1.71
COG;2007;1.9
COG;2008;2.24
COG;2009;2.14
COG;2010;1.85
COG;2011;1.75
COG;2012;1.91
COG;2013;1.94
COG;2014;1.97
COG;2015;2.46
COG;2016;2.79
COG;2017;2.52
COG;2018;1.94
COG;2019;2.08
COK;2000;2.95
COK;2001;3.21
COK;2002;3.41
COK;2003;3.11
COK;2004;3.32
COK;2005;3.82
COK;2006;3.38
COK;2007;3.69
COK;2008;3.42
COK;2009;3.5
COK;2010;3.68
COK;2011;3.58
COK;2012;3.17
COK;2013;3.39
COK;2014;3.29
COK;2015;2.7
COK;2016;3.23
COK;2017;2.96
COK;2018;2.88
COK;2019;3.07
CRI;2000;6.56
CRI;2001;6.47
CRI;2002;6.87
CRI;2003;6.97
CRI;2004;6.63
CRI;2005;6.66
CRI;2006;6.94
CRI;2007;7
CRI;2008;7.47
CRI;2009;7.86
CRI;2010;8.03
CRI;2011;8.12
CRI;2012;7.79
CRI;2013;7.68
CRI;2014;7.66
CRI;2015;7.59
CRI;2016;7.32
CRI;2017;7.05
CRI;2018;7.3
CRI;2019;7.27
CIV;2000;6.13
CIV;2001;6.02
CIV;2002;5.9
CIV;2003;5.48
CIV;2004;5.48
CIV;2005;5.01
CIV;2006;4.76
CIV;2007;4.55
CIV;2008;4.57
CIV;2009;4.47
CIV;2010;4.42
CIV;2011;4.4
CIV;2012;4.43
CIV;2013;3.72
CIV;2014;3.73
CIV;2015;3.22
CIV;2016;3.35
CIV;2017;3.31
CIV;2018;3.12
CIV;2019;3.3
HRV;2000;7.71
HRV;2001;7.23
HRV;2002;6.21
HRV;2003;6.36
HRV;2004;6.57
HRV;2005;6.91
HRV;2006;6.98
HRV;2007;7.48
HRV;2008;7.73
HRV;2009;8.18
HRV;2010;8.09
HRV;2011;7.77
HRV;2012;7.78
HRV;2013;6.52
HRV;2014;6.7
HRV;2015;6.79
HRV;2016;6.83
HRV;2017;6.76
HRV;2018;6.78
HRV;2019;6.98
CUB;2000;6.58
CUB;2001;6.98
CUB;2002;7.11
CUB;2003;7.1
CUB;2004;6.83
CUB;2005;8.76
CUB;2006;8.27
CUB;2007;10.97
CUB;2008;11.31
CUB;2009;12.29
CUB;2010;10.69
CUB;2011;11.31
CUB;2012;9.3
CUB;2013;10.43
CUB;2014;12.14
CUB;2015;12.81
CUB;2016;12.22
CUB;2017;11.71
CUB;2018;11.19
CUB;2019;11.34
CYP;2000;5.31
CYP;2001;5.34
CYP;2002;5.62
CYP;2003;5.64
CYP;2004;5.41
CYP;2005;5.44
CYP;2006;5.46
CYP;2007;5.36
CYP;2008;6.01
CYP;2009;6.47
CYP;2010;6.52
CYP;2011;6.45
CYP;2012;6.55
CYP;2013;6.95
CYP;2014;6.95
CYP;2015;6.75
CYP;2016;6.62
CYP;2017;6.6
CYP;2018;6.77
CYP;2019;7.01
CZE;2000;5.7
CZE;2001;5.86
CZE;2002;6.18
CZE;2003;6.52
CZE;2004;6.35
CZE;2005;6.34
CZE;2006;6.16
CZE;2007;5.99
CZE;2008;6.33
CZE;2009;7.25
CZE;2010;6.88
CZE;2011;6.93
CZE;2012;6.98
CZE;2013;7.72
CZE;2014;7.6
CZE;2015;7.2
CZE;2016;7.11
CZE;2017;7.14
CZE;2018;7.52
CZE;2019;7.83
COD;2000;1.55
COD;2001;2.71
COD;2002;2.65
COD;2003;3.82
COD;2004;4.42
COD;2005;4.25
COD;2006;4.39
COD;2007;4.34
COD;2008;4.99
COD;2009;4.55
COD;2010;3.86
COD;2011;3.26
COD;2012;3.3
COD;2013;3.57
COD;2014;3.98
COD;2015;3.97
COD;2016;4.37
COD;2017;4.16
COD;2018;3.3
COD;2019;3.54
DNK;2000;8.1
DNK;2001;8.45
DNK;2002;8.7
DNK;2003;8.9
DNK;2004;9.01
DNK;2005;9.09
DNK;2006;9.17
DNK;2007;9.33
DNK;2008;9.51
DNK;2009;10.67
DNK;2010;10.33
DNK;2011;10.15
DNK;2012;10.24
DNK;2013;10.17
DNK;2014;10.17
DNK;2015;10.23
DNK;2016;10.14
DNK;2017;10.04
DNK;2018;10.07
DNK;2019;9.96
DJI;2000;2.94
DJI;2001;2.81
DJI;2002;3.59
DJI;2003;3.98
DJI;2004;3.32
DJI;2005;3.22
DJI;2006;3.48
DJI;2007;3.41
DJI;2008;3.19
DJI;2009;3.21
DJI;2010;3.06
DJI;2011;3.38
DJI;2012;3.3
DJI;2013;2.92
DJI;2014;2.97
DJI;2015;3.08
DJI;2016;2.73
DJI;2017;2.46
DJI;2018;2.26
DJI;2019;1.8
DMA;2000;5.32
DMA;2001;4.65
DMA;2002;4.65
DMA;2003;4.85
DMA;2004;4.75
DMA;2005;4.98
DMA;2006;4.78
DMA;2007;4.79
DMA;2008;5.05
DMA;2009;4.98
DMA;2010;5.16
DMA;2011;5.33
DMA;2012;5.8
DMA;2013;5.31
DMA;2014;5.23
DMA;2015;5.16
DMA;2016;5.13
DMA;2017;5.45
DMA;2018;6.47
DMA;2019;5.46
DOM;2000;4.88
DOM;2001;4.88
DOM;2002;4.99
DOM;2003;4.39
DOM;2004;4.29
DOM;2005;4.35
DOM;2006;3.99
DOM;2007;4.21
DOM;2008;4.73
DOM;2009;5.09
DOM;2010;5.58
DOM;2011;5.67
DOM;2012;5.89
DOM;2013;5.76
DOM;2014;5.75
DOM;2015;5.78
DOM;2016;5.83
DOM;2017;5.83
DOM;2018;5.73
DOM;2019;5.93
ECU;2000;3.33
ECU;2001;3.75
ECU;2002;4.47
ECU;2003;5.44
ECU;2004;5.57
ECU;2005;5.59
ECU;2006;5.7
ECU;2007;5.34
ECU;2008;5.38
ECU;2009;5.7
ECU;2010;6.12
ECU;2011;6.48
ECU;2012;6.76
ECU;2013;6.8
ECU;2014;6.72
ECU;2015;7.49
ECU;2016;7.28
ECU;2017;7.43
ECU;2018;7.86
ECU;2019;7.82
EGY;2000;4.92
EGY;2001;5.4
EGY;2002;5.51
EGY;2003;5.22
EGY;2004;4.86
EGY;2005;4.92
EGY;2006;4.84
EGY;2007;4.44
EGY;2008;4.47
EGY;2009;4.38
EGY;2010;4.15
EGY;2011;4.36
EGY;2012;4.71
EGY;2013;4.92
EGY;2014;5.03
EGY;2015;5.34
EGY;2016;5.36
EGY;2017;5.63
EGY;2018;4.95
EGY;2019;4.74
SLV;2000;8.92
SLV;2001;8.82
SLV;2002;8.78
SLV;2003;8.41
SLV;2004;8.5
SLV;2005;8.44
SLV;2006;7.92
SLV;2007;7.64
SLV;2008;7.66
SLV;2009;8.4
SLV;2010;8.24
SLV;2011;8.14
SLV;2012;7.54
SLV;2013;7.72
SLV;2014;7.68
SLV;2015;7.63
SLV;2016;7.71
SLV;2017;7.21
SLV;2018;7.09
SLV;2019;7.17
GNQ;2000;2.15
GNQ;2001;2.2
GNQ;2002;2.35
GNQ;2003;1.98
GNQ;2004;1.66
GNQ;2005;1.5
GNQ;2006;1.52
GNQ;2007;1.57
GNQ;2008;1.83
GNQ;2009;1.84
GNQ;2010;1.82
GNQ;2011;1.55
GNQ;2012;1.26
GNQ;2013;1.88
GNQ;2014;2.19
GNQ;2015;2.92
GNQ;2016;3.14
GNQ;2017;2.96
GNQ;2018;3.06
GNQ;2019;3.14
ERI;2000;5.77
ERI;2001;5.92
ERI;2002;6.69
ERI;2003;7.34
ERI;2004;7.01
ERI;2005;6.86
ERI;2006;6.86
ERI;2007;5.28
ERI;2008;6.42
ERI;2009;5.39
ERI;2010;4.93
ERI;2011;5.22
ERI;2012;3.78
ERI;2013;5.01
ERI;2014;4.06
ERI;2015;4.45
ERI;2016;3.52
ERI;2017;3.73
ERI;2018;4.13
ERI;2019;4.46
EST;2000;5.16
EST;2001;4.78
EST;2002;4.7
EST;2003;4.86
EST;2004;5.12
EST;2005;5.06
EST;2006;4.77
EST;2007;4.98
EST;2008;5.71
EST;2009;6.51
EST;2010;6.27
EST;2011;5.77
EST;2012;5.79
EST;2013;5.98
EST;2014;6.08
EST;2015;6.35
EST;2016;6.43
EST;2017;6.59
EST;2018;6.69
EST;2019;6.73
SWZ;2000;4.61
SWZ;2001;5.14
SWZ;2002;5.52
SWZ;2003;6.38
SWZ;2004;6.81
SWZ;2005;7.38
SWZ;2006;7.83
SWZ;2007;7.93
SWZ;2008;8.86
SWZ;2009;8.63
SWZ;2010;8.59
SWZ;2011;8.47
SWZ;2012;7.82
SWZ;2013;7.46
SWZ;2014;7.26
SWZ;2015;7.06
SWZ;2016;6.82
SWZ;2017;6.98
SWZ;2018;7.26
SWZ;2019;6.78
ETH;2000;4.37
ETH;2001;4.72
ETH;2002;4.71
ETH;2003;4.9
ETH;2004;4.31
ETH;2005;4.1
ETH;2006;4.46
ETH;2007;5
ETH;2008;4.28
ETH;2009;4.65
ETH;2010;5.47
ETH;2011;4.47
ETH;2012;4.54
ETH;2013;4.08
ETH;2014;4.03
ETH;2015;3.82
ETH;2016;3.6
ETH;2017;3.45
ETH;2018;3.31
ETH;2019;3.24
FJI;2000;3.42
FJI;2001;2.91
FJI;2002;2.98
FJI;2003;2.97
FJI;2004;3.26
FJI;2005;3.26
FJI;2006;3.35
FJI;2007;3.42
FJI;2008;3.18
FJI;2009;3.54
FJI;2010;3.42
FJI;2011;3.14
FJI;2012;3.27
FJI;2013;3.2
FJI;2014;3.37
FJI;2015;3.32
FJI;2016;3.28
FJI;2017;3.19
FJI;2018;3.42
FJI;2019;3.82
FIN;2000;7.09
FIN;2001;7.25
FIN;2002;7.63
FIN;2003;7.94
FIN;2004;8.06
FIN;2005;8.29
FIN;2006;8.28
FIN;2007;8.08
FIN;2008;8.34
FIN;2009;9.16
FIN;2010;9.14
FIN;2011;9.22
FIN;2012;9.59
FIN;2013;9.81
FIN;2014;9.78
FIN;2015;9.65
FIN;2016;9.38
FIN;2017;9.13
FIN;2018;9.04
FIN;2019;9.15
FRA;2000;9.58
FRA;2001;9.71
FRA;2002;10.02
FRA;2003;10.08
FRA;2004;10.16
FRA;2005;10.21
FRA;2006;10.39
FRA;2007;10.32
FRA;2008;10.5
FRA;2009;11.29
FRA;2010;11.23
FRA;2011;11.18
FRA;2012;11.3
FRA;2013;11.42
FRA;2014;11.54
FRA;2015;11.45
FRA;2016;11.47
FRA;2017;11.33
FRA;2018;11.19
FRA;2019;11.06
GAB;2000;2.91
GAB;2001;3.15
GAB;2002;3.33
GAB;2003;3.54
GAB;2004;3.33
GAB;2005;2.93
GAB;2006;3.15
GAB;2007;3.16
GAB;2008;2.79
GAB;2009;3.84
GAB;2010;2.48
GAB;2011;2.56
GAB;2012;2.42
GAB;2013;2.84
GAB;2014;2.53
GAB;2015;2.66
GAB;2016;3.11
GAB;2017;2.78
GAB;2018;2.75
GAB;2019;2.77
GMB;2000;6.64
GMB;2001;5.71
GMB;2002;6.35
GMB;2003;5.57
GMB;2004;5.54
GMB;2005;5.73
GMB;2006;6.2
GMB;2007;5.68
GMB;2008;5.47
GMB;2009;5.18
GMB;2010;5.09
GMB;2011;5.5
GMB;2012;5.16
GMB;2013;3.91
GMB;2014;4.45
GMB;2015;3.18
GMB;2016;3.68
GMB;2017;4.14
GMB;2018;4.89
GMB;2019;3.82
GEO;2000;7.19
GEO;2001;7.17
