c_id;date;percent_gdp
GEO;2002;7.81
GEO;2003;8.03
GEO;2004;8.09
GEO;2005;8.08
GEO;2006;7.63
GEO;2007;7.44
GEO;2008;8.44
GEO;2009;9.57
GEO;2010;9.07
GEO;2011;8.01
GEO;2012;8.05
GEO;2013;7.88
GEO;2014;7.9
GEO;2015;7.42
GEO;2016;8
GEO;2017;7.06
GEO;2018;7.11
GEO;2019;6.66
DEU;2000;9.89
DEU;2001;9.92
DEU;2002;10.18
DEU;2003;10.4
DEU;2004;10.15
DEU;2005;10.31
DEU;2006;10.18
DEU;2007;10.05
DEU;2008;10.25
DEU;2009;11.24
DEU;2010;11.1
DEU;2011;10.78
DEU;2012;10.85
DEU;2013;11
DEU;2014;11.02
DEU;2015;11.18
DEU;2016;11.24
DEU;2017;11.33
DEU;2018;11.45
DEU;2019;11.7
GHA;2000;2.79
GHA;2001;3.17
GHA;2002;2.89
GHA;2003;2.83
GHA;2004;2.77
GHA;2005;3.64
GHA;2006;3.68
GHA;2007;3.81
GHA;2008;3.9
GHA;2009;4.42
GHA;2010;4.25
GHA;2011;4.71
GHA;2012;4.03
GHA;2013;4.62
GHA;2014;4.1
GHA;2015;4.62
GHA;2016;3.46
GHA;2017;3.36
GHA;2018;3.49
GHA;2019;3.42
GRC;2000;7.24
GRC;2001;7.99
GRC;2002;8.23
GRC;2003;8.45
GRC;2004;8.09
GRC;2005;8.56
GRC;2006;8.26
GRC;2007;8.4
GRC;2008;8.83
GRC;2009;9.41
GRC;2010;9.6
GRC;2011;9.19
GRC;2012;8.92
GRC;2013;8.37
GRC;2014;7.91
GRC;2015;8.07
GRC;2016;8.32
GRC;2017;8.1
GRC;2018;7.96
GRC;2019;7.84
GRD;2000;5.36
GRD;2001;5.62
GRD;2002;6.18
GRD;2003;5.28
GRD;2004;5.37
GRD;2005;5.14
GRD;2006;5.11
GRD;2007;5.24
GRD;2008;5.39
GRD;2009;5.43
GRD;2010;5.42
GRD;2011;5.8
GRD;2012;5.82
GRD;2013;5.63
GRD;2014;4.77
GRD;2015;4.65
GRD;2016;4.44
GRD;2017;4.66
GRD;2018;4.58
GRD;2019;4.97
GTM;2000;5.4
GTM;2001;6.07
GTM;2002;6.01
GTM;2003;6.15
GTM;2004;6.26
GTM;2005;6.15
GTM;2006;6.36
GTM;2007;6.19
GTM;2008;6.08
GTM;2009;6.34
GTM;2010;6.12
GTM;2011;5.96
GTM;2012;6.07
GTM;2013;5.77
GTM;2014;5.89
GTM;2015;6.01
GTM;2016;6.07
GTM;2017;6.14
GTM;2018;6.12
GTM;2019;6.21
GIN;2000;4.75
GIN;2001;4.89
GIN;2002;5.36
GIN;2003;4.78
GIN;2004;4.78
GIN;2005;4.04
GIN;2006;3.61
GIN;2007;3.43
GIN;2008;3.26
GIN;2009;3.58
GIN;2010;3.43
GIN;2011;3.79
GIN;2012;3.5
GIN;2013;3.46
GIN;2014;4.78
GIN;2015;5.81
GIN;2016;5.4
GIN;2017;3.91
GIN;2018;3.64
GIN;2019;3.98
GNB;2000;6.74
GNB;2001;6.71
GNB;2002;5.82
GNB;2003;5.88
GNB;2004;7.48
GNB;2005;7.25
GNB;2006;7.29
GNB;2007;7.3
GNB;2008;7.04
GNB;2009;6.95
GNB;2010;6.26
GNB;2011;6.22
GNB;2012;5.94
GNB;2013;7.04
GNB;2014;9.97
GNB;2015;8.13
GNB;2016;8.33
GNB;2017;7
GNB;2018;7.63
GNB;2019;8.35
GUY;2000;3.19
GUY;2001;3.06
GUY;2002;3.19
GUY;2003;3.27
GUY;2004;3.44
GUY;2005;3.79
GUY;2006;3.93
GUY;2007;4.28
GUY;2008;4.2
GUY;2009;4.35
GUY;2010;4.22
GUY;2011;4.17
GUY;2012;3.71
GUY;2013;3.8
GUY;2014;3.95
GUY;2015;4.02
GUY;2016;4.02
GUY;2017;4.32
GUY;2018;4.9
GUY;2019;4.93
HTI;2000;3.96
HTI;2001;3.73
HTI;2002;3.41
HTI;2003;3.41
HTI;2004;3.45
HTI;2005;3.37
HTI;2006;3.53
HTI;2007;3.73
HTI;2008;3.79
HTI;2009;3.6
HTI;2010;4.63
HTI;2011;5.91
HTI;2012;5.56
HTI;2013;4.22
HTI;2014;4.63
HTI;2015;5.07
HTI;2016;4.9
HTI;2017;4.79
HTI;2018;4.57
HTI;2019;4.73
HND;2000;6.27
HND;2001;5.93
HND;2002;6.24
HND;2003;6.89
HND;2004;6.85
HND;2005;7.5
HND;2006;7.86
HND;2007;8.08
HND;2008;8.6
HND;2009;9
HND;2010;8.73
HND;2011;8.79
HND;2012;8.66
HND;2013;8.48
HND;2014;7.91
HND;2015;7.48
HND;2016;7.69
HND;2017;6.99
HND;2018;7.22
HND;2019;7.28
HUN;2000;6.78
HUN;2001;6.83
HUN;2002;7.12
HUN;2003;8.12
HUN;2004;7.77
HUN;2005;8
HUN;2006;7.79
HUN;2007;7.22
HUN;2008;7.1
HUN;2009;7.24
HUN;2010;7.46
HUN;2011;7.49
HUN;2012;7.43
HUN;2013;7.25
HUN;2014;7.06
HUN;2015;6.86
HUN;2016;7
HUN;2017;6.76
HUN;2018;6.55
HUN;2019;6.35
ISL;2000;8.93
ISL;2001;8.79
ISL;2002;9.47
ISL;2003;9.73
ISL;2004;9.33
ISL;2005;8.95
ISL;2006;8.56
ISL;2007;8.35
ISL;2008;8.34
ISL;2009;8.78
ISL;2010;8.36
ISL;2011;8.2
ISL;2012;8.18
ISL;2013;8.18
ISL;2014;8.23
ISL;2015;8.07
ISL;2016;8.1
ISL;2017;8.31
ISL;2018;8.44
ISL;2019;8.64
IND;2000;4.03
IND;2001;4.26
IND;2002;4.24
IND;2003;4.01
IND;2004;3.96
IND;2005;3.79
IND;2006;3.63
IND;2007;3.52
IND;2008;3.51
IND;2009;3.49
IND;2010;3.27
IND;2011;3.25
IND;2012;3.33
IND;2013;3.75
IND;2014;3.62
IND;2015;3.6
IND;2016;3.5
IND;2017;2.94
IND;2018;2.95
IND;2019;3.01
IDN;2000;1.85
IDN;2001;2.12
IDN;2002;1.98
IDN;2003;2.25
IDN;2004;2.12
IDN;2005;2.53
IDN;2006;2.62
IDN;2007;2.82
IDN;2008;2.55
IDN;2009;2.62
IDN;2010;2.79
IDN;2011;2.99
IDN;2012;2.91
IDN;2013;2.87
IDN;2014;2.96
IDN;2015;2.92
IDN;2016;3.02
IDN;2017;2.9
IDN;2018;2.87
IDN;2019;2.9
IRN;2000;4.78
IRN;2001;5.4
IRN;2002;4.78
IRN;2003;5.17
IRN;2004;5.17
IRN;2005;5.39
IRN;2006;5.29
IRN;2007;5.06
IRN;2008;5.29
IRN;2009;6.5
IRN;2010;6.69
IRN;2011;6.57
IRN;2012;6.58
IRN;2013;5.94
IRN;2014;6.76
IRN;2015;7.54
IRN;2016;8.57
IRN;2017;8.43
IRN;2018;8.46
IRN;2019;6.71
IRQ;2003;2.99
IRQ;2004;3.84
IRQ;2005;2.9
IRQ;2006;2.42
IRQ;2007;3.11
IRQ;2008;3.04
IRQ;2009;3.77
IRQ;2010;3.23
IRQ;2011;2.79
IRQ;2012;2.69
IRQ;2013;2.82
IRQ;2014;2.8
IRQ;2015;3.14
IRQ;2016;3.49
IRQ;2017;4.19
IRQ;2018;4.24
IRQ;2019;4.48
IRL;2000;5.9
IRL;2001;6.4
IRL;2002;6.67
IRL;2003;7.01
IRL;2004;7.22
IRL;2005;7.65
IRL;2006;7.52
IRL;2007;7.81
IRL;2008;9.11
IRL;2009;10.51
IRL;2010;10.51
IRL;2011;10.68
IRL;2012;10.65
IRL;2013;10.3
IRL;2014;9.53
IRL;2015;7.32
IRL;2016;7.42
IRL;2017;7.06
IRL;2018;6.86
IRL;2019;6.68
ISR;2000;6.78
ISR;2001;7.21
ISR;2002;7.13
ISR;2003;7.07
ISR;2004;7.01
ISR;2005;7.12
ISR;2006;6.91
ISR;2007;6.88
ISR;2008;6.96
ISR;2009;7.07
ISR;2010;7.02
ISR;2011;6.99
ISR;2012;7.12
ISR;2013;7.08
ISR;2014;7.14
ISR;2015;7.1
ISR;2016;7.17
ISR;2017;7.29
ISR;2018;7.53
ISR;2019;7.46
ITA;2000;7.57
ITA;2001;7.74
ITA;2002;7.87
ITA;2003;7.83
ITA;2004;8.17
ITA;2005;8.34
ITA;2006;8.44
ITA;2007;8.14
ITA;2008;8.53
ITA;2009;8.95
ITA;2010;8.92
ITA;2011;8.77
ITA;2012;8.78
ITA;2013;8.78
ITA;2014;8.87
ITA;2015;8.86
ITA;2016;8.73
ITA;2017;8.68
ITA;2018;8.68
ITA;2019;8.67
JAM;2000;5.64
JAM;2001;5.16
JAM;2002;4.75
JAM;2003;4.22
JAM;2004;4.8
JAM;2005;4.55
JAM;2006;4.21
JAM;2007;5.32
JAM;2008;5.61
JAM;2009;5.15
JAM;2010;5.3
JAM;2011;5.24
JAM;2012;4.89
JAM;2013;4.95
JAM;2014;5.17
JAM;2015;5.62
JAM;2016;5.7
JAM;2017;6.15
JAM;2018;5.97
JAM;2019;6.1
JPN;2000;7.03
JPN;2001;7.24
JPN;2002;7.35
JPN;2003;7.49
JPN;2004;7.54
JPN;2005;7.66
JPN;2006;7.69
JPN;2007;7.78
JPN;2008;8.09
JPN;2009;8.96
JPN;2010;9.06
JPN;2011;10.49
JPN;2012;10.67
JPN;2013;10.67
JPN;2014;10.73
JPN;2015;10.75
JPN;2016;10.66
JPN;2017;10.66
JPN;2018;10.75
JPN;2019;10.74
JOR;2000;9.34
JOR;2001;9.59
JOR;2002;9.36
JOR;2003;8.84
JOR;2004;8.75
JOR;2005;8.59
JOR;2006;7.81
JOR;2007;8.05
JOR;2008;8.49
JOR;2009;9.22
JOR;2010;8.17
JOR;2011;8.15
JOR;2012;7.82
JOR;2013;7.17
JOR;2014;7.21
JOR;2015;7.46
JOR;2016;7.16
JOR;2017;7.98
JOR;2018;7.78
JOR;2019;7.58
KAZ;2000;4.16
KAZ;2001;3.47
KAZ;2002;3.61
KAZ;2003;3.72
KAZ;2004;3.98
KAZ;2005;3.9
KAZ;2006;3.4
KAZ;2007;2.7
KAZ;2008;3.05
KAZ;2009;3.5
KAZ;2010;2.74
KAZ;2011;2.6
KAZ;2012;3.04
KAZ;2013;2.66
KAZ;2014;2.97
KAZ;2015;3.04
KAZ;2016;3.42
KAZ;2017;3.05
KAZ;2018;2.82
KAZ;2019;2.79
KEN;2000;4.64
KEN;2001;4.8
KEN;2002;4.96
KEN;2003;5.17
KEN;2004;5.34
KEN;2005;5.31
KEN;2006;5.87
KEN;2007;6
KEN;2008;6.05
KEN;2009;6.03
KEN;2010;6.12
KEN;2011;5.81
KEN;2012;5.61
KEN;2013;5.52
KEN;2014;5.46
KEN;2015;5.22
KEN;2016;5.14
KEN;2017;4.14
KEN;2018;4.31
KEN;2019;4.59
KIR;2000;8.65
KIR;2001;12.33
KIR;2002;11.9
KIR;2003;10.67
KIR;2004;12.42
KIR;2005;11.51
KIR;2006;11.58
KIR;2007;11.35
KIR;2008;14.08
KIR;2009;13.44
KIR;2010;9.21
KIR;2011;8.58
KIR;2012;8.6
KIR;2013;9.46
KIR;2014;9.94
KIR;2015;7.99
KIR;2016;9.32
KIR;2017;10.69
KIR;2018;11.7
KIR;2019;10.26
KWT;2000;2.2
KWT;2001;3.19
KWT;2002;3.12
KWT;2003;2.76
KWT;2004;2.36
KWT;2005;2.01
KWT;2006;1.82
KWT;2007;1.93
KWT;2008;1.92
KWT;2009;2.71
KWT;2010;2.68
KWT;2011;2.33
KWT;2012;2.33
KWT;2013;2.49
KWT;2014;2.92
KWT;2015;4.21
KWT;2016;4.73
KWT;2017;4.65
KWT;2018;5.1
KWT;2019;5.5
KGZ;2000;4.41
KGZ;2001;4.28
KGZ;2002;4.59
KGZ;2003;5.82
KGZ;2004;6.2
KGZ;2005;7.45
KGZ;2006;8.31
KGZ;2007;6.93
KGZ;2008;6.53
KGZ;2009;6.9
KGZ;2010;6.95
KGZ;2011;7.11
KGZ;2012;8.51
KGZ;2013;8.19
KGZ;2014;7.36
KGZ;2015;7.15
KGZ;2016;6.41
KGZ;2017;6.19
KGZ;2018;5.01
KGZ;2019;4.49
LAO;2000;4.28
LAO;2001;4.29
LAO;2002;3.7
LAO;2003;4.48
LAO;2004;3.54
LAO;2005;3.34
LAO;2006;2.93
LAO;2007;3.15
LAO;2008;2.77
LAO;2009;3.46
LAO;2010;2.91
LAO;2011;1.94
LAO;2012;2.08
LAO;2013;2.4
LAO;2014;2.3
LAO;2015;2.45
LAO;2016;2.36
LAO;2017;2.53
LAO;2018;2.25
LAO;2019;2.6
LVA;2000;5.44
LVA;2001;5.78
LVA;2002;5.77
LVA;2003;5.49
LVA;2004;6.22
LVA;2005;5.85
LVA;2006;5.72
LVA;2007;5.52
LVA;2008;5.6
LVA;2009;6.12
LVA;2010;6.12
LVA;2011;5.54
LVA;2012;5.38
LVA;2013;5.37
LVA;2014;5.47
LVA;2015;5.65
LVA;2016;6.14
LVA;2017;5.97
LVA;2018;6.19
LVA;2019;6.58
LBN;2000;10.83
LBN;2001;10.57
LBN;2002;9.29
LBN;2003;8.67
LBN;2004;8
LBN;2005;7.55
LBN;2006;8.66
LBN;2007;8.56
LBN;2008;7.82
LBN;2009;7.01
LBN;2010;7.44
LBN;2011;8.18
LBN;2012;7
LBN;2013;7.06
LBN;2014;7.52
LBN;2015;7.41
LBN;2016;7.91
LBN;2017;7.79
LBN;2018;8.67
LBN;2019;8.65
LSO;2000;5.61
LSO;2001;7.28
LSO;2002;6.75
LSO;2003;6.05
LSO;2004;6.06
LSO;2005;5.45
LSO;2006;6.12
LSO;2007;7.28
LSO;2008;7.7
LSO;2009;9
LSO;2010;8.42
LSO;2011;9.56
LSO;2012;9.25
LSO;2013;9.55
LSO;2014;9.17
LSO;2015;9
LSO;2016;8.76
LSO;2017;10.09
LSO;2018;10.9
LSO;2019;11.27
LBR;2000;4.29
LBR;2001;3.5
LBR;2002;2.89
LBR;2003;3.66
LBR;2004;9.17
LBR;2005;9.68
LBR;2006;8.49
LBR;2007;10.8
LBR;2008;9.01
LBR;2009;9.41
LBR;2010;8.95
LBR;2011;9.42
LBR;2012;8.77
LBR;2013;8.28
LBR;2014;9.21
LBR;2015;10.64
LBR;2016;9.85
LBR;2017;9.09
LBR;2018;9.04
LBR;2019;8.47
LBY;2000;3.43
LBY;2001;4.05
LBY;2002;4.89
LBY;2003;4.1
LBY;2004;3.49
LBY;2005;2.6
LBY;2006;2.51
LBY;2007;2.44
LBY;2008;2.64
LBY;2009;4.29
LBY;2010;3.59
LBY;2011;6.05
LTU;2000;6.2
LTU;2001;6.01
LTU;2002;6.14
LTU;2003;6.19
LTU;2004;5.51
LTU;2005;5.65
LTU;2006;5.84
LTU;2007;5.76
LTU;2008;6.29
LTU;2009;7.37
LTU;2010;6.81
LTU;2011;6.49
LTU;2012;6.28
LTU;2013;6.13
LTU;2014;6.19
LTU;2015;6.49
LTU;2016;6.64
LTU;2017;6.48
LTU;2018;6.53
LTU;2019;7.01
LUX;2000;5.9
LUX;2001;6.41
LUX;2002;6.74
LUX;2003;6.97
LUX;2004;7.35
LUX;2005;7.18
LUX;2006;6.71
LUX;2007;6.23
LUX;2008;6.54
LUX;2009;7.34
LUX;2010;7.03
LUX;2011;6.11
LUX;2012;5.58
LUX;2013;5.53
LUX;2014;5.44
LUX;2015;5.28
LUX;2016;5.19
LUX;2017;5.26
LUX;2018;5.29
LUX;2019;5.37
MDG;2000;4.47
MDG;2001;4.76
MDG;2002;4.97
MDG;2003;4.75
MDG;2004;5.25
MDG;2005;5.2
MDG;2006;5.08
MDG;2007;4.49
MDG;2008;4.11
MDG;2009;4.42
MDG;2010;4.65
MDG;2011;4.44
MDG;2012;3.82
MDG;2013;3.74
MDG;2014;4.43
MDG;2015;4.97
MDG;2016;5.26
MDG;2017;4.84
MDG;2018;4.2
MDG;2019;3.69
MWI;2000;2.76
MWI;2001;2.39
MWI;2002;3.78
MWI;2003;4.67
MWI;2004;5.73
MWI;2005;6.06
MWI;2006;6.92
MWI;2007;7.66
MWI;2008;8.6
MWI;2009;8.27
MWI;2010;7.24
MWI;2011;7.49
MWI;2012;8.48
MWI;2013;11.58
MWI;2014;9.71
MWI;2015;9.33
MWI;2016;10.88
MWI;2017;10.89
MWI;2018;9.83
MWI;2019;7.39
MYS;2000;2.51
MYS;2001;2.68
MYS;2002;2.67
MYS;2003;2.92
MYS;2004;2.86
MYS;2005;2.79
MYS;2006;3.11
MYS;2007;3.07
MYS;2008;3.01
MYS;2009;3.26
MYS;2010;3.16
MYS;2011;3.31
MYS;2012;3.46
MYS;2013;3.51
MYS;2014;3.71
MYS;2015;3.82
MYS;2016;3.69
MYS;2017;3.7
MYS;2018;3.75
MYS;2019;3.83
MDV;2000;7.74
MDV;2001;8.21
MDV;2002;8.78
MDV;2003;6.78
MDV;2004;7.48
MDV;2005;8.83
MDV;2006;8.05
MDV;2007;8.31
MDV;2008;11.47
MDV;2009;10.09
MDV;2010;8.49
MDV;2011;7.92
MDV;2012;8.67
MDV;2013;8.14
MDV;2014;7.91
MDV;2015;8.69
MDV;2016;10.28
MDV;2017;9.24
MDV;2018;7.65
MDV;2019;8.04
MLI;2000;5.47
MLI;2001;4.52
MLI;2002;5
MLI;2003;5.05
MLI;2004;5.22
MLI;2005;5.2
MLI;2006;5.46
MLI;2007;5.25
MLI;2008;5.04
MLI;2009;5.23
MLI;2010;4.68
MLI;2011;4.01
MLI;2012;3.75
MLI;2013;3.97
MLI;2014;4.48
MLI;2015;4.11
MLI;2016;3.77
MLI;2017;3.67
MLI;2018;3.73
MLI;2019;3.89
MLT;2000;6.57
MLT;2001;7
MLT;2002;7.71
MLT;2003;7.9
MLT;2004;8.05
MLT;2005;8.66
MLT;2006;8.81
MLT;2007;8.17
MLT;2008;7.86
MLT;2009;7.92
MLT;2010;7.95
MLT;2011;8.45
MLT;2012;8.38
MLT;2013;8.5
MLT;2014;9.09
MLT;2015;8.9
MLT;2016;8.94
MLT;2017;8.89
MLT;2018;8.81
MLT;2019;8.21
MHL;2000;19.05
MHL;2001;16.35
MHL;2002;14.38
MHL;2003;14.33
MHL;2004;17.26
MHL;2005;21.96
MHL;2006;22.02
MHL;2007;18.07
MHL;2008;17.09
MHL;2009;16.43
MHL;2010;15.85
MHL;2011;14.94
MHL;2012;14.78
MHL;2013;15.13
MHL;2014;14.94
MHL;2015;17.04
MHL;2016;17.37
MHL;2017;16.08
MHL;2018;17
MHL;2019;16.34
MRT;2000;3.38
MRT;2001;3.57
MRT;2002;4
MRT;2003;4.03
MRT;2004;3.7
MRT;2005;3.4
MRT;2006;2.7
MRT;2007;2.88
MRT;2008;3.01
MRT;2009;3.11
MRT;2010;2.64
MRT;2011;2.47
MRT;2012;2.65
MRT;2013;2.87
MRT;2014;3.47
MRT;2015;3.67
MRT;2016;3.1
MRT;2017;3.34
MRT;2018;3.58
MRT;2019;3.3
MUS;2000;2.9
MUS;2001;2.96
MUS;2002;3.23
MUS;2003;3.22
MUS;2004;3.36
MUS;2005;3.57
MUS;2006;3.65
MUS;2007;3.57
MUS;2008;3.99
MUS;2009;4.23
MUS;2010;4.58
MUS;2011;4.31
MUS;2012;4.28
MUS;2013;4.68
MUS;2014;5.49
MUS;2015;5.7
MUS;2016;5.71
MUS;2017;5.81
MUS;2018;5.87
MUS;2019;6.2
MEX;2000;4.45
MEX;2001;4.82
MEX;2002;5.07
MEX;2003;5.81
MEX;2004;5.95
MEX;2005;5.84
MEX;2006;5.66
MEX;2007;5.77
MEX;2008;5.7
MEX;2009;6.13
MEX;2010;5.74
MEX;2011;5.52
MEX;2012;5.67
MEX;2013;5.81
MEX;2014;5.55
MEX;2015;5.72
MEX;2016;5.55
MEX;2017;5.46
MEX;2018;5.38
MEX;2019;5.43
FSM;2000;7.77
FSM;2001;8.45
FSM;2002;7.9
FSM;2003;9.57
FSM;2004;12.03
FSM;2005;17.73
FSM;2006;10.74
FSM;2007;11.06
FSM;2008;11.99
FSM;2009;12.55
FSM;2010;13.11
FSM;2011;13.1
FSM;2012;12.28
FSM;2013;12.14
FSM;2014;11.73
FSM;2015;12.46
FSM;2016;13.14
FSM;2017;12.21
FSM;2018;11.7
FSM;2019;11.44
MDA;2000;5.93
MDA;2001;6.23
MDA;2002;7.4
MDA;2003;7.02
MDA;2004;8.97
MDA;2005;9.56
MDA;2006;10.54
MDA;2007;11.02
MDA;2008;10.95
MDA;2009;13.68
MDA;2010;10.13
MDA;2011;9.1
MDA;2012;9.14
MDA;2013;8.68
MDA;2014;8.63
MDA;2015;8.56
MDA;2016;7.54
MDA;2017;7.01
MDA;2018;6.59
MDA;2019;6.38
MCO;2000;1.74
MCO;2001;1.76
MCO;2002;1.79
MCO;2003;2.08
MCO;2004;2.13
MCO;2005;2.12
MCO;2006;2.02
MCO;2007;1.79
MCO;2008;1.92
MCO;2009;2.28
MCO;2010;2.33
MCO;2011;2.18
MCO;2012;2.23
MCO;2013;2.15
MCO;2014;2.09
MCO;2015;2.03
MCO;2016;1.63
MCO;2017;1.64
MCO;2018;1.6
MCO;2019;1.53
MNG;2000;4.87
MNG;2001;4.32
MNG;2002;4.43
MNG;2003;3.51
MNG;2004;3.57
MNG;2005;3.76
MNG;2006;3.75
MNG;2007;4.08
MNG;2008;4.56
MNG;2009;4.46
MNG;2010;3.74
MNG;2011;3.59
MNG;2012;3.85
MNG;2013;4.07
MNG;2014;4.18
MNG;2015;4.24
MNG;2016;4.42
MNG;2017;4.01
MNG;2018;3.85
MNG;2019;3.77
MNE;2011;7.97
MNE;2012;8.3
MNE;2013;8.47
MNE;2014;8
MNE;2015;9.02
MNE;2016;8.63
MNE;2017;7.98
MNE;2018;8.34
MNE;2019;8.33
MAR;2000;3.98
MAR;2001;4.13
MAR;2002;4.43
MAR;2003;4.55
MAR;2004;4.73
MAR;2005;4.76
MAR;2006;4.94
MAR;2007;5.42
MAR;2008;5.3
MAR;2009;5.84
MAR;2010;5.86
MAR;2011;5.73
MAR;2012;5.75
MAR;2013;5.69
MAR;2014;5.28
MAR;2015;5.07
MAR;2016;5.24
MAR;2017;5.23
MAR;2018;5.33
MAR;2019;5.31
MOZ;2000;2.26
MOZ;2001;2.95
MOZ;2002;3.34
MOZ;2003;3.42
MOZ;2004;3.69
MOZ;2005;4.39
MOZ;2006;4.1
MOZ;2007;3.94
MOZ;2008;4.23
MOZ;2009;5.21
MOZ;2010;5.45
MOZ;2011;5
MOZ;2012;5.25
MOZ;2013;6.13
MOZ;2014;6.33
MOZ;2015;6.72
MOZ;2016;7.17
MOZ;2017;7.76
MOZ;2018;8.09
MOZ;2019;7.83
MMR;2000;2
MMR;2001;2.15
MMR;2002;2.58
MMR;2003;2.38
MMR;2004;2.32
MMR;2005;2.33
MMR;2006;2.25
MMR;2007;2.02
MMR;2008;2.11
MMR;2009;2.16
MMR;2010;1.96
MMR;2011;1.93
MMR;2012;2.41
MMR;2013;3.2
MMR;2014;4.39
MMR;2015;5.48
MMR;2016;5.11
MMR;2017;5.08
MMR;2018;4.9
MMR;2019;4.68
NAM;2000;9.64
NAM;2001;9.53
NAM;2002;9.73
NAM;2003;9.88
NAM;2004;10.19
NAM;2005;10.19
NAM;2006;10.14
NAM;2007;10.72
NAM;2008;9.92
NAM;2009;9.05
NAM;2010;9.73
NAM;2011;9.83
NAM;2012;9.27
NAM;2013;9.06
NAM;2014;8.41
NAM;2015;9.98
NAM;2016;9.32
NAM;2017;8.73
NAM;2018;8.31
NAM;2019;8.5
NRU;2000;18.12
NRU;2001;15.5
NRU;2002;13.19
NRU;2003;9.53
NRU;2004;6.57
NRU;2005;10.31
NRU;2006;12.42
NRU;2007;24.23
NRU;2008;23
NRU;2009;12.32
NRU;2010;12.7
NRU;2011;9.81
NRU;2012;9.22
NRU;2013;9.44
NRU;2014;7.95
NRU;2015;13.74
NRU;2016;10.75
NRU;2017;11.56
NRU;2018;8.63
NRU;2019;9.78
NPL;2000;3.13
NPL;2001;3.8
NPL;2002;3.93
NPL;2003;3.85
NPL;2004;4.04
NPL;2005;3.94
NPL;2006;3.54
NPL;2007;3.66
NPL;2008;3.81
NPL;2009;3.89
NPL;2010;4.35
NPL;2011;4.44
NPL;2012;4.49
NPL;2013;4.63
NPL;2014;5.08
NPL;2015;5.47
NPL;2016;5.42
NPL;2017;4.72
NPL;2018;4.53
NPL;2019;4.45
NLD;2000;7.71
NLD;2001;8.06
NLD;2002;8.65
NLD;2003;9.06
NLD;2004;9.11
NLD;2005;9.1
NLD;2006;9.08
NLD;2007;9.05
NLD;2008;9.28
NLD;2009;9.99
NLD;2010;10.16
NLD;2011;10.23
NLD;2012;10.54
NLD;2013;10.58
NLD;2014;10.57
NLD;2015;10.32
NLD;2016;10.29
NLD;2017;10.11
NLD;2018;10.03
NLD;2019;10.13
NZL;2000;7.47
NZL;2001;7.58
NZL;2002;7.9
NZL;2003;7.72
NZL;2004;7.9
NZL;2005;8.27
NZL;2006;8.64
NZL;2007;8.33
NZL;2008;9.12
NZL;2009;9.62
NZL;2010;9.59
NZL;2011;9.52
NZL;2012;9.65
NZL;2013;9.36
NZL;2014;9.4
NZL;2015;9.28
NZL;2016;9.24
NZL;2017;9.02
NZL;2018;9.21
NZL;2019;9.74
NIC;2000;5.24
NIC;2001;5.48
NIC;2002;5.73
NIC;2003;6.08
NIC;2004;6.06
NIC;2005;6.22
NIC;2006;6.36
NIC;2007;6.96
NIC;2008;7.17
NIC;2009;7.69
NIC;2010;7.71
NIC;2011;7.45
NIC;2012;7.49
NIC;2013;7.64
NIC;2014;7.98
NIC;2015;7.96
NIC;2016;8.05
NIC;2017;8.34
NIC;2018;8.59
NIC;2019;8.4
NER;2000;4.69
NER;2001;4.76
NER;2002;4.86
NER;2003;4.78
NER;2004;5.01
NER;2005;5.68
NER;2006;5.81
NER;2007;5.39
NER;2008;5.22
NER;2009;5.33
NER;2010;5.02
NER;2011;4.87
NER;2012;4.31
NER;2013;4.47
NER;2014;4.45
NER;2015;5.35
NER;2016;4.53
NER;2017;5.57
NER;2018;5.29
NER;2019;5.67
NGA;2000;3.2
NGA;2001;3.19
NGA;2002;2.49
NGA;2003;5.05
NGA;2004;4.63
NGA;2005;4.47
NGA;2006;4.26
NGA;2007;3.91
NGA;2008;3.7
NGA;2009;3.58
NGA;2010;3.3
NGA;2011;3.32
NGA;2012;3.36
NGA;2013;3.42
NGA;2014;3.35
NGA;2015;3.58
NGA;2016;3.65
NGA;2017;3.75
NGA;2018;3.09
NGA;2019;3.03
NIU;2000;7.93
NIU;2001;38.14
NIU;2002;11.11
NIU;2003;9.53
NIU;2004;17.34
NIU;2005;12.3
NIU;2006;50.18
NIU;2007;23.61
NIU;2008;23.26
NIU;2009;28.82
NIU;2010;15.54
NIU;2011;19.83
NIU;2012;10.31
NIU;2013;9.71
NIU;2014;10.83
NIU;2015;8.75
NIU;2016;7.84
NIU;2017;8.75
NIU;2018;8.3
NIU;2019;5.29
MKD;2000;8.87
MKD;2001;8.38
MKD;2002;8.98
MKD;2003;9.01
MKD;2004;8.47
MKD;2005;7.68
MKD;2006;7.38
MKD;2007;6.57
MKD;2008;6.55
MKD;2009;6.53
MKD;2010;6.71
MKD;2011;6.52
MKD;2012;6.61
MKD;2013;6.72
MKD;2014;6.29
MKD;2015;6.34
MKD;2016;6.38
MKD;2017;6.59
MKD;2018;6.55
MKD;2019;7.25
NOR;2000;7.71
NOR;2001;8.02
NOR;2002;9
NOR;2003;9.21
NOR;2004;8.82
NOR;2005;8.33
NOR;2006;7.91
NOR;2007;8.05
NOR;2008;7.96
NOR;2009;9.07
NOR;2010;8.91
NOR;2011;8.79
NOR;2012;8.78
NOR;2013;8.93
NOR;2014;9.34
NOR;2015;10.13
NOR;2016;10.59
