c_id;date;percent_anxiety;percent_druguse;percent_depression;percent_alcohol
PSE;2005;5.74;0.42;7.37;0.42
PSE;2006;5.75;0.43;7.37;0.42
PSE;2007;5.76;0.43;7.37;0.42
PSE;2008;5.77;0.43;7.36;0.42
PSE;2009;5.78;0.44;7.35;0.42
PSE;2010;5.79;0.44;7.34;0.42
PSE;2011;5.8;0.44;7.3;0.42
PSE;2012;5.81;0.44;7.23;0.41
PSE;2013;5.82;0.44;7.13;0.41
PSE;2014;5.83;0.44;7.01;0.41
PSE;2015;5.84;0.44;6.89;0.41
PSE;2016;5.84;0.45;6.69;0.41
PSE;2017;5.84;0.45;6.54;0.41
PSE;2018;5.84;0.45;6.53;0.41
PSE;2019;5.85;0.45;6.54;0.42
PAN;1990;3.61;0.63;3.08;1.62
PAN;1991;3.62;0.63;3.07;1.6
PAN;1992;3.62;0.63;3.07;1.59
PAN;1993;3.63;0.63;3.07;1.58
PAN;1994;3.63;0.63;3.07;1.57
PAN;1995;3.63;0.63;3.07;1.57
PAN;1996;3.64;0.63;3.07;1.58
PAN;1997;3.65;0.63;3.08;1.59
PAN;1998;3.66;0.63;3.09;1.6
PAN;1999;3.66;0.63;3.1;1.61
PAN;2000;3.67;0.64;3.11;1.62
PAN;2001;3.67;0.64;3.12;1.62
PAN;2002;3.68;0.64;3.12;1.6
PAN;2003;3.68;0.64;3.12;1.59
PAN;2004;3.69;0.64;3.13;1.57
PAN;2005;3.69;0.64;3.13;1.57
PAN;2006;3.7;0.64;3.13;1.58
PAN;2007;3.71;0.64;3.12;1.6
PAN;2008;3.72;0.64;3.11;1.63
PAN;2009;3.73;0.64;3.1;1.66
PAN;2010;3.74;0.65;3.1;1.67
PAN;2011;3.76;0.65;3.1;1.67
PAN;2012;3.78;0.65;3.1;1.66
PAN;2013;3.8;0.65;3.11;1.66
PAN;2014;3.83;0.65;3.11;1.65
PAN;2015;3.85;0.65;3.11;1.64
PAN;2016;3.87;0.66;3.12;1.59
PAN;2017;3.88;0.66;3.12;1.54
PAN;2018;3.88;0.64;3.12;1.57
PAN;2019;3.88;0.57;3.12;1.65
PNG;1990;3.95;0.66;3.22;0.78
PNG;1991;3.96;0.66;3.22;0.78
PNG;1992;3.96;0.66;3.22;0.78
PNG;1993;3.97;0.66;3.22;0.78
PNG;1994;3.97;0.66;3.22;0.78
PNG;1995;3.98;0.66;3.22;0.77
PNG;1996;3.98;0.66;3.22;0.77
PNG;1997;3.98;0.66;3.21;0.77
PNG;1998;3.99;0.66;3.2;0.77
PNG;1999;3.99;0.66;3.2;0.77
PNG;2000;3.99;0.67;3.19;0.77
PNG;2001;3.99;0.67;3.19;0.77
PNG;2002;3.99;0.67;3.19;0.77
PNG;2003;3.98;0.67;3.18;0.77
PNG;2004;3.98;0.67;3.18;0.77
PNG;2005;3.97;0.67;3.18;0.77
PNG;2006;3.98;0.67;3.17;0.78
PNG;2007;3.99;0.67;3.17;0.78
PNG;2008;4.01;0.67;3.16;0.78
PNG;2009;4.02;0.68;3.16;0.78
PNG;2010;4.03;0.68;3.15;0.78
PNG;2011;4.04;0.68;3.15;0.78
PNG;2012;4.05;0.68;3.15;0.78
PNG;2013;4.06;0.68;3.15;0.78
PNG;2014;4.06;0.68;3.14;0.78
PNG;2015;4.07;0.68;3.14;0.78
PNG;2016;4.07;0.68;3.14;0.78
PNG;2017;4.06;0.69;3.14;0.78
PNG;2018;4.07;0.69;3.14;0.78
PNG;2019;4.08;0.69;3.14;0.78
PRY;1990;6.38;0.71;3.63;2.44
PRY;1991;6.39;0.71;3.64;2.44
PRY;1992;6.39;0.7;3.66;2.43
PRY;1993;6.4;0.7;3.67;2.43
PRY;1994;6.41;0.7;3.68;2.43
PRY;1995;6.41;0.7;3.69;2.44
PRY;1996;6.41;0.7;3.69;2.45
PRY;1997;6.41;0.7;3.68;2.48
PRY;1998;6.41;0.71;3.66;2.51
PRY;1999;6.42;0.71;3.65;2.53
PRY;2000;6.42;0.71;3.65;2.54
PRY;2001;6.42;0.71;3.66;2.54
PRY;2002;6.42;0.71;3.67;2.53
PRY;2003;6.42;0.71;3.68;2.51
PRY;2004;6.43;0.71;3.69;2.5
PRY;2005;6.43;0.71;3.71;2.5
PRY;2006;6.43;0.71;3.71;2.51
PRY;2007;6.44;0.72;3.72;2.53
PRY;2008;6.44;0.72;3.73;2.55
PRY;2009;6.45;0.73;3.74;2.58
PRY;2010;6.45;0.73;3.75;2.59
PRY;2011;6.47;0.73;3.77;2.6
PRY;2012;6.5;0.72;3.81;2.61
PRY;2013;6.53;0.72;3.85;2.62
PRY;2014;6.57;0.71;3.89;2.63
PRY;2015;6.59;0.71;3.91;2.63
PRY;2016;6.61;0.71;3.91;2.64
PRY;2017;6.63;0.71;3.91;2.66
PRY;2018;6.64;0.72;3.91;2.69
PRY;2019;6.65;0.73;3.9;2.73
PER;1990;5.66;0.88;2.5;1.1
PER;1991;5.65;0.87;2.5;1.08
PER;1992;5.65;0.87;2.5;1.06
PER;1993;5.65;0.87;2.5;1.04
PER;1994;5.64;0.87;2.49;1.03
PER;1995;5.64;0.88;2.49;1.03
PER;1996;5.65;0.88;2.49;1.03
PER;1997;5.66;0.88;2.48;1.05
PER;1998;5.67;0.88;2.47;1.07
PER;1999;5.69;0.88;2.45;1.09
PER;2000;5.69;0.88;2.44;1.1
PER;2001;5.7;0.89;2.44;1.09
PER;2002;5.7;0.9;2.43;1.08
PER;2003;5.7;0.91;2.42;1.06
PER;2004;5.7;0.92;2.41;1.04
PER;2005;5.7;0.93;2.4;1.02
PER;2006;5.71;0.93;2.38;1.01
PER;2007;5.72;0.93;2.34;1
PER;2008;5.74;0.94;2.31;0.98
PER;2009;5.75;0.94;2.28;0.97
PER;2010;5.76;0.94;2.27;0.95
PER;2011;5.77;0.94;2.27;0.94
PER;2012;5.79;0.94;2.28;0.92
PER;2013;5.81;0.93;2.29;0.91
PER;2014;5.83;0.93;2.31;0.89
PER;2015;5.84;0.92;2.31;0.88
PER;2016;5.84;0.93;2.31;0.84
PER;2017;5.84;0.94;2.32;0.82
PER;2018;5.84;0.94;2.32;0.81
PER;2019;5.84;0.94;2.33;0.81
PHL;1990;4.57;0.59;3.16;1
PHL;1991;4.57;0.59;3.14;1
PHL;1992;4.58;0.59;3.12;0.99
PHL;1993;4.58;0.58;3.1;0.98
PHL;1994;4.58;0.58;3.07;0.96
PHL;1995;4.58;0.57;3.05;0.95
PHL;1996;4.58;0.57;3.02;0.94
PHL;1997;4.59;0.57;2.98;0.92
PHL;1998;4.59;0.56;2.94;0.9
PHL;1999;4.59;0.56;2.91;0.88
PHL;2000;4.6;0.55;2.88;0.86
PHL;2001;4.6;0.55;2.87;0.84
PHL;2002;4.61;0.54;2.85;0.83
PHL;2003;4.62;0.54;2.84;0.81
PHL;2004;4.63;0.54;2.83;0.8
PHL;2005;4.64;0.54;2.82;0.79
PHL;2006;4.64;0.54;2.82;0.79
PHL;2007;4.65;0.54;2.82;0.79
PHL;2008;4.66;0.54;2.83;0.79
PHL;2009;4.66;0.54;2.83;0.79
PHL;2010;4.67;0.54;2.83;0.79
PHL;2011;4.67;0.54;2.83;0.79
PHL;2012;4.68;0.54;2.84;0.79
PHL;2013;4.69;0.54;2.84;0.79
PHL;2014;4.7;0.54;2.85;0.79
PHL;2015;4.71;0.54;2.85;0.79
PHL;2016;4.71;0.54;2.86;0.8
PHL;2017;4.72;0.55;2.86;0.8
PHL;2018;4.73;0.55;2.87;0.8
PHL;2019;4.75;0.55;2.89;0.81
POL;1990;3.32;0.85;2.43;2.74
POL;1991;3.32;0.85;2.43;2.79
POL;1992;3.32;0.85;2.43;2.84
POL;1993;3.33;0.85;2.44;2.88
POL;1994;3.33;0.85;2.44;2.91
POL;1995;3.33;0.85;2.45;2.93
POL;1996;3.34;0.85;2.45;2.94
POL;1997;3.34;0.86;2.46;2.93
POL;1998;3.35;0.86;2.47;2.93
POL;1999;3.35;0.87;2.47;2.92
POL;2000;3.35;0.87;2.48;2.93
POL;2001;3.35;0.88;2.46;2.94
POL;2002;3.35;0.88;2.42;2.96
POL;2003;3.35;0.88;2.37;2.98
POL;2004;3.35;0.88;2.33;3
POL;2005;3.35;0.88;2.31;3.01
POL;2006;3.35;0.88;2.3;3.03
POL;2007;3.36;0.88;2.3;3.04
POL;2008;3.36;0.89;2.3;3.06
POL;2009;3.37;0.89;2.3;3.09
POL;2010;3.37;0.89;2.3;3.11
POL;2011;3.37;0.9;2.3;3.15
POL;2012;3.37;0.9;2.29;3.2
POL;2013;3.37;0.91;2.29;3.26
POL;2014;3.36;0.91;2.29;3.31
POL;2015;3.36;0.91;2.29;3.34
POL;2016;3.35;0.9;2.29;3.29
POL;2017;3.34;0.9;2.3;3.23
POL;2018;3.34;0.88;2.36;3.24
POL;2019;3.35;0.85;2.48;3.27
PRT;1990;8.43;0.83;5.34;3.1
PRT;1991;8.47;0.82;5.31;3.1
PRT;1992;8.5;0.81;5.28;3.11
PRT;1993;8.53;0.81;5.26;3.12
PRT;1994;8.54;0.8;5.25;3.14
PRT;1995;8.55;0.8;5.24;3.15
PRT;1996;8.56;0.79;5.3;3.19
PRT;1997;8.56;0.78;5.44;3.25
PRT;1998;8.56;0.77;5.61;3.31
PRT;1999;8.56;0.77;5.75;3.38
PRT;2000;8.57;0.76;5.81;3.42
PRT;2001;8.58;0.77;5.77;3.43
PRT;2002;8.59;0.77;5.65;3.45
PRT;2003;8.62;0.77;5.51;3.45
PRT;2004;8.64;0.77;5.38;3.46
PRT;2005;8.65;0.77;5.32;3.46
PRT;2006;8.67;0.77;5.32;3.46
PRT;2007;8.71;0.77;5.31;3.45
PRT;2008;8.74;0.77;5.31;3.45
PRT;2009;8.77;0.77;5.31;3.44
PRT;2010;8.78;0.77;5.3;3.43
PRT;2011;8.77;0.78;5.23;3.41
PRT;2012;8.73;0.79;5.09;3.38
PRT;2013;8.7;0.81;4.92;3.34
PRT;2014;8.67;0.83;4.78;3.31
PRT;2015;8.66;0.84;4.71;3.28
PRT;2016;8.71;0.85;4.76;3.25
PRT;2017;8.78;0.87;4.81;3.22
PRT;2018;8.79;0.85;4.81;3.19
PRT;2019;8.79;0.81;4.81;3.16
PRI;1990;4.54;1.09;3.12;1.98
PRI;1991;4.57;1.14;3.12;1.95
PRI;1992;4.6;1.19;3.11;1.92
PRI;1993;4.62;1.24;3.11;1.89
PRI;1994;4.64;1.28;3.11;1.87
PRI;1995;4.65;1.3;3.1;1.86
PRI;1996;4.65;1.32;3.1;1.85
PRI;1997;4.65;1.33;3.09;1.85
PRI;1998;4.65;1.35;3.08;1.84
PRI;1999;4.66;1.36;3.07;1.83
PRI;2000;4.66;1.37;3.06;1.81
PRI;2001;4.66;1.37;3.06;1.79
PRI;2002;4.66;1.36;3.06;1.75
PRI;2003;4.66;1.36;3.05;1.71
PRI;2004;4.66;1.35;3.05;1.67
PRI;2005;4.67;1.34;3.04;1.64
PRI;2006;4.66;1.32;3.02;1.63
PRI;2007;4.64;1.29;2.99;1.62
PRI;2008;4.62;1.25;2.96;1.61
PRI;2009;4.61;1.21;2.93;1.61
PRI;2010;4.6;1.18;2.92;1.6
PRI;2011;4.62;1.15;2.93;1.59
PRI;2012;4.63;1.12;2.94;1.58
PRI;2013;4.65;1.1;2.95;1.56
PRI;2014;4.67;1.07;2.97;1.55
PRI;2015;4.68;1.05;2.98;1.53
PRI;2016;4.67;1.02;2.98;1.5
PRI;2017;4.67;1.01;2.99;1.46
PRI;2018;4.68;1;3.01;1.45
PRI;2019;4.69;1.01;3.04;1.43
QAT;1990;4.53;0.45;4.43;0.56
QAT;1991;4.53;0.45;4.43;0.55
QAT;1992;4.54;0.45;4.43;0.55
QAT;1993;4.54;0.45;4.44;0.54
QAT;1994;4.55;0.45;4.44;0.54
QAT;1995;4.55;0.44;4.45;0.54
QAT;1996;4.56;0.44;4.46;0.53
QAT;1997;4.57;0.45;4.48;0.53
QAT;1998;4.58;0.45;4.49;0.53
QAT;1999;4.59;0.45;4.5;0.53
QAT;2000;4.6;0.45;4.51;0.53
QAT;2001;4.6;0.44;4.5;0.52
QAT;2002;4.6;0.42;4.48;0.52
QAT;2003;4.6;0.4;4.46;0.51
QAT;2004;4.59;0.38;4.42;0.51
QAT;2005;4.57;0.37;4.39;0.51
QAT;2006;4.54;0.37;4.35;0.51
QAT;2007;4.51;0.38;4.31;0.51
QAT;2008;4.49;0.39;4.26;0.52
QAT;2009;4.46;0.4;4.22;0.52
QAT;2010;4.45;0.41;4.19;0.52
QAT;2011;4.45;0.41;4.18;0.52
QAT;2012;4.46;0.42;4.17;0.52
QAT;2013;4.47;0.42;4.16;0.51
QAT;2014;4.49;0.42;4.16;0.51
QAT;2015;4.5;0.42;4.15;0.51
QAT;2016;4.49;0.43;4.15;0.51
QAT;2017;4.49;0.45;4.15;0.51
QAT;2018;4.51;0.45;4.17;0.51
QAT;2019;4.54;0.45;4.21;0.52
ROU;1990;3.43;0.33;2.84;2.84
ROU;1991;3.43;0.33;2.84;2.86
ROU;1992;3.44;0.33;2.83;2.87
ROU;1993;3.44;0.33;2.82;2.88
ROU;1994;3.44;0.33;2.82;2.88
ROU;1995;3.44;0.33;2.82;2.88
ROU;1996;3.44;0.34;2.82;2.87
ROU;1997;3.43;0.34;2.83;2.86
ROU;1998;3.42;0.35;2.84;2.83
ROU;1999;3.42;0.35;2.85;2.8
ROU;2000;3.41;0.35;2.85;2.77
ROU;2001;3.42;0.35;2.85;2.71
ROU;2002;3.43;0.36;2.85;2.63
ROU;2003;3.43;0.36;2.85;2.54
ROU;2004;3.44;0.36;2.85;2.46
ROU;2005;3.44;0.36;2.85;2.4
ROU;2006;3.44;0.36;2.85;2.36
ROU;2007;3.44;0.36;2.84;2.31
ROU;2008;3.44;0.36;2.83;2.27
ROU;2009;3.44;0.36;2.83;2.24
ROU;2010;3.45;0.36;2.82;2.21
ROU;2011;3.46;0.36;2.83;2.21
ROU;2012;3.48;0.36;2.83;2.2
ROU;2013;3.5;0.36;2.83;2.2
ROU;2014;3.52;0.36;2.83;2.2
ROU;2015;3.53;0.35;2.83;2.2
ROU;2016;3.51;0.35;2.83;2.16
ROU;2017;3.5;0.35;2.83;2.13
ROU;2018;3.5;0.35;2.83;2.14
ROU;2019;3.51;0.36;2.83;2.18
RUS;1990;3.37;1.16;3.44;3.65
RUS;1991;3.37;1.2;3.46;3.65
RUS;1992;3.36;1.23;3.48;3.68
RUS;1993;3.36;1.27;3.49;3.71
RUS;1994;3.36;1.3;3.5;3.75
RUS;1995;3.36;1.32;3.5;3.8
RUS;1996;3.36;1.35;3.51;3.92
RUS;1997;3.36;1.38;3.51;4.15
RUS;1998;3.37;1.41;3.51;4.4
RUS;1999;3.37;1.44;3.5;4.61
RUS;2000;3.37;1.45;3.5;4.7
RUS;2001;3.37;1.45;3.49;4.62
RUS;2002;3.37;1.45;3.47;4.41
RUS;2003;3.37;1.44;3.44;4.15
RUS;2004;3.37;1.44;3.42;3.9
RUS;2005;3.37;1.43;3.39;3.74
RUS;2006;3.37;1.42;3.37;3.64
RUS;2007;3.37;1.41;3.34;3.56
RUS;2008;3.37;1.4;3.31;3.48
RUS;2009;3.37;1.39;3.29;3.42
RUS;2010;3.37;1.37;3.27;3.37
RUS;2011;3.37;1.36;3.28;3.32
RUS;2012;3.38;1.34;3.3;3.27
RUS;2013;3.38;1.32;3.33;3.22
RUS;2014;3.39;1.3;3.35;3.16
RUS;2015;3.39;1.29;3.36;3.13
RUS;2016;3.39;1.25;3.36;3.01
RUS;2017;3.39;1.23;3.36;2.92
RUS;2018;3.38;1.22;3.35;2.91
RUS;2019;3.38;1.22;3.32;2.93
RWA;1990;3.56;0.37;5.83;3.38
RWA;1991;3.57;0.37;5.86;3.38
RWA;1992;3.57;0.37;5.88;3.38
RWA;1993;3.57;0.37;5.89;3.38
RWA;1994;3.58;0.36;5.93;3.32
RWA;1995;3.6;0.36;5.96;3.27
RWA;1996;3.6;0.37;5.94;3.26
RWA;1997;3.6;0.38;5.91;3.25
RWA;1998;3.6;0.4;5.88;3.24
RWA;1999;3.6;0.42;5.84;3.22
RWA;2000;3.6;0.42;5.8;3.21
RWA;2001;3.6;0.42;5.76;3.22
RWA;2002;3.61;0.42;5.7;3.25
RWA;2003;3.61;0.43;5.65;3.29
RWA;2004;3.62;0.43;5.59;3.32
RWA;2005;3.62;0.43;5.53;3.34
RWA;2006;3.62;0.43;5.47;3.32
RWA;2007;3.62;0.43;5.38;3.29
RWA;2008;3.62;0.43;5.3;3.26
RWA;2009;3.62;0.43;5.23;3.23
RWA;2010;3.63;0.43;5.2;3.22
RWA;2011;3.64;0.43;5.19;3.21
RWA;2012;3.65;0.44;5.18;3.21
RWA;2013;3.67;0.44;5.18;3.21
RWA;2014;3.7;0.44;5.18;3.21
RWA;2015;3.72;0.44;5.19;3.21
RWA;2016;3.75;0.44;5.2;3.23
RWA;2017;3.78;0.44;5.22;3.25
RWA;2018;3.78;0.44;5.23;3.18
RWA;2019;3.77;0.44;5.25;3
KNA;1990;4.47;0.81;4.14;1.55
KNA;1991;4.46;0.82;4.13;1.53
KNA;1992;4.45;0.83;4.13;1.51
KNA;1993;4.44;0.83;4.13;1.5
KNA;1994;4.44;0.84;4.12;1.5
KNA;1995;4.43;0.85;4.12;1.5
KNA;1996;4.43;0.85;4.13;1.51
KNA;1997;4.43;0.85;4.14;1.53
KNA;1998;4.43;0.86;4.15;1.55
KNA;1999;4.43;0.86;4.16;1.57
KNA;2000;4.43;0.86;4.16;1.58
KNA;2001;4.43;0.86;4.16;1.58
KNA;2002;4.43;0.86;4.16;1.57
KNA;2003;4.43;0.86;4.16;1.57
KNA;2004;4.43;0.86;4.16;1.56
KNA;2005;4.43;0.86;4.16;1.56
KNA;2006;4.44;0.86;4.15;1.57
KNA;2007;4.44;0.86;4.14;1.59
KNA;2008;4.46;0.85;4.13;1.61
KNA;2009;4.47;0.84;4.12;1.63
KNA;2010;4.48;0.84;4.12;1.64
KNA;2011;4.49;0.84;4.12;1.64
KNA;2012;4.5;0.84;4.12;1.64
KNA;2013;4.52;0.84;4.12;1.63
KNA;2014;4.53;0.84;4.13;1.63
KNA;2015;4.54;0.84;4.13;1.62
KNA;2016;4.53;0.84;4.13;1.58
KNA;2017;4.52;0.84;4.13;1.54
KNA;2018;4.53;0.84;4.14;1.54
KNA;2019;4.55;0.84;4.15;1.55
LCA;1990;4.41;1.18;3.4;1.75
LCA;1991;4.4;1.18;3.38;1.72
LCA;1992;4.4;1.18;3.37;1.7
LCA;1993;4.39;1.19;3.35;1.68
LCA;1994;4.39;1.19;3.35;1.67
LCA;1995;4.39;1.19;3.34;1.67
LCA;1996;4.39;1.2;3.35;1.68
LCA;1997;4.4;1.2;3.35;1.7
LCA;1998;4.4;1.2;3.36;1.73
LCA;1999;4.41;1.2;3.37;1.75
LCA;2000;4.41;1.2;3.37;1.76
LCA;2001;4.41;1.2;3.38;1.75
LCA;2002;4.4;1.2;3.38;1.74
LCA;2003;4.4;1.21;3.38;1.72
LCA;2004;4.39;1.21;3.38;1.71
LCA;2005;4.39;1.21;3.38;1.7
LCA;2006;4.4;1.21;3.38;1.72
LCA;2007;4.41;1.21;3.37;1.75
LCA;2008;4.42;1.21;3.36;1.79
LCA;2009;4.44;1.21;3.35;1.82
LCA;2010;4.45;1.21;3.35;1.84
LCA;2011;4.45;1.21;3.35;1.85
LCA;2012;4.47;1.21;3.36;1.87
LCA;2013;4.48;1.21;3.38;1.88
LCA;2014;4.49;1.21;3.39;1.88
LCA;2015;4.5;1.21;3.4;1.88
LCA;2016;4.51;1.22;3.4;1.83
LCA;2017;4.51;1.22;3.4;1.78
LCA;2018;4.51;1.22;3.43;1.77
LCA;2019;4.51;1.22;3.47;1.75
VCT;1990;4.35;0.8;3.35;1.79
VCT;1991;4.34;0.83;3.32;1.77
VCT;1992;4.33;0.85;3.3;1.77
VCT;1993;4.33;0.87;3.28;1.77
VCT;1994;4.32;0.89;3.28;1.77
VCT;1995;4.32;0.89;3.27;1.78
VCT;1996;4.32;0.9;3.28;1.8
VCT;1997;4.33;0.9;3.3;1.85
VCT;1998;4.34;0.91;3.32;1.91
VCT;1999;4.35;0.91;3.34;1.95
VCT;2000;4.35;0.92;3.36;1.98
VCT;2001;4.35;0.92;3.37;1.98
VCT;2002;4.35;0.92;3.38;1.98
VCT;2003;4.35;0.92;3.39;1.97
VCT;2004;4.35;0.92;3.41;1.97
VCT;2005;4.35;0.92;3.41;1.98
VCT;2006;4.35;0.92;3.41;2
VCT;2007;4.36;0.92;3.4;2.04
VCT;2008;4.38;0.92;3.39;2.09
VCT;2009;4.39;0.91;3.39;2.13
VCT;2010;4.4;0.91;3.39;2.16
VCT;2011;4.41;0.91;3.39;2.19
VCT;2012;4.42;0.91;3.4;2.21
VCT;2013;4.43;0.91;3.42;2.22
VCT;2014;4.45;0.91;3.44;2.24
VCT;2015;4.45;0.91;3.45;2.24
VCT;2016;4.45;0.91;3.44;2.19
VCT;2017;4.45;0.91;3.44;2.14
VCT;2018;4.46;0.91;3.46;2.13
VCT;2019;4.48;0.91;3.51;2.13
WSM;1990;4.06;0.84;3.09;0.67
WSM;1991;4.06;0.87;3.09;0.67
WSM;1992;4.07;0.9;3.08;0.67
WSM;1993;4.07;0.92;3.08;0.67
WSM;1994;4.07;0.94;3.07;0.67
WSM;1995;4.08;0.96;3.07;0.66
WSM;1996;4.08;0.97;3.06;0.66
WSM;1997;4.09;0.98;3.05;0.66
WSM;1998;4.1;1;3.04;0.67
WSM;1999;4.1;1.01;3.03;0.67
WSM;2000;4.1;1.01;3.02;0.67
WSM;2001;4.1;1.01;3.01;0.67
WSM;2002;4.1;1.01;3;0.67
WSM;2003;4.1;1.01;2.99;0.67
WSM;2004;4.09;1.01;2.98;0.67
WSM;2005;4.09;1.01;2.97;0.67
WSM;2006;4.1;1.01;2.96;0.66
WSM;2007;4.11;1.01;2.95;0.66
WSM;2008;4.12;1.01;2.93;0.66
WSM;2009;4.13;1.01;2.92;0.66
WSM;2010;4.14;1.01;2.91;0.66
WSM;2011;4.15;1.01;2.91;0.66
WSM;2012;4.16;1;2.91;0.66
WSM;2013;4.17;1;2.91;0.65
WSM;2014;4.18;1;2.91;0.65
WSM;2015;4.18;1;2.91;0.65
WSM;2016;4.18;1;2.9;0.65
WSM;2017;4.17;1;2.9;0.65
WSM;2018;4.18;1;2.91;0.65
WSM;2019;4.2;1;2.92;0.66
SMR;1990;5.95;1.02;4.44;2.45
SMR;1991;5.96;1.03;4.44;2.45
SMR;1992;5.97;1.03;4.45;2.45
SMR;1993;5.98;1.04;4.45;2.45
SMR;1994;5.98;1.04;4.45;2.45
SMR;1995;5.99;1.05;4.46;2.45
SMR;1996;6;1.05;4.46;2.45
SMR;1997;6;1.06;4.46;2.45
SMR;1998;6.01;1.06;4.47;2.45
SMR;1999;6.02;1.07;4.47;2.45
SMR;2000;6.02;1.07;4.47;2.44
SMR;2001;6.03;1.08;4.47;2.44
SMR;2002;6.04;1.08;4.48;2.43
SMR;2003;6.04;1.09;4.48;2.42
SMR;2004;6.05;1.09;4.48;2.41
SMR;2005;6.06;1.1;4.48;2.41
SMR;2006;6.06;1.1;4.48;2.41
SMR;2007;6.05;1.1;4.49;2.41
SMR;2008;6.05;1.1;4.49;2.42
SMR;2009;6.04;1.1;4.49;2.42
SMR;2010;6.04;1.1;4.49;2.42
SMR;2011;6.05;1.11;4.49;2.41
SMR;2012;6.06;1.11;4.49;2.39
SMR;2013;6.08;1.11;4.49;2.36
SMR;2014;6.09;1.12;4.49;2.34
SMR;2015;6.1;1.12;4.49;2.33
SMR;2016;6.1;1.12;4.49;2.32
SMR;2017;6.1;1.13;4.5;2.31
SMR;2018;6.1;1.13;4.5;2.31
SMR;2019;6.09;1.13;4.5;2.33
STP;1990;3.11;0.35;3.74;0.51
STP;1991;3.11;0.35;3.73;0.51
STP;1992;3.11;0.35;3.72;0.51
STP;1993;3.1;0.35;3.71;0.51
STP;1994;3.1;0.35;3.7;0.51
STP;1995;3.1;0.35;3.7;0.51
STP;1996;3.1;0.35;3.7;0.52
STP;1997;3.1;0.35;3.7;0.52
STP;1998;3.09;0.35;3.7;0.52
STP;1999;3.09;0.35;3.7;0.53
STP;2000;3.09;0.35;3.71;0.53
STP;2001;3.09;0.35;3.71;0.53
STP;2002;3.09;0.35;3.72;0.53
STP;2003;3.1;0.34;3.73;0.53
STP;2004;3.11;0.34;3.75;0.54
STP;2005;3.11;0.33;3.75;0.54
STP;2006;3.11;0.33;3.75;0.54
STP;2007;3.12;0.33;3.74;0.54
STP;2008;3.12;0.33;3.74;0.55
STP;2009;3.13;0.33;3.73;0.55
STP;2010;3.13;0.34;3.73;0.55
STP;2011;3.14;0.34;3.73;0.55
STP;2012;3.14;0.34;3.74;0.55
STP;2013;3.15;0.34;3.75;0.55
STP;2014;3.16;0.34;3.76;0.55
STP;2015;3.16;0.34;3.76;0.55
STP;2016;3.17;0.35;3.76;0.55
STP;2017;3.18;0.35;3.77;0.54
STP;2018;3.18;0.35;3.79;0.55
STP;2019;3.19;0.35;3.83;0.57
SAU;1990;4.5;0.34;4.15;0.44
SAU;1991;4.5;0.34;4.15;0.44
SAU;1992;4.5;0.34;4.14;0.44
SAU;1993;4.51;0.34;4.14;0.44
SAU;1994;4.51;0.34;4.14;0.44
SAU;1995;4.52;0.34;4.14;0.44
SAU;1996;4.53;0.34;4.15;0.44
SAU;1997;4.54;0.33;4.15;0.44
SAU;1998;4.55;0.33;4.16;0.44
SAU;1999;4.55;0.33;4.17;0.44
SAU;2000;4.56;0.33;4.18;0.44
SAU;2001;4.57;0.34;4.19;0.44
SAU;2002;4.58;0.34;4.21;0.44
SAU;2003;4.59;0.34;4.22;0.44
SAU;2004;4.6;0.35;4.24;0.44
SAU;2005;4.61;0.35;4.25;0.44
SAU;2006;4.62;0.36;4.27;0.44
SAU;2007;4.63;0.37;4.29;0.44
SAU;2008;4.65;0.38;4.31;0.45
SAU;2009;4.66;0.39;4.33;0.45
SAU;2010;4.68;0.4;4.35;0.45
SAU;2011;4.69;0.41;4.36;0.45
SAU;2012;4.71;0.41;4.37;0.45
SAU;2013;4.74;0.42;4.39;0.45
SAU;2014;4.76;0.43;4.4;0.45
SAU;2015;4.77;0.43;4.4;0.45
SAU;2016;4.76;0.45;4.38;0.45
SAU;2017;4.74;0.45;4.37;0.45
SAU;2018;4.75;0.45;4.38;0.45
SAU;2019;4.77;0.45;4.42;0.46
SEN;1990;2.92;0.33;4.04;0.47
SEN;1991;2.91;0.33;4.03;0.47
SEN;1992;2.91;0.33;4.03;0.47
SEN;1993;2.91;0.34;4.02;0.47
SEN;1994;2.91;0.34;4.02;0.47
SEN;1995;2.91;0.34;4.02;0.47
SEN;1996;2.91;0.34;4.02;0.47
SEN;1997;2.91;0.34;4.01;0.47
SEN;1998;2.92;0.34;4;0.47
SEN;1999;2.92;0.34;3.99;0.48
SEN;2000;2.92;0.34;3.99;0.48
SEN;2001;2.92;0.34;3.99;0.48
SEN;2002;2.92;0.34;3.99;0.48
SEN;2003;2.92;0.34;4;0.48
SEN;2004;2.92;0.34;4;0.48
SEN;2005;2.92;0.33;4;0.48
SEN;2006;2.92;0.33;4;0.48
SEN;2007;2.92;0.33;3.99;0.48
SEN;2008;2.91;0.33;3.99;0.48
SEN;2009;2.91;0.33;3.98;0.48
SEN;2010;2.9;0.33;3.98;0.48
SEN;2011;2.91;0.33;3.99;0.48
SEN;2012;2.91;0.32;4.01;0.47
SEN;2013;2.92;0.32;4.03;0.47
SEN;2014;2.92;0.32;4.05;0.47
SEN;2015;2.93;0.32;4.05;0.47
SEN;2016;2.94;0.33;4.05;0.47
SEN;2017;2.94;0.33;4.05;0.47
