c_id;date;death_amount;death_percent
PLW;1995;3;1.73
PLW;1996;3;1.75
PLW;1997;3;1.78
PLW;1998;3;1.81
PLW;1999;3;1.82
PLW;2000;3;1.84
PLW;2001;3;1.87
PLW;2002;3;1.9
PLW;2003;3;1.94
PLW;2004;4;1.96
PLW;2005;4;1.96
PLW;2006;4;1.9
PLW;2007;3;1.75
PLW;2008;3;1.58
PLW;2009;3;1.43
PLW;2010;3;1.37
PLW;2011;3;1.57
PLW;2012;4;2.07
PLW;2013;5;2.66
PLW;2014;6;3.15
PLW;2015;7;3.35
PLW;2016;6;2.69
PLW;2017;4;2.01
PLW;2018;4;2
PLW;2019;5;1.99
PSE;1990;1272;12.93
PSE;1991;1288;13
PSE;1992;1296;13
PSE;1993;1309;13.08
PSE;1994;1317;13.19
PSE;1995;1329;13.23
PSE;1996;1340;13.16
PSE;1997;1342;13.02
PSE;1998;1338;12.8
PSE;1999;1336;12.6
PSE;2000;1354;11.62
PSE;2001;1387;11.28
PSE;2002;1425;10.92
PSE;2003;1453;11.32
PSE;2004;1478;11.14
PSE;2005;1493;11.55
PSE;2006;1519;10.78
PSE;2007;1536;11.58
PSE;2008;1566;10.57
PSE;2009;1593;10.75
PSE;2010;1624;12.55
PSE;2011;1647;12.48
PSE;2012;1607;12.15
PSE;2013;1619;12.46
PSE;2014;1718;12.48
PSE;2015;1793;12.42
PSE;2016;1783;12.07
PSE;2017;1766;11.7
PSE;2018;1794;11.5
PSE;2019;1848;11.57
PAN;1990;750;8.34
PAN;1991;739;8.06
PAN;1992;756;7.89
PAN;1993;782;7.72
PAN;1994;767;7.47
PAN;1995;782;7.32
PAN;1996;774;7.21
PAN;1997;814;7.17
PAN;1998;810;6.99
PAN;1999;797;6.86
PAN;2000;760;6.64
PAN;2001;776;6.61
PAN;2002;796;6.54
PAN;2003;831;6.54
PAN;2004;832;6.4
PAN;2005;848;6.29
PAN;2006;856;6.13
PAN;2007;838;5.93
PAN;2008;844;5.72
PAN;2009;850;5.55
PAN;2010;860;5.45
PAN;2011;878;5.43
PAN;2012;907;5.39
PAN;2013;930;5.36
PAN;2014;937;5.28
PAN;2015;926;5.15
PAN;2016;886;4.83
PAN;2017;841;4.45
PAN;2018;825;4.29
PAN;2019;823;4.18
PNG;1990;6433;22.3
PNG;1991;6579;22.08
PNG;1992;6720;22.09
PNG;1993;6812;21.98
PNG;1994;6898;21.87
PNG;1995;7017;21.81
PNG;1996;7157;21.82
PNG;1997;7316;21.78
PNG;1998;7611;21.02
PNG;1999;7830;21.69
PNG;2000;8030;21.51
PNG;2001;8238;21.32
PNG;2002;8494;21.13
PNG;2003;8749;20.98
PNG;2004;9069;20.88
PNG;2005;9449;20.91
PNG;2006;9740;20.9
PNG;2007;9988;20.9
PNG;2008;10167;20.87
PNG;2009;10307;20.69
PNG;2010;10579;20.78
PNG;2011;10771;20.74
PNG;2012;10958;20.59
PNG;2013;11092;20.53
PNG;2014;11243;20.46
PNG;2015;11439;20.41
PNG;2016;11604;20.22
PNG;2017;11846;20.12
PNG;2018;12124;20.08
PNG;2019;12351;20.03
PRY;1990;2109;13.76
PRY;1991;2032;13.48
PRY;1992;2153;13.45
PRY;1993;2224;13.32
PRY;1994;2270;13.19
PRY;1995;2335;12.96
PRY;1996;2395;12.68
PRY;1997;2310;12.24
PRY;1998;2320;12.01
PRY;1999;2343;11.79
PRY;2000;2329;11.48
PRY;2001;2276;11.17
PRY;2002;2276;10.94
PRY;2003;2342;10.76
PRY;2004;2449;10.53
PRY;2005;2458;10.5
PRY;2006;2495;10.36
PRY;2007;2452;10.15
PRY;2008;2453;9.92
PRY;2009;2535;9.75
PRY;2010;2552;9.52
PRY;2011;2474;9.12
PRY;2012;2389;8.67
PRY;2013;2365;8.25
PRY;2014;2235;7.78
PRY;2015;2206;7.49
PRY;2016;2308;7.39
PRY;2017;2302;7.23
PRY;2018;2288;7.08
PRY;2019;2284;6.91
PER;1990;15698;12
PER;1991;14232;10.76
PER;1992;14317;11.13
PER;1993;13740;10.85
PER;1994;13170;10.59
PER;1995;12896;10.34
PER;1996;12006;10
PER;1997;11658;9.71
PER;1998;11401;9.5
PER;1999;10655;9.18
PER;2000;10712;9.12
PER;2001;10325;9.04
PER;2002;10319;9.02
PER;2003;10535;9.02
PER;2004;10345;8.98
PER;2005;10319;8.94
PER;2006;10158;8.84
PER;2007;9925;8.71
PER;2008;10155;8.69
PER;2009;11473;8.77
PER;2010;11956;8.77
PER;2011;11996;8.73
PER;2012;11976;8.6
PER;2013;11887;8.45
PER;2014;11505;8.21
PER;2015;11231;8.03
PER;2016;11160;7.83
PER;2017;11136;7.65
PER;2018;11255;7.58
PER;2019;11414;7.54
PHL;1990;43170;13.09
PHL;1991;41916;12.72
PHL;1992;42039;12.71
PHL;1993;42409;12.58
PHL;1994;42790;12.53
PHL;1995;43329;12.53
PHL;1996;44369;12.62
PHL;1997;45032;12.68
PHL;1998;46619;12.81
PHL;1999;49217;13.26
PHL;2000;52569;13.65
PHL;2001;56219;14.13
PHL;2002;59690;14.53
PHL;2003;61344;14.72
PHL;2004;63158;14.83
PHL;2005;66727;15.06
PHL;2006;68885;14.98
PHL;2007;70385;15.15
PHL;2008;73438;15.25
PHL;2009;76013;15.32
PHL;2010;77603;15.38
PHL;2011;78736;15.18
PHL;2012;78891;14.82
PHL;2013;77575;13.98
PHL;2014;76301;13.66
PHL;2015;76561;13.2
PHL;2016;76124;12.85
PHL;2017;75510;12.5
PHL;2018;74942;12.31
PHL;2019;74783;12.1
POL;1990;51815;12.99
POL;1991;53652;12.98
POL;1992;52024;12.81
POL;1993;49810;12.62
POL;1994;48930;12.35
POL;1995;48604;12.18
POL;1996;46613;11.88
POL;1997;45175;11.53
POL;1998;42940;11.12
POL;1999;42207;10.77
POL;2000;39516;10.41
POL;2001;38158;10.17
POL;2002;37027;9.94
POL;2003;36451;9.77
POL;2004;36331;9.62
POL;2005;36157;9.49
POL;2006;36280;9.42
POL;2007;36579;9.37
POL;2008;36468;9.31
POL;2009;36349;9.25
POL;2010;35266;9.13
POL;2011;34536;8.92
POL;2012;33921;8.6
POL;2013;32394;8.21
POL;2014;30556;7.83
POL;2015;30691;7.66
POL;2016;30269;7.55
POL;2017;30527;7.52
POL;2018;31008;7.5
POL;2019;31119;7.43
PRT;1990;4584;4.34
PRT;1991;4553;4.24
PRT;1992;4409;4.14
PRT;1993;4398;4.08
PRT;1994;4169;3.95
PRT;1995;4207;3.91
PRT;1996;4269;3.9
PRT;1997;4278;3.92
PRT;1998;4307;3.93
PRT;1999;4375;3.95
PRT;2000;4332;3.95
PRT;2001;4253;3.89
PRT;2002;4199;3.82
PRT;2003;4100;3.72
PRT;2004;3883;3.62
PRT;2005;3781;3.54
PRT;2006;3632;3.42
PRT;2007;3472;3.23
PRT;2008;3307;3.06
PRT;2009;3195;2.94
PRT;2010;3062;2.81
PRT;2011;2927;2.69
PRT;2012;2857;2.61
PRT;2013;2762;2.51
PRT;2014;2646;2.4
PRT;2015;2514;2.26
PRT;2016;2445;2.15
PRT;2017;2414;2.08
PRT;2018;2412;2.05
PRT;2019;2411;2
PRI;1990;472;1.83
PRI;1991;477;1.81
PRI;1992;491;1.8
PRI;1993;504;1.79
PRI;1994;505;1.76
PRI;1995;531;1.77
PRI;1996;528;1.75
PRI;1997;494;1.72
PRI;1998;499;1.67
PRI;1999;457;1.59
PRI;2000;433;1.51
PRI;2001;437;1.49
PRI;2002;402;1.42
PRI;2003;388;1.36
PRI;2004;357;1.23
PRI;2005;342;1.17
PRI;2006;329;1.15
PRI;2007;333;1.15
PRI;2008;337;1.15
PRI;2009;345;1.15
PRI;2010;335;1.15
PRI;2011;365;1.18
PRI;2012;354;1.19
PRI;2013;371;1.21
PRI;2014;372;1.23
PRI;2015;362;1.23
PRI;2016;382;1.24
PRI;2017;393;1.13
PRI;2018;416;1.27
PRI;2019;434;1.3
QAT;1990;176;16.97
QAT;1991;184;17.03
QAT;1992;192;17.07
QAT;1993;198;17.1
QAT;1994;194;16.67
QAT;1995;196;16.33
QAT;1996;215;16.78
QAT;1997;229;17
QAT;1998;237;17.04
QAT;1999;240;17
QAT;2000;240;16.85
QAT;2001;246;16.78
QAT;2002;261;16.83
QAT;2003;274;16.89
QAT;2004;279;16.84
QAT;2005;296;16.79
QAT;2006;317;16.72
QAT;2007;335;16.51
QAT;2008;348;16.33
QAT;2009;364;16.2
QAT;2010;375;16.05
QAT;2011;384;15.87
QAT;2012;401;15.81
QAT;2013;421;15.82
QAT;2014;441;15.74
QAT;2015;454;15.56
QAT;2016;464;15.3
QAT;2017;480;15.13
QAT;2018;511;15.06
QAT;2019;545;14.97
ROU;1990;31878;12.35
ROU;1991;31748;12.25
ROU;1992;32969;12.14
ROU;1993;32920;11.99
ROU;1994;32872;11.79
ROU;1995;33724;11.67
ROU;1996;34591;11.51
ROU;1997;33864;11.3
ROU;1998;31783;11.03
ROU;1999;29637;10.79
ROU;2000;28097;10.46
ROU;2001;28075;10.22
ROU;2002;28155;10.02
ROU;2003;27325;9.76
ROU;2004;25763;9.45
ROU;2005;25058;9.17
ROU;2006;24011;8.93
ROU;2007;22930;8.7
ROU;2008;22660;8.49
ROU;2009;22331;8.27
ROU;2010;21778;8.05
ROU;2011;20176;7.76
ROU;2012;19717;7.48
ROU;2013;18346;7.18
ROU;2014;18276;6.92
ROU;2015;17710;6.7
ROU;2016;17346;6.54
ROU;2017;17183;6.43
ROU;2018;17128;6.37
ROU;2019;17138;6.32
RUS;1990;135823;8.02
RUS;1991;135033;7.8
RUS;1992;141902;7.6
RUS;1993;165097;7.5
RUS;1994;177933;7.4
RUS;1995;166784;7.22
RUS;1996;154662;7.09
RUS;1997;145090;6.97
RUS;1998;141067;6.82
RUS;1999;150443;6.69
RUS;2000;154312;6.58
RUS;2001;153788;6.46
RUS;2002;154355;6.32
RUS;2003;152753;6.17
RUS;2004;144571;5.99
RUS;2005;146884;5.89
RUS;2006;134850;5.83
RUS;2007;130176;5.86
RUS;2008;132511;5.95
RUS;2009;127939;6
RUS;2010;129130;6.02
RUS;2011;118762;5.88
RUS;2012;111683;5.61
RUS;2013;103861;5.31
RUS;2014;99174;5.01
RUS;2015;92829;4.76
RUS;2016;84864;4.41
RUS;2017;75992;4.11
RUS;2018;75690;4.07
RUS;2019;77516;4.11
RWA;1990;14256;14.32
RWA;1991;14585;14.31
RWA;1992;14038;14.03
RWA;1993;12291;13.49
RWA;1994;11382;2.69
RWA;1995;11699;12.72
RWA;1996;12382;13.03
RWA;1997;12743;12.47
RWA;1998;12672;12.64
RWA;1999;12150;12.69
RWA;2000;11686;12.63
RWA;2001;11218;12.44
RWA;2002;10984;12.8
RWA;2003;10752;12.98
RWA;2004;10775;13.44
RWA;2005;10466;13.85
RWA;2006;10033;14.24
RWA;2007;9742;14.51
RWA;2008;9470;14.6
RWA;2009;8840;14.34
RWA;2010;8792;14.65
RWA;2011;8726;14.75
RWA;2012;8839;14.89
RWA;2013;8502;14.97
RWA;2014;8640;15.03
RWA;2015;8770;15
RWA;2016;8846;14.85
RWA;2017;8898;14.84
RWA;2018;9110;15.01
RWA;2019;9286;15.07
KNA;1990;23;4.52
KNA;1991;19;4.33
KNA;1992;18;4.22
KNA;1993;17;4.09
KNA;1994;17;3.98
KNA;1995;17;3.91
KNA;1996;16;3.81
KNA;1997;16;3.7
KNA;1998;15;3.54
KNA;1999;14;3.47
KNA;2000;13;3.34
KNA;2001;13;3.21
KNA;2002;12;3.02
KNA;2003;11;2.83
KNA;2004;10;2.69
KNA;2005;10;2.58
KNA;2006;10;2.52
KNA;2007;9;2.46
KNA;2008;9;2.33
KNA;2009;9;2.28
KNA;2010;9;2.26
KNA;2011;9;2.25
KNA;2012;9;2.25
KNA;2013;9;2.25
KNA;2014;10;2.25
KNA;2015;10;2.25
KNA;2016;10;2.21
KNA;2017;10;2.18
KNA;2018;10;2.21
KNA;2019;12;2.32
LCA;1990;87;9.92
LCA;1991;85;9.64
LCA;1992;83;9.32
LCA;1993;81;9.02
LCA;1994;78;8.71
LCA;1995;76;8.52
LCA;1996;73;8.3
LCA;1997;71;8.11
LCA;1998;69;7.93
LCA;1999;68;7.8
LCA;2000;67;7.58
LCA;2001;67;7.39
LCA;2002;67;7.15
LCA;2003;66;6.94
LCA;2004;64;6.7
LCA;2005;63;6.53
LCA;2006;61;6.34
LCA;2007;59;6.15
LCA;2008;58;6
LCA;2009;58;5.88
LCA;2010;57;5.69
LCA;2011;58;5.72
LCA;2012;60;5.73
LCA;2013;66;5.83
LCA;2014;69;5.92
LCA;2015;73;6
LCA;2016;79;5.95
LCA;2017;79;5.81
LCA;2018;82;5.83
LCA;2019;85;5.91
VCT;1990;65;9.29
VCT;1991;65;9.15
VCT;1992;64;8.92
VCT;1993;63;8.74
VCT;1994;62;8.53
VCT;1995;59;8.25
VCT;1996;58;8.04
VCT;1997;57;7.95
VCT;1998;57;7.86
VCT;1999;56;7.66
VCT;2000;55;7.44
VCT;2001;53;7.25
VCT;2002;51;6.95
VCT;2003;50;6.81
VCT;2004;49;6.59
VCT;2005;48;6.43
VCT;2006;47;6.32
VCT;2007;47;6.24
VCT;2008;49;6.24
VCT;2009;51;6.23
VCT;2010;52;6.23
VCT;2011;55;6.33
VCT;2012;58;6.41
VCT;2013;60;6.39
VCT;2014;63;6.53
VCT;2015;64;6.49
VCT;2016;64;6.33
VCT;2017;64;6.21
VCT;2018;65;6.22
VCT;2019;67;6.29
WSM;1990;159;15.96
WSM;1991;159;15.8
WSM;1992;159;15.82
WSM;1993;160;15.72
WSM;1994;160;15.61
WSM;1995;161;15.52
WSM;1996;162;15.47
WSM;1997;163;15.47
WSM;1998;164;15.46
WSM;1999;166;15.46
WSM;2000;168;15.43
WSM;2001;170;15.44
WSM;2002;173;15.49
WSM;2003;177;15.58
WSM;2004;180;15.65
WSM;2005;183;15.62
WSM;2006;186;15.73
WSM;2007;187;15.71
WSM;2008;189;15.68
WSM;2009;190;14.41
WSM;2010;191;15.56
WSM;2011;192;15.48
WSM;2012;193;15.26
WSM;2013;193;15.21
WSM;2014;193;15.02
WSM;2015;192;14.82
WSM;2016;190;14.46
WSM;2017;186;14.03
WSM;2018;184;13.7
WSM;2019;181;13.33
SMR;1990;6;3.31
SMR;1991;6;3.25
SMR;1992;6;3.18
SMR;1993;6;3.12
SMR;1994;6;3.06
SMR;1995;6;3
SMR;1996;6;2.94
SMR;1997;6;2.89
SMR;1998;6;2.83
SMR;1999;5;2.73
SMR;2000;5;2.64
SMR;2001;5;2.55
SMR;2002;5;2.54
SMR;2003;6;2.48
SMR;2004;6;2.45
SMR;2005;6;2.36
SMR;2006;6;2.28
SMR;2007;5;2.15
SMR;2008;5;2.05
SMR;2009;5;1.95
SMR;2010;5;1.93
SMR;2011;5;1.97
SMR;2012;6;2.06
SMR;2013;6;2.14
SMR;2014;6;2.21
SMR;2015;6;2.21
SMR;2016;6;2.18
SMR;2017;6;2.13
SMR;2018;6;2.18
SMR;2019;7;2.2
STP;1990;173;17.87
STP;1991;175;17.9
STP;1992;178;17.9
STP;1993;179;17.92
STP;1994;181;17.84
STP;1995;183;17.84
STP;1996;185;17.88
STP;1997;186;17.91
STP;1998;187;17.96
STP;1999;186;17.99
STP;2000;174;17.65
STP;2001;171;17.64
STP;2002;175;17.8
STP;2003;164;17.33
STP;2004;171;17.59
STP;2005;159;16.82
STP;2006;164;17.18
STP;2007;162;17.07
STP;2008;156;16.61
STP;2009;154;16.74
STP;2010;155;16.82
STP;2011;150;16.5
STP;2012;148;16.26
STP;2013;150;16.32
STP;2014;154;16.54
STP;2015;152;16.35
STP;2016;147;15.8
STP;2017;143;15.28
STP;2018;141;15.06
STP;2019;140;14.9
SAU;1990;9196;14.35
SAU;1991;9338;14.32
SAU;1992;9458;14.22
SAU;1993;9606;14.12
SAU;1994;9798;14.06
SAU;1995;10049;14.1
SAU;1996;10323;14.22
SAU;1997;10630;14.31
SAU;1998;10969;14.5
SAU;1999;11345;14.68
SAU;2000;11662;14.8
SAU;2001;11862;14.81
SAU;2002;12128;14.86
SAU;2003;12484;14.92
SAU;2004;12796;14.99
SAU;2005;13303;15.13
SAU;2006;13742;15.21
SAU;2007;14169;15.29
SAU;2008;14586;15.33
SAU;2009;14831;15.3
SAU;2010;15100;15.28
SAU;2011;15179;15.26
SAU;2012;15325;15.26
SAU;2013;15674;15.31
SAU;2014;15988;15.27
SAU;2015;16514;15.19
SAU;2016;16767;15.17
SAU;2017;17087;15.01
SAU;2018;17511;14.86
SAU;2019;18036;14.75
SEN;1990;11089;14.36
SEN;1991;11051;14.27
SEN;1992;10963;14
SEN;1993;10938;13.78
SEN;1994;10990;13.63
SEN;1995;10819;13.18
SEN;1996;10669;12.9
SEN;1997;10556;12.65
SEN;1998;10610;12.55
SEN;1999;10677;12.51
SEN;2000;10468;12.41
SEN;2001;11875;13.77
SEN;2002;11850;13.68
SEN;2003;11343;13.34
SEN;2004;11787;13.69
SEN;2005;11827;13.74
SEN;2006;11765;13.75
SEN;2007;11848;13.96
SEN;2008;11997;14.31
SEN;2009;12267;14.65
SEN;2010;11715;14.05
SEN;2011;11928;14.26
SEN;2012;11888;14.23
SEN;2013;12084;14.45
SEN;2014;12590;14.82
SEN;2015;12788;14.94
SEN;2016;12969;15.04
SEN;2017;12851;14.88
SEN;2018;12514;14.76
SEN;2019;12483;14.77
SRB;1990;16357;16.29
SRB;1991;16228;15.71
SRB;1992;16675;16.12
SRB;1993;17313;16.16
SRB;1994;17881;16.04
SRB;1995;18465;16.02
SRB;1996;19105;15.97
SRB;1997;19837;15.91
SRB;1998;18087;15.24
SRB;1999;17925;13.91
SRB;2000;18136;14.97
SRB;2001;17553;14.64
SRB;2002;17225;14.32
SRB;2003;17361;14.06
SRB;2004;17385;13.78
SRB;2005;17616;13.56
SRB;2006;17272;13.35
SRB;2007;16972;13.2
SRB;2008;17005;13.1
SRB;2009;16603;12.91
SRB;2010;15905;12.7
SRB;2011;15262;12.4
SRB;2012;14773;12.08
SRB;2013;14318;11.62
SRB;2014;14015;11.28
SRB;2015;13663;11.01
SRB;2016;12953;10.7
SRB;2017;12825;10.5
SRB;2018;12801;10.31
SRB;2019;12668;10.14
SYC;1990;29;5.29
SYC;1991;29;5.26
SYC;1992;29;5.22
SYC;1993;29;5.14
SYC;1994;29;5.09
SYC;1995;29;5.05
SYC;1996;29;4.98
SYC;1997;28;4.86
SYC;1998;28;4.82
SYC;1999;28;4.77
SYC;2000;27;4.72
SYC;2001;27;4.68
SYC;2002;28;4.65
SYC;2003;29;4.62
SYC;2004;29;4.55
SYC;2005;29;4.58
SYC;2006;30;4.57
SYC;2007;29;4.47
SYC;2008;29;4.42
SYC;2009;30;4.38
SYC;2010;29;4.31
SYC;2011;29;4.27
SYC;2012;30;4.28
SYC;2013;30;4.27
SYC;2014;31;4.26
SYC;2015;32;4.29
SYC;2016;33;4.38
SYC;2017;35;4.46
SYC;2018;35;4.47
SYC;2019;36;4.41
SLE;1990;9775;16.1
SLE;1991;9549;15.6
SLE;1992;9435;15.66
SLE;1993;9382;15.55
SLE;1994;9325;14.95
SLE;1995;9325;14.66
SLE;1996;9286;15.01
SLE;1997;9273;14.86
SLE;1998;9339;14
SLE;1999;9532;14
SLE;2000;9842;14.72
SLE;2001;10066;14.86
SLE;2002;10251;14.9
SLE;2003;10327;14.87
SLE;2004;10519;14.99
SLE;2005;10612;15.11
SLE;2006;10625;15.17
SLE;2007;10544;15.12
SLE;2008;10294;15
SLE;2009;10145;14.98
SLE;2010;10177;15.2
SLE;2011;10044;15.22
SLE;2012;9914;15.29
SLE;2013;9741;15.35
SLE;2014;9577;14.25
SLE;2015;9490;14.85
SLE;2016;9365;15.17
SLE;2017;9362;15.06
SLE;2018;9403;15.45
SLE;2019;9371;15.47
SGP;1990;1226;8.81
SGP;1991;1159;8.31
SGP;1992;1109;7.91
SGP;1993;1075;7.55
SGP;1994;1074;7.31
SGP;1995;1073;7.11
SGP;1996;1088;7.09
SGP;1997;1083;7.04
SGP;1998;1092;7.03
SGP;1999;1051;6.83
SGP;2000;1028;6.73
SGP;2001;1006;6.57
SGP;2002;986;6.36
SGP;2003;958;6.13
SGP;2004;938;5.9
SGP;2005;906;5.78
SGP;2006;894;5.57
SGP;2007;897;5.4
SGP;2008;894;5.2
SGP;2009;877;5.03
SGP;2010;882;4.94
SGP;2011;909;4.99
SGP;2012;982;5.2
SGP;2013;1057;5.45
SGP;2014;1130;5.68
SGP;2015;1174;5.75
SGP;2016;1195;5.68
SGP;2017;1216;5.63
SGP;2018;1308;5.77
SGP;2019;1374;5.8
SVK;1990;6026;10.68
SVK;1991;5931;10.62
SVK;1992;5790;10.56
SVK;1993;5635;10.49
SVK;1994;5455;10.37
SVK;1995;5514;10.31
SVK;1996;5263;10.08
SVK;1997;5273;9.78
SVK;1998;5091;9.39
SVK;1999;4883;9.04
SVK;2000;4681;8.79
SVK;2001;4658;8.7
SVK;2002;4611;8.64
SVK;2003;4633;8.6
SVK;2004;4571;8.53
SVK;2005;4660;8.47
SVK;2006;4607;8.38
SVK;2007;4639;8.27
SVK;2008;4478;8.1
SVK;2009;4380;7.92
SVK;2010;4188;7.73
SVK;2011;4092;7.51
SVK;2012;3906;7.23
SVK;2013;3731;6.95
SVK;2014;3588;6.7
SVK;2015;3624;6.56
SVK;2016;3442;6.34
SVK;2017;3448;6.26
SVK;2018;3498;6.28
SVK;2019;3573;6.32
SVN;1990;1626;8.5
SVN;1991;1640;8.6
SVN;1992;1640;8.66
SVN;1993;1641;8.67
SVN;1994;1631;8.59
SVN;1995;1613;8.44
SVN;1996;1583;8.21
SVN;1997;1547;7.96
SVN;1998;1497;7.65
SVN;1999;1430;7.35
SVN;2000;1350;7.05
SVN;2001;1342;6.86
SVN;2002;1283;6.68
SVN;2003;1268;6.56
SVN;2004;1223;6.34
SVN;2005;1140;6.06
SVN;2006;1109;5.86
SVN;2007;1072;5.61
SVN;2008;1026;5.42
SVN;2009;997;5.25
SVN;2010;983;5.13
SVN;2011;970;5.04
SVN;2012;974;4.97
SVN;2013;950;4.87
SVN;2014;889;4.74
SVN;2015;921;4.68
SVN;2016;889;4.5
SVN;2017;888;4.38
SVN;2018;915;4.41
SVN;2019;940;4.44
SLB;1990;779;24.32
SLB;1991;802;24.13
SLB;1992;820;24.19
SLB;1993;838;24.09
SLB;1994;857;24.05
SLB;1995;874;23.98
SLB;1996;895;23.95
SLB;1997;919;23.95
SLB;1998;951;24
SLB;1999;976;23.93
SLB;2000;999;23.77
SLB;2001;1019;23.53
SLB;2002;1037;23.23
SLB;2003;1056;23.03
SLB;2004;1073;22.83
SLB;2005;1095;22.77
SLB;2006;1118;22.78
SLB;2007;1132;22.47
SLB;2008;1108;21.9
SLB;2009;1142;22.17
SLB;2010;1152;22.12
SLB;2011;1193;22.66
SLB;2012;1212;22.81
SLB;2013;1231;22.86
SLB;2014;1254;22.9
SLB;2015;1268;22.92
SLB;2016;1267;22.62
SLB;2017;1280;22.54
SLB;2018;1303;22.62
SLB;2019;1320;22.54
SOM;1990;16380;15.7
SOM;1991;16149;14.95
SOM;1992;16498;15.22
SOM;1993;17049;15.58
SOM;1994;17646;15.34
SOM;1995;18192;15.3
SOM;1996;18683;15.22
SOM;1997;19235;14.95
SOM;1998;19747;15.18
SOM;1999;20207;15.14
SOM;2000;20617;15.14
SOM;2001;20891;15.12
SOM;2002;21307;15.27
SOM;2003;21614;15.42
SOM;2004;21915;15.48
SOM;2005;22136;15.7
SOM;2006;22465;15.73
SOM;2007;23463;15.91
SOM;2008;24520;16.24
SOM;2009;25047;16.41
SOM;2010;25475;15.9
SOM;2011;25715;16.01
SOM;2012;25938;16.62
SOM;2013;26142;16.8
SOM;2014;26323;16.91
SOM;2015;26493;17
SOM;2016;27038;17.02
SOM;2017;27222;16.94
SOM;2018;27838;17.13
SOM;2019;28334;17.29
ZAF;1990;25962;9.52
ZAF;1991;26089;9.41
ZAF;1992;27368;9.34
ZAF;1993;26658;9.22
ZAF;1994;28088;9.13
ZAF;1995;28530;8.9
ZAF;1996;30766;8.9
ZAF;1997;34606;8.77
ZAF;1998;36035;8.43
ZAF;1999;35580;7.96
ZAF;2000;37239;7.64
ZAF;2001;36861;7.23
ZAF;2002;37111;6.85
ZAF;2003;37406;6.52
ZAF;2004;36967;6.23
ZAF;2005;37004;6.09
ZAF;2006;37832;6.13
ZAF;2007;37154;6.14
ZAF;2008;36854;6.24
ZAF;2009;36413;6.38
ZAF;2010;35755;6.5
ZAF;2011;34633;6.61
ZAF;2012;33799;6.73
ZAF;2013;33330;6.83
ZAF;2014;33633;6.86
ZAF;2015;33690;6.84
ZAF;2016;33230;6.74
ZAF;2017;32619;6.64
ZAF;2018;30553;6.49
ZAF;2019;29830;6.41
KOR;1990;18780;8.12
KOR;1991;18551;7.96
KOR;1992;17965;7.78
KOR;1993;17624;7.63
KOR;1994;17563;7.51
KOR;1995;17136;7.36
KOR;1996;16946;7.27
KOR;1997;17036;7.25
KOR;1998;17261;7.22
KOR;1999;17473;7.23
KOR;2000;17366;7.15
KOR;2001;16993;7.03
KOR;2002;16880;6.92
KOR;2003;16804;6.86
KOR;2004;16627;6.81
KOR;2005;16368;6.72
KOR;2006;16038;6.59
KOR;2007;15864;6.45
KOR;2008;15707;6.34
KOR;2009;15661;6.23
KOR;2010;15833;6.16
KOR;2011;16260;6.22
KOR;2012;17164;6.42
KOR;2013;17944;6.66
KOR;2014;18593;6.8
KOR;2015;19238;6.91
KOR;2016;19583;6.86
KOR;2017;20600;6.87
KOR;2018;21645;6.92
KOR;2019;23115;7.03
SSD;1990;10887;14.48
SSD;1991;10902;14.39
SSD;1992;11002;14.35
SSD;1993;11076;14.28
SSD;1994;11099;14.18
SSD;1995;11235;14.19
SSD;1996;11146;14.06
SSD;1997;10970;12.97
SSD;1998;10872;13.1
SSD;1999;10733;13.2
SSD;2000;10632;13.22
SSD;2001;10441;13.12
SSD;2002;10355;13.05
SSD;2003;10323;13.05
SSD;2004;10378;13.19
SSD;2005;10551;13.28
SSD;2006;10748;13.26
SSD;2007;10865;13.35
SSD;2008;10988;13.43
SSD;2009;11032;13.2
SSD;2010;10975;13.35
SSD;2011;10953;13.18
SSD;2012;10894;13.28
SSD;2013;10820;13.06
SSD;2014;10588;12.94
SSD;2015;10160;13.16
SSD;2016;9596;13.13
SSD;2017;9187;12.95
SSD;2018;9107;13.08
SSD;2019;9088;13.25
ESP;1990;16349;4.78
ESP;1991;15743;4.55
ESP;1992;14929;4.33
ESP;1993;14617;4.2
ESP;1994;14407;4.1
ESP;1995;14729;4.12
ESP;1996;14982;4.13
ESP;1997;15143;4.2
ESP;1998;15652;4.25
ESP;1999;16242;4.32
ESP;2000;15893;4.28
ESP;2001;15694;4.22
ESP;2002;15856;4.19
ESP;2003;15840;4.09
ESP;2004;15329;3.97
ESP;2005;14922;3.85
ESP;2006;14302;3.72
ESP;2007;13966;3.6
ESP;2008;13577;3.48
ESP;2009;13186;3.39
ESP;2010;12818;3.31
ESP;2011;12731;3.24
ESP;2012;12661;3.18
ESP;2013;12283;3.1
ESP;2014;12212;3.04
ESP;2015;12209;2.95
ESP;2016;11506;2.77
ESP;2017;11154;2.65
ESP;2018;11557;2.68
ESP;2019;11785;2.69
LKA;1990;12826;13.46
LKA;1991;11973;12.98
LKA;1992;11895;12.93
LKA;1993;11520;12.96
LKA;1994;11953;12.94
LKA;1995;12457;12.34
LKA;1996;12841;12.27
LKA;1997;13654;12.29
LKA;1998;13230;12.05
LKA;1999;13481;12.13
LKA;2000;13663;11.91
LKA;2001;13206;11.94
LKA;2002;13104;12.01
LKA;2003;13595;12.04
LKA;2004;13673;9.76
LKA;2005;14240;12.01
