c_id;date;amount_urban;amount_rural
AFG;1960;755835;8241132
AFG;1961;796271;8373135
AFG;1962;839385;8512057
AFG;1963;885227;8657973
AFG;1964;934134;8810638
AFG;1965;986074;8970244
AFG;1966;1041191;9133649
AFG;1967;1099273;9300663
AFG;1968;1161355;9475709
AFG;1969;1228273;9665499
AFG;1970;1300949;9872705
AFG;1971;1379464;10095986
AFG;1972;1463291;10327931
AFG;1973;1551037;10557926
AFG;1974;1640869;10772091
AFG;1975;1730929;10958235
AFG;1976;1821611;11121482
AFG;1977;1912077;11259217
AFG;1978;1997578;11343621
AFG;1979;2070936;11340124
AFG;1980;2136372;11220128
AFG;1981;2181493;10990186
AFG;1982;2208965;10673553
AFG;1983;2225071;10312661
AFG;1984;2241321;9962985
AFG;1985;2267901;9670303
AFG;1986;2305807;9430370
AFG;1987;2357346;9247192
AFG;1988;2439549;9178459
AFG;1989;2502908;9365965
AFG;1990;2628555;9783756
AFG;1991;2828169;10470847
AFG;1992;3093388;11392155
AFG;1993;3391712;12424889
AFG;1994;3677087;13398641
AFG;1995;3916250;14194412
AFG;1996;4093837;14759607
AFG;1997;4220821;15136305
AFG;1998;4321585;15416185
AFG;1999;4434762;15736085
AFG;2000;4587799;16192158
AFG;2001;4790054;16816938
AFG;2002;5031158;17569616
AFG;2003;5293385;18387486
AFG;2004;5563505;19163184
AFG;2005;5824290;19829984
AFG;2006;6055021;20378037
AFG;2007;6263748;20836794
AFG;2008;6464836;21257445
AFG;2009;6680730;21714076
AFG;2010;6927765;22257746
AFG;2011;7212518;22904893
AFG;2012;7528589;23632789
AFG;2013;7865068;24404524
AFG;2014;8204880;25165924
AFG;2015;8535606;25877997
AFG;2016;8852834;26530194
AFG;2017;9164768;27131343
AFG;2018;9476982;27694940
AFG;2019;9797274;28244483
AFG;2020;10131490;28796851
ALB;1960;493982;1114818
ALB;1961;513592;1146208
ALB;1962;530766;1180553
ALB;1963;547928;1214693
ALB;1964;565248;1248887
ALB;1965;582374;1282417
ALB;1966;599300;1315273
ALB;1967;616687;1348911
ALB;1968;635924;1386348
ALB;1969;656733;1424962
ALB;1970;677801;1457678
ALB;1971;698647;1489206
ALB;1972;720649;1522477
ALB;1973;742333;1554419
ALB;1974;764166;1585958
ALB;1975;786668;1618163
ALB;1976;809052;1649474
ALB;1977;832109;1681437
ALB;1978;854618;1711648
ALB;1979;876974;1740858
ALB;1980;902120;1769877
ALB;1981;927513;1798543
ALB;1982;954645;1829633
ALB;1983;982645;1861315
ALB;1984;1011235;1893194
ALB;1985;1040127;1924635
ALB;1986;1068501;1954134
ALB;1987;1098349;1985256
ALB;1988;1127722;2014614
ALB;1989;1167160;2060783
ALB;1990;1197222;2089320
ALB;1991;1198912;2067878
ALB;1992;1209490;2037549
ALB;1993;1219882;2007405
ALB;1994;1230218;1977318
ALB;1995;1240399;1947385
ALB;1996;1250518;1917515
ALB;1997;1260414;1887867
ALB;1998;1270214;1858316
ALB;1999;1279853;1828925
ALB;2000;1289391;1799636
ALB;2001;1298584;1761589
ALB;2002;1327220;1723790
ALB;2003;1354848;1684768
ALB;2004;1381828;1645111
ALB;2005;1407298;1604189
ALB;2006;1430886;1561661
ALB;2007;1452398;1517619
ALB;2008;1473392;1473922
ALB;2009;1495260;1432259
ALB;2010;1519519;1393502
ALB;2011;1546929;1358266
ALB;2012;1575788;1324613
ALB;2013;1603505;1291587
ALB;2014;1630119;1258985
ALB;2015;1654503;1226200
ALB;2016;1680247;1195854
ALB;2017;1706345;1167112
ALB;2018;1728969;1137407
ALB;2019;1747593;1106598
ALB;2020;1762645;1075204
DZA;1960;3373754;7684110
DZA;1961;3604615;7731721
DZA;1962;3859410;7760418
DZA;1963;4129215;7783585
DZA;1964;4417036;7804639
DZA;1965;4724528;7826352
DZA;1966;5011380;7891246
DZA;1967;5177789;8097231
DZA;1968;5351888;8311693
DZA;1969;5531039;8530685
DZA;1970;5713672;8751320
DZA;1971;5899079;8973174
DZA;1972;6088563;9197429
DZA;1973;6283461;9426370
DZA;1974;6485930;9663088
DZA;1975;6697888;9909818
DZA;1976;6919236;10166563
DZA;1977;7196329;10386570
DZA;1978;7565661;10536605
DZA;1979;7956084;10691717
DZA;1980;8369495;10852164
DZA;1981;8805953;11018344
DZA;1982;9265778;11187123
DZA;1983;9746745;11355130
DZA;1984;10246075;11517503
DZA;1985;10759945;11671562
DZA;1986;11287826;11814560
DZA;1987;11821051;11953236
DZA;1988;12346642;12096830
DZA;1989;12878974;12227218
DZA;1990;13416508;12342364
DZA;1991;13958191;12442277
DZA;1992;14502591;12525739
DZA;1993;15044499;12591018
DZA;1994;15579366;12634411
DZA;1995;16103499;12654289
DZA;1996;16615714;12650701
DZA;1997;17115300;12627680
DZA;1998;17606298;12586452
DZA;1999;18103945;12519461
DZA;2000;18600199;12442039
DZA;2001;19094843;12356670
DZA;2002;19591211;12263899
DZA;2003;20095409;12168750
DZA;2004;20615999;12076154
DZA;2005;21159466;11990254
DZA;2006;21729736;11911271
DZA;2007;22327435;11839541
DZA;2008;22955887;11774717
DZA;2009;23612220;11721662
DZA;2010;24299170;11678281
DZA;2011;25016299;11645139
DZA;2012;25763114;11620785
DZA;2013;26536380;11603755
DZA;2014;27332603;11591085
DZA;2015;28146508;11581512
DZA;2016;28977623;11573775
DZA;2017;29821728;11567446
DZA;2018;30670076;11558339
DZA;2019;31510100;11542954
DZA;2020;32332690;11518353
ASM;1960;13326;6801
ASM;1961;13731;6874
ASM;1962;14249;6997
ASM;1963;14868;7161
ASM;1964;15519;7331
ASM;1965;16178;7497
ASM;1966;16825;7648
ASM;1967;17453;7782
ASM;1968;18075;7905
ASM;1969;18683;8015
ASM;1970;19258;8104
ASM;1971;19807;8175
ASM;1972;20332;8232
ASM;1973;20831;8272
ASM;1974;21299;8296
ASM;1975;21739;8306
ASM;1976;22153;8302
ASM;1977;22546;8288
ASM;1978;22977;8285
ASM;1979;23522;8320
ASM;1980;24267;8381
ASM;1981;25287;8410
ASM;1982;26487;8482
ASM;1983;27830;8583
ASM;1984;29258;8688
ASM;1985;30732;8789
ASM;1986;32237;8877
ASM;1987;33782;8959
ASM;1988;35326;9020
ASM;1989;36836;9058
ASM;1990;38330;9021
ASM;1991;39864;8818
ASM;1992;41312;8588
ASM;1993;42684;8341
ASM;1994;44016;8083
ASM;1995;45333;7825
ASM;1996;46643;7566
ASM;1997;47921;7306
ASM;1998;49139;7041
ASM;1999;50278;6771
ASM;2000;51217;6599
ASM;2001;51764;6732
ASM;2002;52221;6856
ASM;2003;52532;6963
ASM;2004;52640;7044
ASM;2005;52470;7087
ASM;2006;52016;7093
ASM;2007;51305;7062
ASM;2008;50476;7014
ASM;2009;49702;6973
ASM;2010;49126;6958
ASM;2011;48787;6968
ASM;2012;48666;7003
ASM;2013;48668;7049
ASM;2014;48699;7092
ASM;2015;48684;7122
ASM;2016;48603;7136
ASM;2017;48481;7136
ASM;2018;48336;7125
ASM;2019;48203;7109
ASM;2020;48106;7091
AND;1960;7838;5572
AND;1961;8768;5610
AND;1962;9760;5619
AND;1963;10808;5599
AND;1964;11913;5553
AND;1965;13062;5480
AND;1966;14262;5384
AND;1967;15495;5265
AND;1968;16762;5124
AND;1969;18079;4974
AND;1970;19458;4817
AND;1971;20912;4659
AND;1972;22395;4490
AND;1973;23917;4315
AND;1974;25392;4123
AND;1975;26791;3914
AND;1976;28090;3692
AND;1977;29302;3467
AND;1978;30497;3247
AND;1979;31780;3045
AND;1980;33201;2862
AND;1981;34798;2700
AND;1982;36562;2553
AND;1983;38439;2415
AND;1984;40421;2285
AND;1985;42434;2159
AND;1986;44345;2175
AND;1987;46122;2337
AND;1988;47925;2508
AND;1989;49762;2690
AND;1990;51626;2882
AND;1991;53566;3100
AND;1992;55540;3342
AND;1993;57383;3591
AND;1994;58846;3830
AND;1995;59812;4048
AND;1996;60131;4232
AND;1997;59932;4386
AND;1998;59603;4537
AND;1999;59647;4721
AND;2000;60417;4973
AND;2001;61994;5350
AND;2002;64193;5855
AND;2003;66745;6435
AND;2004;69198;7052
AND;2005;71209;7662
AND;2006;72739;8256
AND;2007;73842;8840
AND;2008;74639;9221
AND;2009;75096;9365
AND;2010;75011;9443
AND;2011;74306;9442
AND;2012;73056;9371
AND;2013;71511;9259
AND;2014;70057;9156
AND;2015;68903;9090
AND;2016;68211;9084
AND;2017;67873;9124
AND;2018;67815;9193
AND;2019;67876;9270
AND;2020;67928;9337
AGO;1960;569223;4885715
AGO;1961;597286;4934165
AGO;1962;628376;4980123
AGO;1963;660175;5019234
AGO;1964;691526;5043469
AGO;1965;721552;5049021
AGO;1966;749546;5031759
AGO;1967;776142;4998298
AGO;1968;804151;4967822
AGO;1969;837819;4965858
AGO;1970;881021;5009339
AGO;1971;944366;5096873
AGO;1972;1028267;5220698
AGO;1973;1124680;5372603
AGO;1974;1230751;5530872
AGO;1975;1343550;5680444
AGO;1976;1462623;5817007
AGO;1977;1588731;5945083
AGO;1978;1723475;6067299
AGO;1979;1868837;6189275
AGO;1980;2026767;6314523
AGO;1981;2197878;6442600
AGO;1982;2382565;6570406
AGO;1983;2581261;6696843
AGO;1984;2794529;6820227
AGO;1985;3022269;6939724
AGO;1986;3265594;7054522
AGO;1987;3525100;7164147
AGO;1988;3801101;7266950
AGO;1989;4092909;7361875
AGO;1990;4400964;7447421
AGO;1991;4725626;7523275
AGO;1992;5067881;7589480
AGO;1993;5427582;7647462
AGO;1994;5806614;7697139
AGO;1995;6159458;7785747
AGO;1996;6530151;7870571
AGO;1997;6918999;7952573
AGO;1998;7328065;8031535
AGO;1999;7758424;8108447
AGO;2000;8212003;8183474
AGO;2001;8688765;8256988
AGO;2002;9190862;8328556
AGO;2003;9721266;8400211
AGO;2004;10284524;8473614
AGO;2005;10882818;8550786
AGO;2006;11437892;8712013
AGO;2007;12025599;8879761
AGO;2008;12644651;9050985
AGO;2009;13291077;9223198
AGO;2010;13963065;9393182
AGO;2011;14660281;9560379
AGO;2012;15383123;9724802
AGO;2013;16130308;9885478
AGO;2014;16900844;10040929
AGO;2015;17691524;10192856
AGO;2016;18502164;10340318
AGO;2017;19332895;10483874
AGO;2018;20184724;10625063
AGO;2019;21061028;10764271
AGO;2020;21962884;10903384
ATG;1960;21467;32665
ATG;1961;21474;33531
ATG;1962;21461;34388
ATG;1963;21443;35258
ATG;1964;21449;36192
ATG;1965;21490;37209
ATG;1966;21576;38336
ATG;1967;21690;39550
ATG;1968;21776;40747
ATG;1969;21764;41789
ATG;1970;21706;42478
ATG;1971;21815;42539
ATG;1972;21791;42343
ATG;1973;21677;41972
ATG;1974;21543;41565
ATG;1975;21444;41227
ATG;1976;21385;40968
ATG;1977;21369;40793
ATG;1978;21376;40662
ATG;1979;21396;40552
ATG;1980;21415;40446
ATG;1981;21440;40349
ATG;1982;21486;40294
ATG;1983;21536;40243
ATG;1984;21587;40197
ATG;1985;21638;40147
ATG;1986;21677;40077
ATG;1987;21712;40001
ATG;1988;21778;39980
ATG;1989;21916;40091
ATG;1990;22153;40380
ATG;1991;22472;40891
ATG;1992;22615;41844
ATG;1993;22831;42946
ATG;1994;23073;44128
ATG;1995;23322;45350
ATG;1996;23572;46604
ATG;1997;23822;47885
ATG;1998;24056;49163
ATG;1999;24262;50412
ATG;2000;24419;51588
ATG;2001;24507;52705
ATG;2002;24349;53949
ATG;2003;24161;55150
ATG;2004;23973;56374
ATG;2005;23802;57660
ATG;2006;23661;59054
ATG;2007;23530;60499
ATG;2008;23402;61992
ATG;2009;23263;63480
ATG;2010;23097;64933
ATG;2011;22940;66310
ATG;2012;23077;67330
ATG;2013;23198;68312
ATG;2014;23302;69260
ATG;2015;23393;70178
ATG;2016;23484;71036
ATG;2017;23582;71843
ATG;2018;23684;72598
ATG;2019;23799;73316
ATG;2020;23927;74001
ARG;1960;15076844;5404937
ARG;1961;15449953;5367317
ARG;1962;15815495;5337547
ARG;1963;16183088;5305828
ARG;1964;16552518;5271909
ARG;1965;16923099;5236545
ARG;1966;17295211;5198820
ARG;1967;17669090;5159782
ARG;1968;18048312;5119956
ARG;1969;18436398;5081215
ARG;1970;18836989;5043575
ARG;1971;19242929;5016635
ARG;1972;19659179;4993993
ARG;1973;20084769;4971706
ARG;1974;20514215;4948090
ARG;1975;20943259;4922516
ARG;1976;21370520;4894161
ARG;1977;21797025;4864372
ARG;1978;22227668;4833373
ARG;1979;22668008;4803038
ARG;1980;23122598;4773934
ARG;1981;23609666;4728848
ARG;1982;24118027;4676523
ARG;1983;24636890;4625159
ARG;1984;25163829;4573268
ARG;1985;25695324;4520960
ARG;1986;26230730;4468234
ARG;1987;26769634;4414777
ARG;1988;27309076;4359863
ARG;1989;27844466;4303671
ARG;1990;28373005;4245643
ARG;1991;28887231;4191771
ARG;1992;29352237;4177083
ARG;1993;29809445;4160658
ARG;1994;30260588;4142081
ARG;1995;30705906;4122262
ARG;1996;31145813;4100563
ARG;1997;31579653;4077785
ARG;1998;32009558;4053893
ARG;1999;32438320;4028898
ARG;2000;32867365;4003431
ARG;2001;33297960;3977684
ARG;2002;33728928;3952815
ARG;2003;34159484;3928382
ARG;2004;34588884;3903086
ARG;2005;35015688;3877236
ARG;2006;35439468;3850408
ARG;2007;35861117;3823186
ARG;2008;36284568;3795591
ARG;2009;36714243;3768543
ARG;2010;37055902;3732551
ARG;2011;37543830;3717660
ARG;2012;38027774;3705497
ARG;2013;38509756;3693179
ARG;2014;38990109;3679391
ARG;2015;39467043;3664923
ARG;2016;39940546;3649822
ARG;2017;40410674;3634137
ARG;2018;40877099;3617403
ARG;2019;41339571;3599141
ARG;2020;41796990;3579773
ARM;1960;960955;913164
ARM;1961;1012433;929065
ARM;1962;1065430;944094
ARM;1963;1119589;957995
ARM;1964;1174561;970443
ARM;1965;1229978;981338
ARM;1966;1285575;990463
ARM;1967;1341282;997851
ARM;1968;1397345;1003797
ARM;1969;1454168;1008770
ARM;1970;1511606;1013461
ARM;1971;1569631;1018085
ARM;1972;1628590;1021894
ARM;1973;1688027;1024753
ARM;1974;1747463;1026287
ARM;1975;1801942;1030810
ARM;1976;1855661;1033922
ARM;1977;1908573;1035802
ARM;1978;1960882;1036537
ARM;1979;2007502;1041605
ARM;1980;2047391;1052368
ARM;1981;2085897;1062199
ARM;1982;2122754;1070942
ARM;1983;2159331;1079261
ARM;1984;2197503;1088090
ARM;1985;2238079;1097856
ARM;1986;2282858;1109406
ARM;1987;2330099;1121848
ARM;1988;2372870;1131797
ARM;1989;2393839;1142634
ARM;1990;2385466;1152698
ARM;1991;2353775;1151474
ARM;1992;2302489;1140331
ARM;1993;2240034;1123077
ARM;1994;2178120;1105544
ARM;1995;2125284;1092065
ARM;1996;2084082;1084131
ARM;1997;2052293;1080788
ARM;1998;2027675;1081016
ARM;1999;2006226;1082794
ARM;2000;1984986;1084611
ARM;2001;1964184;1086502
ARM;2002;1948905;1085071
ARM;2003;1935615;1082323
ARM;2004;1921598;1079117
ARM;2005;1906159;1075103
ARM;2006;1888550;1069751
ARM;2007;1869219;1063396
ARM;2008;1850406;1057209
ARM;2009;1835095;1052999
ARM;2010;1825368;1051946
ARM;2011;1821998;1054538
ARM;2012;1823993;1060246
ARM;2013;1830236;1067357
ARM;2014;1838076;1074327
ARM;2015;1845589;1079970
ARM;2016;1852180;1083967
ARM;2017;1858250;1086539
ARM;2018;1863995;1087746
ARM;2019;1869846;1087882
ARM;2020;1876112;1087122
ABW;1960;27525;26683
ABW;1961;28139;27295
ABW;1962;28537;27697
ABW;1963;28763;27936
ABW;1964;28922;28107
ABW;1965;29080;28277
ABW;1966;29246;28456
ABW;1967;29411;28633
ABW;1968;29570;28807
ABW;1969;29742;28992
ABW;1970;29904;29166
ABW;1971;30083;29359
ABW;1972;30279;29570
ABW;1973;30466;29770
ABW;1974;30604;29923
ABW;1975;30659;29994
ABW;1976;30615;29971
ABW;1977;30495;29871
ABW;1978;30353;29749
ABW;1979;30278;29694
ABW;1980;30332;29765
ABW;1981;30557;30004
ABW;1982;30941;30400
ABW;1983;31372;30841
ABW;1984;31671;31155
ABW;1985;31761;31263
ABW;1986;31561;31084
ABW;1987;31145;30693
ABW;1988;30750;30322
ABW;1989;30721;30312
ABW;1990;31274;30878
ABW;1991;32508;32115
ABW;1992;34119;34121
ABW;1993;35949;36546
ABW;1994;37721;38984
ABW;1995;39172;41152
ABW;1996;40238;42973
ABW;1997;40970;44480
ABW;1998;41489;45791
ABW;1999;41947;47062
ABW;2000;42450;48416
ABW;2001;43045;49847
ABW;2002;43670;51322
ABW;2003;44245;52771
ABW;2004;44672;54072
ABW;2005;44888;55140
ABW;2006;44880;55950
ABW;2007;44688;56538
ABW;2008;44379;56983
ABW;2009;44051;57401
ABW;2010;43776;57889
ABW;2011;43820;58230
ABW;2012;44059;58506
ABW;2013;44351;58814
ABW;2014;44666;59110
ABW;2015;44978;59361
ABW;2016;45293;59572
ABW;2017;45614;59747
ABW;2018;45949;59897
ABW;2019;46294;60016
ABW;2020;46654;60112
AUS;1960;8378309;1898168
AUS;1961;8589875;1893125
AUS;1962;8832932;1909068
AUS;1963;9034955;1915045
AUS;1964;9245383;1921617
AUS;1965;9459784;1928216
AUS;1966;9709943;1941057
AUS;1967;9852991;1946009
AUS;1968;10048170;1960830
AUS;1969;10280809;1982191
AUS;1970;10505755;2001245
AUS;1971;10887779;2049221
AUS;1972;11110846;2066154
AUS;1973;11303156;2076844
AUS;1974;11614598;2108402
AUS;1975;11780153;2112847
AUS;1976;11920613;2112387
AUS;1977;12077392;2114608
AUS;1978;12240482;2117518
AUS;1979;12395391;2118609
AUS;1980;12569300;2122700
AUS;1981;12792439;2134561
AUS;1982;13002993;2175007
AUS;1983;13162165;2206835
AUS;1984;13307374;2236626
AUS;1985;13486012;2271988
AUS;1986;13704062;2314338
AUS;1987;13909213;2354687
AUS;1988;14133874;2398326
AUS;1989;14370091;2444309
AUS;1990;14579227;2485873
AUS;1991;14761055;2522945
AUS;1992;14920611;2574389
AUS;1993;15044687;2622313
AUS;1994;15181749;2673251
AUS;1995;15342767;2729233
AUS;1996;15521685;2789315
AUS;1997;15672048;2844952
AUS;1998;15811356;2899644
AUS;1999;15967866;2958134
AUS;2000;16133530;3019470
AUS;2001;16326333;3086667
AUS;2002;16550802;3100598
AUS;2003;16780377;3115023
AUS;2004;17000206;3127194
AUS;2005;17250330;3144470
AUS;2006;17531121;3166779
AUS;2007;17666387;3161213
AUS;2008;18049708;3199492
AUS;2009;18451611;3240089
AUS;2010;18767085;3264665
AUS;2011;19056040;3283984
AUS;2012;19414834;3318631
AUS;2013;19775013;3353116
AUS;2014;20095657;3380029
AUS;2015;20410546;3405449
AUS;2016;20755798;3435109
AUS;2017;21133982;3467878
AUS;2018;21488110;3494578
AUS;2019;21845994;3519751
AUS;2020;22158130;3535137
AUT;1960;4561167;2486372
AUT;1961;4592914;2493385
AUT;1962;4624644;2505220
AUT;1963;4658034;2517777
AUT;1964;4692726;2531075
AUT;1965;4726878;2544011
AUT;1966;4763809;2558257
AUT;1967;4803163;2573835
AUT;1968;4831802;2583601
AUT;1969;4852163;2588892
AUT;1970;4872871;2594215
AUT;1971;4897890;2602592
AUT;1972;4927193;2617008
AUT;1973;4955326;2630789
AUT;1974;4964528;2634510
AUT;1975;4952131;2626772
AUT;1976;4944146;2621379
AUT;1977;4946802;2621628
AUT;1978;4943554;2618751
AUT;1979;4935890;2613535
AUT;1980;4936650;2612783
AUT;1981;4947212;2621498
AUT;1982;4930765;2643375
AUT;1983;4902840;2659070
AUT;1984;4882418;2679016
AUT;1985;4864664;2700321
AUT;1986;4847469;2722325
AUT;1987;4830238;2744348
AUT;1988;4816676;2768641
AUT;1989;4817928;2801639
AUT;1990;4833974;2843876
AUT;1991;4861464;2893427
AUT;1992;4893935;2946774
AUT;1993;4912877;2992756
AUT;1994;4910076;3026042
AUT;1995;4895821;3052457
AUT;1996;4880469;3078548
AUT;1997;4864091;3103950
AUT;1998;4847335;3129454
AUT;1999;4834637;3157687
AUT;2000;4824004;3187562
AUT;2001;4820068;3222225
AUT;2002;4821291;3260666
AUT;2003;4822095;3299328
AUT;2004;4829142;3342824
AUT;2005;4839033;3388796
AUT;2006;4839801;3428840
AUT;2007;4832038;3463449
AUT;2008;4823638;3497858
AUT;2009;4812679;3530644
AUT;2010;4800510;3562894
AUT;2011;4792887;3598756
AUT;2012;4817487;3612504
AUT;2013;4861991;3617832
AUT;2014;4916377;3629979
AUT;2015;4988134;3654565
AUT;2016;5058968;3677700
AUT;2017;5110858;3686708
AUT;2018;5153759;3686762
AUT;2019;5196085;3683835
AUT;2020;5238479;3678385
AZE;1960;2051433;1843965
AZE;1961;2110439;1919886
AZE;1962;2171812;1999616
AZE;1963;2233682;2081445
AZE;1964;2293591;2163100
AZE;1965;2349758;2242843
AZE;1966;2401558;2319970
AZE;1967;2449255;2394617
AZE;1968;2493164;2467073
AZE;1969;2534088;2537842
AZE;1970;2590430;2589602
AZE;1971;2666673;2617845
AZE;1972;2742016;2643250
AZE;1973;2816717;2666371
AZE;1974;2884268;2694803
AZE;1975;2944703;2729426
AZE;1976;3005278;2763452
AZE;1977;3066069;2797069
AZE;1978;3127435;2830492
AZE;1979;3187542;2866093
AZE;1980;3246173;2904562
AZE;1981;3305699;2943613
AZE;1982;3366407;2983148
AZE;1983;3428564;3023503
AZE;1984;3495125;3062456
AZE;1985;3566416;3100031
AZE;1986;3639921;3138710
AZE;1987;3715244;3178242
AZE;1988;3792004;3218023
AZE;1989;3852576;3274301
AZE;1990;3856598;3318602
AZE;1991;3885855;3385445
AZE;1992;3922231;3459819
AZE;1993;3959053;3535747
AZE;1994;3989328;3607222
AZE;1995;4011953;3672897
AZE;1996;4028686;3734314
AZE;1997;4043596;3794654
AZE;1998;4057628;3855372
AZE;1999;4085971;3896779
AZE;2000;4135854;3912746
AZE;2001;4184325;3926875
AZE;2002;4232008;3939942
AZE;2003;4280744;3953356
AZE;2004;4335079;3971421
AZE;2005;4396406;3995444
AZE;2006;4461940;4022610
AZE;2007;4530068;4051232
AZE;2008;4643726;4119674
AZE;2009;4759039;4188204
AZE;2010;4835557;4218775
AZE;2011;4920166;4252916
AZE;2012;5008847;4286937
AZE;2013;5098727;4318074
AZE;2014;5189181;4345898
AZE;2015;5279540;4369801
AZE;2016;5368846;4388966
AZE;2017;5453517;4400516
AZE;2018;5534464;4405307
AZE;2019;5616706;4407577
AZE;2020;5692217;4400904
BHS;1960;65404;44128
BHS;1961;69594;45525
BHS;1962;74100;46992
BHS;1963;78857;48483
BHS;1964;83755;49950
BHS;1965;88718;51342
BHS;1966;93742;52639
BHS;1967;98792;53829
BHS;1968;103781;54867
BHS;1969;108568;55697
BHS;1970;113082;56294
BHS;1971;117255;56639
BHS;1972;121103;56760
BHS;1973;124773;56746
BHS;1974;128428;56677
BHS;1975;132259;56636
BHS;1976;136280;56623
BHS;1977;140465;56635
BHS;1978;144823;56659
BHS;1979;149311;56680
BHS;1980;153945;56644
BHS;1981;158999;56322
BHS;1982;164192;55990
BHS;1983;169463;55632
BHS;1984;174704;55209
BHS;1985;179861;54718
BHS;1986;184875;54145
BHS;1987;189764;53501
BHS;1988;194630;52821
BHS;1989;199588;52150
BHS;1990;204567;51660
BHS;1991;208980;52027
BHS;1992;213602;52426
BHS;1993;218256;52809
BHS;1994;222720;53129
BHS;1995;226836;53343
BHS;1996;230535;53445
BHS;1997;233902;53461
BHS;1998;237162;53438
BHS;1999;240614;53449
BHS;2000;244418;53627
BHS;2001;248295;54323
BHS;2002;252562;55095
BHS;2003;257180;55943
BHS;2004;262054;56839
BHS;2005;267084;57764
BHS;2006;272307;58725
BHS;2007;277676;59711
BHS;2008;282996;60684
BHS;2009;288018;61582
BHS;2010;292563;62373
BHS;2011;296570;63013
BHS;2012;300071;63510
BHS;2013;303261;63901
BHS;2014;306388;64237
BHS;2015;309636;64564
BHS;2016;313041;64882
BHS;2017;316565;65184
BHS;2018;320173;65462
BHS;2019;323788;65698
BHS;2020;327359;65889
BHR;1960;133712;28717
BHR;1961;138243;29656
BHR;1962;142589;30551
BHR;1963;146739;31403
BHR;1964;150680;32208
BHR;1965;154631;32801
BHR;1966;158723;33062
BHR;1967;162767;33293
BHR;1968;167093;33559
BHR;1969;172094;33943
BHR;1970;178112;34495
BHR;1971;185108;35203
BHR;1972;193094;36057
BHR;1973;202410;37117
BHR;1974;213469;38439
BHR;1975;226492;40048
BHR;1976;241769;41977
BHR;1977;259009;44160
BHR;1978;277079;46389
BHR;1979;294407;48397
BHR;1980;309875;50022
BHR;1981;322929;51191
BHR;1982;333969;51984
BHR;1983;343890;52561
BHR;1984;354089;53144
BHR;1985;365552;53876
BHR;1986;378673;54805
BHR;1987;393114;55867
BHR;1988;408230;56968
BHR;1989;423106;57975
BHR;1990;437110;58817
BHR;1991;450268;59494
BHR;1992;462394;60688
BHR;1993;473985;62227
BHR;1994;485794;63796
BHR;1995;498241;65457
BHR;1996;511450;67211
BHR;1997;525808;69119
BHR;1998;542379;71318
BHR;1999;562549;73991
BHR;2000;587329;77281
BHR;2001;616418;81132
BHR;2002;649665;85475
BHR;2003;688245;90463
BHR;2004;733576;96270
BHR;2005;786210;102947
BHR;2006;847744;110679
BHR;2007;916668;119256
BHR;2008;986795;127850
BHR;2009;1049728;135347
BHR;2010;1099827;141037
BHR;2011;1133658;144495
BHR;2012;1153855;146087
BHR;2013;1168206;146823
BHR;2014;1187969;148104
BHR;2015;1220935;150918
BHR;2016;1270239;155554
BHR;2017;1332508;161569
BHR;2018;1401306;168134
BHR;2019;1467102;174062
BHR;2020;1523019;178564
BGD;1960;2465493;45548012
BGD;1961;2605370;46757464
BGD;1962;2790353;47961797
BGD;1963;2989609;49212399
BGD;1964;3205156;50536565
BGD;1965;3439969;51945145
BGD;1966;3696385;53461266
BGD;1967;3974776;55059474
BGD;1968;4269774;56648678
BGD;1969;4573116;58106649
BGD;1970;4877173;59355313
BGD;1971;5177654;60353981
BGD;1972;5477299;61148407
BGD;1973;5785039;61852502
BGD;1974;6210172;62532050
BGD;1975;6891722;63174588
BGD;1976;7667522;63984864
BGD;1977;8543816;64919777
BGD;1978;9528585;65921448
BGD;1979;10622254;66906786
BGD;1980;11827262;67812236
BGD;1981;12920085;68847431
BGD;1982;13607077;70325055
BGD;1983;14326358;71816132
BGD;1984;15083860;73332669
BGD;1985;15880101;74884079
BGD;1986;16718786;76468807
BGD;1987;17598710;78072449
BGD;1988;18516964;79669386
BGD;1989;19464439;81231057
BGD;1990;20439396;82732561
BGD;1991;21391215;84207910
BGD;1992;22255442;85728266
BGD;1993;23136115;87214526
BGD;1994;24044693;88692991
BGD;1995;24983814;90186119
BGD;1996;25958280;91691647
BGD;1997;26961629;93198942
BGD;1998;27993765;94689053
BGD;1999;29046504;96143151
BGD;2000;30114490;97543372
BGD;2001;31346175;98742534
BGD;2002;32796273;99681804
BGD;2003;34276155;100515443
BGD;2004;35772636;101213793
BGD;2005;37274029;101761476
BGD;2006;38777274;102143880
BGD;2007;40283012;102377369
BGD;2008;41802030;102502134
BGD;2009;43352797;102571998
BGD;2010;44954428;102621005
BGD;2011;46610536;102662598
BGD;2012;48311264;102694469
BGD;2013;50047694;102713719
BGD;2014;51817405;102699980
BGD;2015;53608407;102647880
BGD;2016;55423124;102554027
BGD;2017;57259998;102425423
BGD;2018;59115518;102261195
BGD;2019;60987421;102058752
BGD;2020;62873466;101815917
BRB;1960;84949;146036
BRB;1961;85386;146332
BRB;1962;85889;146734
BRB;1963;86432;147200
BRB;1964;86957;147631
BRB;1965;87435;147980
BRB;1966;87856;148228
BRB;1967;88244;148417
BRB;1968;88633;148608
BRB;1969;89077;148886
BRB;1970;89705;149190
BRB;1971;90777;149316
BRB;1972;91948;149575
