c_id;date;amount_urban;amount_rural
MLT;1992;333102;34516
MLT;1993;336862;34446
MLT;1994;340447;34350
MLT;1995;343247;34172
MLT;1996;346401;33504
MLT;1997;350223;32568
MLT;1998;353666;31621
MLT;1999;356901;30677
MLT;2000;360316;29771
MLT;2001;364105;28923
MLT;2002;367875;28094
MLT;2003;371319;27263
MLT;2004;374812;26456
MLT;2005;378170;25664
MLT;2006;380114;25194
MLT;2007;381739;24985
MLT;2008;384526;24853
MLT;2009;387733;24744
MLT;2010;389936;24572
MLT;2011;391879;24389
MLT;2012;395713;24315
MLT;2013;401597;24370
MLT;2014;409992;24566
MLT;2015;420192;24861
MLT;2016;430220;25136
MLT;2017;442474;25525
MLT;2018;458518;26112
MLT;2019;477236;26826
MLT;2020;488246;27086
MHL;1960;5222;9452
MHL;1961;5565;9491
MHL;1962;5964;9583
MHL;1963;6408;9703
MHL;1964;6887;9823
MHL;1965;7373;9909
MHL;1966;7869;9965
MHL;1967;8383;10000
MHL;1968;9147;9819
MHL;1969;9977;9640
MHL;1970;10909;9485
MHL;1971;11953;9352
MHL;1972;13107;9228
MHL;1973;14348;9092
MHL;1974;14986;9544
MHL;1975;15509;10070
MHL;1976;15973;10575
MHL;1977;16406;11073
MHL;1978;16823;11577
MHL;1979;17288;12129
MHL;1980;17824;12750
MHL;1981;18755;13128
MHL;1982;19869;13461
MHL;1983;21067;13814
MHL;1984;22368;14196
MHL;1985;23744;14587
MHL;1986;25217;14995
MHL;1987;26764;15404
MHL;1988;28318;15774
MHL;1989;29656;16171
MHL;1990;30748;16517
MHL;1991;31652;16751
MHL;1992;32366;16876
MHL;1993;32918;16910
MHL;1994;33340;16874
MHL;1995;33666;16788
MHL;1996;33880;16643
MHL;1997;33998;16455
MHL;1998;34097;16259
MHL;1999;34311;16107
MHL;2000;34807;15947
MHL;2001;35526;15885
MHL;2002;36458;15910
MHL;2003;37495;15970
MHL;2004;38480;15996
MHL;2005;39309;15948
MHL;2006;39947;15818
MHL;2007;40424;15622
MHL;2008;40784;15382
MHL;2009;41118;15137
MHL;2010;41464;14897
MHL;2011;41849;14675
MHL;2012;42249;14463
MHL;2013;42669;14264
MHL;2014;43107;14076
MHL;2015;43549;13895
MHL;2016;44001;13722
MHL;2017;44488;13565
MHL;2018;44995;13417
MHL;2019;45514;13277
MHL;2020;46049;13145
MRT;1960;58506;791871
MRT;1961;65100;810486
MRT;1962;72415;829275
MRT;1963;80531;848211
MRT;1964;89527;867267
MRT;1965;99478;886429
MRT;1966;110490;905603
MRT;1967;122665;924680
MRT;1968;136092;943488
MRT;1969;150822;961927
MRT;1970;167016;979760
MRT;1971;184764;996895
MRT;1972;204202;1013241
MRT;1973;225384;1028772
MRT;1974;248515;1043342
MRT;1975;273690;1056904
MRT;1976;301083;1069281
MRT;1977;329176;1081963
MRT;1978;357837;1095191
MRT;1979;388631;1107543
MRT;1980;421690;1118954
MRT;1981;457069;1129427
MRT;1982;494916;1138739
MRT;1983;535201;1146658
MRT;1984;577910;1152827
MRT;1985;622905;1157128
MRT;1986;670284;1159394
MRT;1987;720041;1159715
MRT;1988;763870;1166557
MRT;1989;781801;1200101
MRT;1990;799966;1234381
MRT;1991;818441;1269473
MRT;1992;837239;1305406
MRT;1993;856375;1342163
MRT;1994;875796;1379724
MRT;1995;895490;1418140
MRT;1996;915512;1457388
MRT;1997;935926;1497641
MRT;1998;956975;1539242
MRT;1999;978884;1582700
MRT;2000;1001876;1628341
MRT;2001;1043561;1658844
MRT;2002;1096793;1681304
MRT;2003;1152889;1704261
MRT;2004;1211822;1727424
MRT;2005;1273520;1750678
MRT;2006;1338058;1773850
MRT;2007;1405583;1796929
MRT;2008;1476319;1819918
MRT;2009;1550312;1843096
MRT;2010;1627878;1866322
MRT;2011;1709105;1889541
MRT;2012;1793973;1912582
MRT;2013;1882255;1935242
MRT;2014;1973427;1957467
MRT;2015;2067216;1979088
MRT;2016;2163454;2000078
MRT;2017;2262231;2020351
MRT;2018;2363346;2039966
MRT;2019;2466822;2058876
MRT;2020;2572517;2077143
MUS;1960;231505;427846
MUS;1961;243908;436849
MUS;1962;256013;444336
MUS;1963;268035;450826
MUS;1964;280009;456372
MUS;1965;291916;461084
MUS;1966;303804;465009
MUS;1967;315676;468241
MUS;1968;327573;470840
MUS;1969;339504;472901
MUS;1970;351513;474487
MUS;1971;363605;475625
MUS;1972;375755;476298
MUS;1973;379491;485328
MUS;1974;383371;494671
MUS;1975;387512;504488
MUS;1976;391829;514678
MUS;1977;396239;525140
MUS;1978;399416;534083
MUS;1979;404358;545530
MUS;1980;409127;556912
MUS;1981;413108;567354
MUS;1982;416035;576486
MUS;1983;417715;583976
MUS;1984;425254;586967
MUS;1985;431938;588590
MUS;1986;438482;589878
MUS;1987;445028;591054
MUS;1988;451399;591840
MUS;1989;458181;593079
MUS;1990;464802;593973
MUS;1991;468530;601736
MUS;1992;473391;611050
MUS;1993;477687;619687
MUS;1994;483053;629793
MUS;1995;485844;636613
MUS;1996;489444;644552
MUS;1997;494198;654086
MUS;1998;498006;662415
MUS;1999;502932;672335
MUS;2000;506439;680434
MUS;2001;509128;687159
MUS;2002;511325;693296
MUS;2003;513680;699690
MUS;2004;515544;705459
MUS;2005;517242;711012
MUS;2006;518278;715718
MUS;2007;519269;720361
MUS;2008;519756;724365
MUS;2009;519754;727675
MUS;2010;519604;730796
MUS;2011;519046;733358
MUS;2012;519081;736801
MUS;2013;518842;739811
MUS;2014;518383;742551
MUS;2015;517668;744937
MUS;2016;516887;746586
MUS;2017;516481;748132
MUS;2018;516155;749148
MUS;2019;515980;749731
MUS;2020;515916;749824
MEX;1960;19170353;18601508
MEX;1961;20102585;18863464
MEX;1962;21073601;19121717
MEX;1963;22084933;19377440
MEX;1964;23139153;19631924
MEX;1965;24237679;19886184
MEX;1966;25382266;20137480
MEX;1967;26571109;20385099
MEX;1968;27805279;20626692
MEX;1969;29082636;20862642
MEX;1970;30392017;21101548
MEX;1971;31728521;21347845
MEX;1972;33104917;21585027
MEX;1973;34514974;21809336
MEX;1974;35952176;22014636
MEX;1975;37409351;22198596
MEX;1976;38883278;22358911
MEX;1977;40371911;22497997
MEX;1978;41879100;22615772
MEX;1979;43407701;22716207
MEX;1980;44952213;22809154
MEX;1981;46412878;22994745
MEX;1982;47890688;23167962
MEX;1983;49383434;23325872
MEX;1984;50884710;23467921
MEX;1985;52390614;23592872
MEX;1986;53899562;23699543
MEX;1987;55410753;23789328
MEX;1988;56925351;23863374
MEX;1989;58445698;23923232
MEX;1990;59951348;23991787
MEX;1991;61411744;24100877
MEX;1992;62876085;24199051
MEX;1993;64340297;24285143
MEX;1994;65800646;24355750
MEX;1995;67251523;24411767
MEX;1996;68621428;24525617
MEX;1997;69944972;24666036
MEX;1998;71260336;24795977
MEX;1999;72568677;24916146
MEX;2000;73899942;24999903
MEX;2001;75268748;25029404
MEX;2002;76634722;25050042
MEX;2003;78013778;25067242
MEX;2004;79428214;25086720
MEX;2005;80890447;25114752
MEX;2006;82408288;25151867
MEX;2007;83973951;25196552
MEX;2008;85573769;25241503
MEX;2009;87182004;25281882
MEX;2010;88781438;25311523
MEX;2011;90370887;25324581
MEX;2012;91948802;25325354
MEX;2013;93515785;25311373
MEX;2014;95072133;25283004
MEX;2015;96615314;25242937
MEX;2016;98145003;25188376
MEX;2017;99655907;25121419
MEX;2018;101149483;25041299
MEX;2019;102626859;24948670
MEX;2020;104088701;24844052
FSM;1960;9931;34579
FSM;1961;10361;35578
FSM;1962;10799;36573
FSM;1963;11257;37599
FSM;1964;11755;38721
FSM;1965;12292;39932
FSM;1966;12891;41301
FSM;1967;13536;42772
FSM;1968;14185;44201
FSM;1969;14766;45380
FSM;1970;15236;46179
FSM;1971;15564;46525
FSM;1972;15774;46501
FSM;1973;15936;46332
FSM;1974;16077;46379
FSM;1975;16322;46800
FSM;1976;16718;47642
FSM;1977;17241;48838
FSM;1978;17873;50323
FSM;1979;18564;51951
FSM;1980;19288;53648
FSM;1981;19924;55498
FSM;1982;20557;57458
FSM;1983;21192;59438
FSM;1984;21810;61382
FSM;1985;22394;63247
FSM;1986;22928;64976
FSM;1987;23410;66575
FSM;1988;23870;68114
FSM;1989;24347;69715
FSM;1990;24864;71440
FSM;1991;25438;73341
FSM;1992;26042;75344
FSM;1993;26619;77282
FSM;1994;27095;78935
FSM;1995;26957;80578
FSM;1996;26507;81804
FSM;1997;25913;82560
FSM;1998;25227;82979
FSM;1999;24516;83253
FSM;2000;23984;83421
FSM;2001;23931;83239
FSM;2002;23899;83128
FSM;2003;23871;83031
FSM;2004;23809;82815
FSM;2005;23700;82435
FSM;2006;23524;81850
FSM;2007;23308;81134
FSM;2008;23103;80446
FSM;2009;22968;80003
FSM;2010;22948;79968
FSM;2011;23074;80374
FSM;2012;23330;81176
FSM;2013;23679;82243
FSM;2014;24066;83378
FSM;2015;24451;84435
FSM;2016;24827;85388
FSM;2017;25199;86262
FSM;2018;25573;87067
FSM;2019;25963;87848
FSM;2020;26378;88643
MDA;1960;478708;1564956
MDA;1961;506760;1585907
MDA;1962;535594;1604469
MDA;1963;564967;1620083
MDA;1964;595057;1633372
MDA;1965;625583;1643816
MDA;1966;656545;1651414
MDA;1967;687878;1656230
MDA;1968;719537;1658311
MDA;1969;752150;1659438
MDA;1970;784168;1661160
MDA;1971;815357;1664514
MDA;1972;847653;1667564
MDA;1973;880458;1669302
MDA;1974;913552;1669145
MDA;1975;945980;1665636
MDA;1976;978270;1659856
MDA;1977;1009652;1650967
MDA;1978;1041326;1640983
MDA;1979;1071865;1632134
MDA;1980;1101797;1626302
MDA;1981;1133136;1621473
MDA;1982;1165711;1617014
MDA;1983;1199138;1612507
MDA;1984;1233146;1607419
MDA;1985;1266914;1600964
MDA;1986;1300492;1593092
MDA;1987;1334157;1584330
MDA;1988;1366829;1573348
MDA;1989;1385554;1571493
MDA;1990;1388409;1580688
MDA;1991;1388647;1586876
MDA;1992;1386598;1590532
MDA;1993;1381933;1591181
MDA;1994;1375039;1589238
MDA;1995;1366741;1585566
MDA;1996;1361237;1585164
MDA;1997;1344382;1591142
MDA;1998;1332014;1602325
MDA;1999;1318146;1611589
MDA;2000;1303686;1620097
MDA;2001;1289104;1628148
MDA;2002;1274481;1636023
MDA;2003;1259288;1643032
MDA;2004;1244624;1650523
MDA;2005;1235389;1652722
MDA;2006;1231068;1649027
MDA;2007;1227328;1646101
MDA;2008;1224104;1643860
MDA;2009;1221672;1642674
MDA;2010;1219566;1641921
MDA;2011;1217974;1641859
MDA;2012;1216928;1642530
MDA;2013;1215716;1642976
MDA;2014;1214089;1642861
MDA;2015;1204392;1630138
MDA;2016;1191230;1610940
MDA;2017;1172513;1582645
MDA;2018;1154485;1553729
MDA;2019;1138637;1526337
MDA;2020;1122856;1497639
MCO;1960;22461;0
MCO;1961;22813;0
MCO;1962;23043;0
MCO;1963;23165;0
MCO;1964;23236;0
MCO;1965;23289;0
MCO;1966;23302;0
MCO;1967;23292;0
MCO;1968;23295;0
MCO;1969;23348;0
MCO;1970;23487;0
MCO;1971;23721;0
MCO;1972;24049;0
MCO;1973;24445;0
MCO;1974;24829;0
MCO;1975;25203;0
MCO;1976;25523;0
MCO;1977;25811;0
MCO;1978;26090;0
MCO;1979;26391;0
MCO;1980;26752;0
MCO;1981;27162;0
MCO;1982;27633;0
MCO;1983;28091;0
MCO;1984;28511;0
MCO;1985;28836;0
MCO;1986;29050;0
MCO;1987;29156;0
MCO;1988;29232;0
MCO;1989;29309;0
MCO;1990;29433;0
MCO;1991;29629;0
MCO;1992;29859;0
MCO;1993;30145;0
MCO;1994;30436;0
MCO;1995;30731;0
MCO;1996;31001;0
MCO;1997;31268;0
MCO;1998;31554;0
MCO;1999;31836;0
MCO;2000;32148;0
MCO;2001;32474;0
MCO;2002;32804;0
MCO;2003;33144;0
MCO;2004;33499;0
MCO;2005;33842;0
MCO;2006;34189;0
MCO;2007;34524;0
MCO;2008;34860;0
MCO;2009;35223;0
MCO;2010;35609;0
MCO;2011;36025;0
MCO;2012;36459;0
MCO;2013;36899;0
MCO;2014;37320;0
MCO;2015;37723;0
MCO;2016;38070;0
MCO;2017;38392;0
MCO;2018;38682;0
MCO;2019;38967;0
MCO;2020;39244;0
MNG;1960;340918;614596
MNG;1961;370105;612076
MNG;1962;401800;609527
MNG;1963;427962;614425
MNG;1964;446838;627680
MNG;1965;466253;640868
MNG;1966;486160;653802
MNG;1967;506593;666593
MNG;1968;527710;679394
MNG;1969;550748;691465
MNG;1970;576134;702685
MNG;1971;602810;714232
MNG;1972;630731;725942
MNG;1973;659682;737623
MNG;1974;689478;748943
MNG;1975;719937;759709
MNG;1976;751020;769848
MNG;1977;782713;779494
MNG;1978;815219;788691
MNG;1979;847642;798648
MNG;1980;880006;809616
MNG;1981;913125;820350
MNG;1982;946960;830767
MNG;1983;981983;841231
MNG;1984;1018845;852244
MNG;1985;1057808;864081
MNG;1986;1099383;876930
MNG;1987;1143048;890303
MNG;1988;1186955;902754
MNG;1989;1222043;918962
MNG;1990;1245680;938459
MNG;1991;1263925;953993
MNG;1992;1277491;966004
MNG;1993;1287668;975528
MNG;1994;1296473;984002
MNG;1995;1305389;992628
MNG;1996;1314886;1001685
MNG;1997;1324694;1011050
MNG;1998;1334933;1020734
MNG;1999;1345492;1030736
MNG;2000;1369716;1027701
MNG;2001;1408736;1010858
MNG;2002;1448952;994309
MNG;2003;1490591;978174
MNG;2004;1533859;962535
MNG;2005;1578867;947562
MNG;2006;1625768;933086
MNG;2007;1674673;919146
MNG;2008;1726026;905873
MNG;2009;1780212;893582
MNG;2010;1837756;882146
MNG;2011;1882818;887539
MNG;2012;1921642;903056
MNG;2013;1962408;919375
MNG;2014;2004068;936043
MNG;2015;2045831;952602
MNG;2016;2087401;968957
MNG;2017;2128679;985109
MNG;2018;2169853;1000361
MNG;2019;2210626;1014540
MNG;2020;2250777;1027515
MNE;1960;90291;390288
MNE;1961;95782;395358
MNE;1962;101703;400855
MNE;1963;107780;405629
MNE;1964;113586;408167
MNE;1965;118771;407556
MNE;1966;123093;403326
MNE;1967;126621;396175
MNE;1968;129779;387702
MNE;1969;133237;380103
MNE;1970;137597;374810
MNE;1971;143135;372314
MNE;1972;149784;372001
MNE;1973;157258;372962
MNE;1974;165076;373826
MNE;1975;172810;373677
MNE;1976;180301;372261
MNE;1977;187635;369941
MNE;1978;194980;367085
MNE;1979;202628;364260
MNE;1980;210794;361814
MNE;1981;219563;359882
MNE;1982;228836;358165
MNE;1983;238326;356180
MNE;1984;247588;353296
MNE;1985;256235;349163
MNE;1986;264087;343624
MNE;1987;271196;336948
MNE;1988;277825;329588
MNE;1989;284397;322174
MNE;1990;291283;315089
MNE;1991;298483;308622
MNE;1992;305585;302931
MNE;1993;312816;297354
MNE;1994;319860;291529
MNE;1995;326440;285272
MNE;1996;332459;278544
MNE;1997;337985;271535
MNE;1998;343256;264406
MNE;1999;348560;257441
MNE;2000;354162;250788
MNE;2001;361755;245634
MNE;2002;369361;240467
MNE;2003;376961;235306
MNE;2004;381058;232295
MNE;2005;383698;230563
MNE;2006;386254;228771
MNE;2007;388857;227018
MNE;2008;391621;225348
MNE;2009;394521;223773
MNE;2010;397301;222127
MNE;2011;399777;220302
MNE;2012;402174;218427
MNE;2013;404636;216571
MNE;2014;407105;214705
MNE;2015;409418;212741
MNE;2016;411597;210706
MNE;2017;413735;208638
MNE;2018;415729;206498
MNE;2019;417692;204336
MNE;2020;419307;201999
MAR;1960;3619287;8709245
MAR;1961;3793983;8916604
MAR;1962;3973644;9121246
MAR;1963;4157555;9320870
MAR;1964;4344791;9512865
MAR;1965;4534015;9696148
MAR;1966;4725537;9869814
MAR;1967;4919280;10034757
MAR;1968;5115536;10191731
MAR;1969;5314873;10341973
MAR;1970;5517951;10486781
MAR;1971;5724771;10626112
MAR;1972;5956616;10740274
MAR;1973;6196968;10851557
MAR;1974;6447915;10965234
MAR;1975;6711648;11084523
MAR;1976;6989263;11209573
MAR;1977;7280268;11339819
MAR;1978;7585408;11474365
MAR;1979;7904752;11612190
MAR;1980;8237881;11752125
MAR;1981;8585094;11894615
MAR;1982;8946328;12037695
MAR;1983;9317476;12177612
MAR;1984;9695024;12307617
MAR;1985;10074877;12424234
MAR;1986;10455592;12524742
MAR;1987;10837087;12610169
MAR;1988;11221063;12682529
MAR;1989;11609352;12746272
MAR;1990;12004578;12802883
MAR;1991;12407154;12853253
MAR;1992;12815595;12895815
MAR;1993;13226425;12928779
MAR;1994;13636505;12947968
MAR;1995;13953870;13040385
MAR;1996;14245430;13138042
MAR;1997;14529519;13225054
MAR;1998;14808021;13302426
MAR;1999;15083409;13372095
MAR;2000;15357105;13436567
MAR;2001;15629767;13496556
MAR;2002;15902628;13552137
MAR;2003;16177169;13605715
MAR;2004;16456148;13659048
MAR;2005;16803552;13652011
MAR;2006;17172382;13632307
MAR;2007;17550444;13613226
MAR;2008;17940028;13596779
MAR;2009;18343899;13585188
MAR;2010;18764985;13578399
MAR;2011;19203941;13577919
MAR;2012;19659923;13581975
MAR;2013;20128276;13587429
MAR;2014;20602947;13589411
MAR;2015;21078593;13585015
MAR;2016;21553482;13572792
MAR;2017;22027645;13553612
MAR;2018;22501247;13527842
MAR;2019;22975024;13496742
MAR;2020;23450016;13460542
MOZ;1960;493457;6691413
MOZ;1961;517693;6824424
MOZ;1962;543980;6963329
MOZ;1963;571736;7107729
MOZ;1964;601069;7256038
MOZ;1965;631882;7407335
MOZ;1966;664243;7561676
MOZ;1967;698332;7719366
MOZ;1968;734123;7880322
MOZ;1969;771669;8044387
MOZ;1970;811145;8211602
MOZ;1971;858452;8374203
MOZ;1972;913545;8532690
MOZ;1973;972280;8696375
MOZ;1974;1035872;8871091
MOZ;1975;1104857;9060359
MOZ;1976;1179853;9264101
MOZ;1977;1260597;9477937
MOZ;1978;1346696;9694510
MOZ;1979;1436843;9904562
MOZ;1980;1530301;10099893
MOZ;1981;1673908;10239177
MOZ;1982;1832739;10357078
MOZ;1983;1999569;10440204
MOZ;1984;2169875;10466245
MOZ;1985;2339201;10425184
MOZ;1986;2502922;10305644
MOZ;1987;2661479;10124874
MOZ;1988;2826153;9931850
MOZ;1989;3015161;9790789
MOZ;1990;3246823;9740469
MOZ;1991;3396915;9931114
MOZ;1992;3586799;10219200
MOZ;1993;3805284;10565666
MOZ;1994;4033582;10914468
MOZ;1995;4257127;11226150
MOZ;1996;4470999;11489446
MOZ;1997;4678934;11718241
MOZ;1998;4832664;11981282
MOZ;1999;4987016;12257160
MOZ;2000;5153816;12558109
MOZ;2001;5334821;12887063
MOZ;2002;5527355;13236792
MOZ;2003;5729157;13601940
MOZ;2004;5936928;13973621
MOZ;2005;6147973;14345954
MOZ;2006;6362398;14717710
MOZ;2007;6580887;15092432
MOZ;2008;6868320;15408276
MOZ;2009;7172457;15722261
MOZ;2010;7490098;16041469
MOZ;2011;7821270;16366230
MOZ;2012;8166394;16696279
MOZ;2013;8527067;17033685
MOZ;2014;8905236;17380956
MOZ;2015;9302448;17739553
MOZ;2016;9719881;18110049
MOZ;2017;10157505;18491502
MOZ;2018;10615024;18880985
MOZ;2019;11092108;19273935
MOZ;2020;11587640;19667795
MMR;1960;4179145;17557802
MMR;1961;4345927;17865699
MMR;1962;4519105;18178559
MMR;1963;4699731;18498507
MMR;1964;4888947;18828838
MMR;1965;5087430;19171926
MMR;1966;5295939;19527998
MMR;1967;5514236;19895818
MMR;1968;5742344;20272895
MMR;1969;5979482;20656370
MMR;1970;6225527;21043536
MMR;1971;6480177;21433572
MMR;1972;6744256;21825837
MMR;1973;6988799;22249369
MMR;1974;7154403;22764066
MMR;1975;7322786;23288307
MMR;1976;7494463;23819884
MMR;1977;7667844;24358904
MMR;1978;7843988;24904794
MMR;1979;8022812;25458585
MMR;1980;8204595;26019721
MMR;1981;8388056;26588409
MMR;1982;8573724;27160549
MMR;1983;8773360;27718444
MMR;1984;9016919;28224611
MMR;1985;9259194;28717893
MMR;1986;9501252;29197232
MMR;1987;9742331;29662019
MMR;1988;9979724;30105929
MMR;1989;10210964;30520475
MMR;1990;10434242;30900946
MMR;1991;10647649;31242543
MMR;1992;10851863;31549823
MMR;1993;11052322;31837670
MMR;1994;11256262;32127159
MMR;1995;11468853;32432745
MMR;1996;11692263;32759940
MMR;1997;11924109;33103114
MMR;1998;12161320;33449900
MMR;1999;12396386;33784689
MMR;2000;12625998;34093700
MMR;2001;12849010;34376109
MMR;2002;13066099;34636064
MMR;2003;13277061;34871846
MMR;2004;13481502;35082987
MMR;2005;13679548;35270383
MMR;2006;13869371;35431678
MMR;2007;14052307;35569172
MMR;2008;14233443;35696199
MMR;2009;14419343;35831023
MMR;2010;14616049;35984778
MMR;2011;14825520;36165092
MMR;2012;15046734;36366969
MMR;2013;15274180;36578284
MMR;2014;15501262;36779554
MMR;2015;15729411;36951313
MMR;2016;15957057;37088142
MMR;2017;16186648;37195873
MMR;2018;16423467;37284851
MMR;2019;16674094;37371328
MMR;2020;16943754;37466040
NAM;1960;113568;520570
NAM;1961;119038;530236
NAM;1962;124697;540422
NAM;1963;130669;550964
NAM;1964;136964;561833
NAM;1965;143568;573020
NAM;1966;150486;584380
NAM;1967;157738;595945
NAM;1968;165413;608015
NAM;1969;173633;620955
NAM;1970;182231;635243
NAM;1971;190026;652327
NAM;1972;198374;670580
NAM;1973;207037;689227
NAM;1974;215719;707181
NAM;1975;224194;723731
NAM;1976;232379;738738
NAM;1977;240394;752561
NAM;1978;248372;765683
NAM;1979;256546;778833
NAM;1980;265129;792594
NAM;1981;274072;806866
NAM;1982;283028;822075
NAM;1983;292649;838975
NAM;1984;303507;858775
NAM;1985;315904;882245
NAM;1986;330080;909843
NAM;1987;345852;940944
NAM;1988;362685;973860
NAM;1989;379698;1006313
NAM;1990;396283;1036616
NAM;1991;412196;1064203
NAM;1992;429843;1087108
NAM;1993;448226;1106872
NAM;1994;466660;1125166
NAM;1995;485316;1142550
NAM;1996;504270;1159108
NAM;1997;523383;1174646
NAM;1998;542608;1189027
NAM;1999;561807;1202054
NAM;2000;580960;1213623
NAM;2001;599950;1223717
NAM;2002;625184;1226335
NAM;2003;652221;1226892
NAM;2004;680413;1227324
NAM;2005;710044;1228272
NAM;2006;741413;1229905
NAM;2007;774475;1232041
NAM;2008;809118;1234264
NAM;2009;844923;1236116
NAM;2010;881792;1237085
NAM;2011;919551;1237147
NAM;2012;958964;1235813
NAM;2013;999628;1233878
NAM;2014;1041820;1231606
NAM;2015;1085689;1229212
NAM;2016;1130941;1227103
NAM;2017;1177405;1225218
NAM;2018;1224933;1223367
NAM;2019;1273255;1221269
NAM;2020;1322115;1218801
NRU;1960;4377;0
NRU;1961;4627;0
NRU;1962;4942;0
NRU;1963;5270;0
NRU;1964;5590;0
NRU;1965;5859;0
NRU;1966;6065;0
NRU;1967;6221;0
NRU;1968;6343;0
NRU;1969;6445;0
NRU;1970;6553;0
NRU;1971;6669;0
NRU;1972;6798;0
NRU;1973;6929;0
NRU;1974;7062;0
NRU;1975;7178;0
NRU;1976;7284;0
NRU;1977;7396;0
NRU;1978;7505;0
NRU;1979;7626;0
NRU;1980;7751;0
NRU;1981;7871;0
NRU;1982;8016;0
NRU;1983;8163;0
NRU;1984;8331;0
NRU;1985;8501;0
NRU;1986;8679;0
NRU;1987;8868;0
NRU;1988;9058;0
NRU;1989;9275;0
NRU;1990;9506;0
NRU;1991;9766;0
NRU;1992;10030;0
NRU;1993;10287;0
NRU;1994;10496;0
NRU;1995;10626;0
NRU;1996;10677;0
NRU;1997;10643;0
NRU;1998;10567;0
NRU;1999;10449;0
NRU;2000;10335;0
NRU;2001;10219;0
NRU;2002;10102;0
NRU;2003;9990;0
NRU;2004;9906;0
NRU;2005;9848;0
NRU;2006;9827;0
NRU;2007;9846;0
NRU;2008;9880;0
NRU;2009;9945;0
NRU;2010;10009;0
NRU;2011;10069;0
NRU;2012;10136;0
NRU;2013;10208;0
NRU;2014;10289;0
NRU;2015;10374;0
NRU;2016;10474;0
NRU;2017;10577;0
NRU;2018;10678;0
NRU;2019;10764;0
NRU;2020;10834;0
NPL;1960;351656;9753404
NPL;1961;366644;9900616
NPL;1962;376845;10056302
NPL;1963;387387;10217233
NPL;1964;398467;10385491
NPL;1965;410058;10562854
NPL;1966;422322;10750208
NPL;1967;435171;10947794
NPL;1968;448724;11155197
NPL;1969;462853;11371804
NPL;1970;477672;11596956
NPL;1971;493576;11830408
NPL;1972;528240;12054902
NPL;1973;565368;12286837
NPL;1974;605351;12525909
NPL;1975;648204;12772163
NPL;1976;694342;13025124
NPL;1977;743793;13284742
NPL;1978;796725;13550928
NPL;1979;853610;13823322
NPL;1980;914649;14101759
NPL;1981;979815;14387414
NPL;1982;1040659;14688772
NPL;1983;1105147;14995476
NPL;1984;1173362;15304126
NPL;1985;1245155;15613160
NPL;1986;1320559;15919118
NPL;1987;1400026;16223671
NPL;1988;1484550;16536205
NPL;1989;1575389;16869632
NPL;1990;1673891;17231589
NPL;1991;1781425;17624081
NPL;1992;1910490;18027832
NPL;1993;2048792;18441181
NPL;1994;2195197;18845702
NPL;1995;2348124;19227950
NPL;1996;2507255;19583097
NPL;1997;2672682;19912090
NPL;1998;2844419;20213456
NPL;1999;3022677;20487294
NPL;2000;3207389;20733710
NPL;2001;3395692;20951421
NPL;2002;3520929;21204696
NPL;2003;3646258;21434622
NPL;2004;3772484;21646853
NPL;2005;3900034;21844466
NPL;2006;4030431;22036256
NPL;2007;4163436;22219150
NPL;2008;4294653;22371928
NPL;2009;4418039;22465492
NPL;2010;4529575;22483632
NPL;2011;4626212;22415008
NPL;2012;4711768;22277392
NPL;2013;4795227;22121568
NPL;2014;4892046;22013936
NPL;2015;5013180;22001853
NPL;2016;5164239;22099191
NPL;2017;5343055;22289627
NPL;2018;5546094;22549618
NPL;2019;5765514;22843201
NPL;2020;5995190;23141618
NLD;1960;6863492;4623139
NLD;1961;6985555;4653157
NLD;1962;7107497;4698192
NLD;1963;7225888;4740078
NLD;1964;7345397;4781723
NLD;1965;7469419;4825313
NLD;1966;7590341;4865910
NLD;1967;7699768;4898433
NLD;1968;7803319;4926402
NLD;1969;7917513;4960471
NLD;1970;8039946;4998580
NLD;1971;8169109;5025388
NLD;1972;8294650;5033943
NLD;1973;8406296;5033026
NLD;1974;8515370;5029686
NLD;1975;8634800;5031535
NLD;1976;8746238;5027799
NLD;1977;8841770;5014415
NLD;1978;8939836;5001864
NLD;1979;9045559;4992711
NLD;1980;9161288;4988512
NLD;1981;9275502;4971706
NLD;1982;9376386;4936304
NLD;1983;9470198;4896872
NLD;1984;9565992;4858219
NLD;1985;9668672;4822960
NLD;1986;9780476;4791802
NLD;1987;9900806;4764231
NLD;1988;10022989;4737105
NLD;1989;10141210;4707697
NLD;1990;10269295;4682215
NLD;1991;10447740;4622058
NLD;1992;10662777;4521389
NLD;1993;10871452;4418916
NLD;1994;11069798;4313040
NLD;1995;11255548;4203458
NLD;1996;11436659;4093839
NLD;1997;11622597;3988053
NLD;1998;11819675;3887534
NLD;1999;12021931;3790157
NLD;2000;12229998;3695515
NLD;2001;12488742;3557438
NLD;2002;12775902;3373027
NLD;2003;13035570;3189732
NLD;2004;13271929;3009850
NLD;2005;13485107;2834761
NLD;2006;13671225;2674876
NLD;2007;13848922;2532774
NLD;2008;14044865;2400728
NLD;2009;14263741;2266647
NLD;2010;14477657;2137737
NLD;2011;14669707;2023367
NLD;2012;14842886;1912076
NLD;2013;14987369;1817063
NLD;2014;15126226;1738782
NLD;2015;15275237;1664686
NLD;2016;15435425;1594889
NLD;2017;15602670;1528626
NLD;2018;15765213;1466411
NLD;2019;15935776;1409098
NLD;2020;16087342;1354158
NCL;1960;29514;49486
